Compass Release Candidate 1
ACS Meter																																																																														
53000011		; Serial number																																																																												
172582	-0.691652192	-0.6261606287	-0.5566968698	-0.4945770164	-0.434930292	-0.3865996295	-0.3407284531	-0.2982049642	-0.2656499483	-0.2306879374	-0.2003392994	-0.1784990393	-0.1626731427	-0.1323940628	-0.1155453847	-0.09579182666	-0.08401495219	-0.07094140399	-0.05743790778	-0.04491061894	-0.03142574664	-0.02635468958	-0.01596512483	-0.007697426644	0.004422129259	0.00985540295	0.01999012358	0.01841759861	0.0302342498	0.03943327995	0.03694639389	0.04433778286	0.05008390025	0.05257677201	0.05824055051	0.0657172921	0.05510204547	0.0591700399	0.06362490183	0.06200920304	0.06932724401	0.06591315673	0.06885536371	0.075865466	0.07902164469	0.08661909334	0.09200306986	0.08903165283	0.09232578957	0.09495428316	0.09365001649	0.08057678034	0.103089661	0.09630272023	0.09104457359	0.09394217947	0.09918584687	0.09861462598	0.08812253323	0.1104898837	0.1000145065	0.09019576828	0.09773334175	0.08271303587	0.08979078766	0.08070369762	0.08470623246	0.07140230821	0.06271970914	0.05299082771	0.05209449344	0.04210968325	0.07276405188	0.02569154456	0.03916149322	0.08143673593	0.0861238442	0.09643751135	0.1283793832	0.1239207691	0.1394388895	0.1142711446	0.1432524542	1.740518242	1.387021178	0.8280614497	0.4700601274	0.227893033	0.09259860344	0.08615495433	0.1509794133	0.2609524552	0.3745063316	0.448391438	0.4682593114	0.4724006532	0.4897634834	0.5208727429	0.5582599382	0.6085614855	0.6614941915	0.6626098793	0.621240917	0.5846054698	0.5507418799	0.5266647628	0.516347939	0.5202525086	0.5338651397	0.5519349041	0.5670914272	0.5710257974	0.5655900507	0.5674605064	0.5725255039	0.5799939322	0.5917847563	0.6053525107	0.6038093232	0.5935239503	0.5975486642	0.5833053228	0.5617510813	0.5335284684	0.5004439581	0.4687897953	0.4363109903	0.4107581808	0.3949667983	0.3885153277	0.3843467741	0.3805269448	0.3731440806	0.3717251603	0.3689598825	0.3728662265	0.3670497625	0.3638324698	0.3458978928	0.3218508331	0.2941224512	0.2758154117	0.257371997	0.2429163849	0.2327791565	0.2241314073	0.2041625351	0.1744419795	0.1292829991	0.07281226324	0.005337114172	-0.07202535802	-0.1651077758	-0.27015965	-0.4046965105	-0.5759756644	-0.7861017782	-1.001160419	-1.225074429	-1.439737054	-1.620925335	-1.756491772	-1.848978329	-1.892533645	-1.928351391	-1.952363722	
172832	-0.6916574276	-0.6188253243	-0.560028103	-0.4873860746	-0.434140147	-0.3859035347	-0.341127809	-0.2933778709	-0.2605817848	-0.2309572829	-0.2009764551	-0.1767596142	-0.1599559706	-0.1320900125	-0.1165958279	-0.09594221935	-0.08290147992	-0.07128265935	-0.05712132893	-0.04402908703	-0.03071067372	-0.02651203727	-0.01670741241	-0.006633433248	0.003684871956	0.009830592386	0.01883868446	0.01902023775	0.030510306	0.03901587054	0.0357218608	0.04512832131	0.05027248767	0.05162360149	0.05821349542	0.06694562567	0.05634038291	0.06021779098	0.06397129123	0.0629897183	0.06980160282	0.06634223949	0.06965019261	0.07688247338	0.07973207884	0.08783925628	0.09270068594	0.09007186905	0.09324074258	0.09612272727	0.09469639101	0.08128294127	0.104462951	0.09706015765	0.09198569385	0.09490718078	0.09992797686	0.09984401357	0.08961546137	0.1110333027	0.1016161429	0.09157566588	0.09839655019	0.08355182729	0.09096671502	0.08190276291	0.08623897833	0.07247772357	0.0628412667	0.05494638855	0.05364934903	0.04317632766	0.07392177652	0.02696008063	0.03985932128	0.08215544352	0.08695745007	0.09743553519	0.1304313886	0.1256555554	0.1416012306	0.1157487751	0.143940376	1.586114784	1.530221734	0.9311290701	0.5620768027	0.3032099642	0.1508210708	0.100159871	0.1483089417	0.2452796398	0.356635585	0.4411860437	0.4746355049	0.4780989759	0.4910829049	0.5138403262	0.5518984722	0.5998551745	0.6490185862	0.6707385143	0.6337520221	0.596641358	0.5641641225	0.5355906151	0.5194401174	0.51918934	0.53076712	0.5486729896	0.5662741763	0.570966281	0.5680874357	0.5674323464	0.5719518911	0.5770505856	0.5888518307	0.6015437627	0.6069151973	0.5909775114	0.5969157725	0.5862944728	0.5640197225	0.5371101477	0.503300623	0.4705829154	0.4376677993	0.4107327131	0.3944921213	0.3879139939	0.3846178013	0.3812727581	0.3736520345	0.3715733691	0.3686518549	0.3711077285	0.3653059456	0.3631987993	0.3474448312	0.3231200632	0.2960807978	0.2782853467	0.2585701749	0.2430958547	0.2322049758	0.2222490504	0.202625285	0.1751022372	0.1300251647	0.07276128255	0.005632539467	-0.07291992532	-0.1662937961	-0.2737541943	-0.4062371566	-0.5714230634	-0.7821666615	-0.996494778	-1.220335525	-1.436640918	-1.619869668	-1.757182982	-1.851417598	-1.894529103	-1.927393728	-1.950516216	
173081	-0.6879527605	-0.6188233515	-0.5530962829	-0.496760707	-0.4295937881	-0.3842760348	-0.341126647	-0.2951672186	-0.2662589336	-0.2289918553	-0.2027385436	-0.1753800617	-0.1596267789	-0.1304536148	-0.1152666065	-0.09376481228	-0.08202026242	-0.07153864879	-0.05541965904	-0.04292778248	-0.02996207458	-0.02584655802	-0.01632121879	-0.005122637551	0.004397238202	0.009831779405	0.01970946074	0.01966535883	0.02991685344	0.0391551532	0.03779462784	0.04573499938	0.0502018108	0.05275848235	0.05831949257	0.06695633321	0.0558454228	0.05969553754	0.06398855926	0.06230030187	0.06973900487	0.06645486268	0.06922774109	0.07642785642	0.07937902161	0.08713552396	0.0923537399	0.08941279395	0.09283227728	0.09584028326	0.09406408043	0.08128402798	0.1039088113	0.09666586915	0.09154922584	0.09470149884	0.09989298541	0.09926630921	0.08946649183	0.111384033	0.1008141369	0.09057082935	0.09791519572	0.0829066692	0.09028363104	0.08190350689	0.08560473058	0.0711817843	0.06330783632	0.05480700196	0.05186266262	0.0423732326	0.07188738399	0.02538810685	0.03985947175	0.08174723413	0.0867262703	0.0977228668	0.1297731872	0.1239249261	0.1400550863	0.1154097622	0.1427365324	1.429267718	1.566860297	0.999535644	0.6267605963	0.3541774443	0.1815949003	0.1146529002	0.1434737844	0.2387404083	0.3446446627	0.4376336082	0.4730591204	0.4809869584	0.4897719666	0.5115313805	0.5476717055	0.5901638126	0.6419077553	0.6740165976	0.6411274028	0.6053568026	0.569569686	0.5394692534	0.5209517117	0.5182716612	0.5289433821	0.5453140838	0.5643364676	0.5705671542	0.567711031	0.5667861389	0.5700397118	0.5757145641	0.5856228683	0.5981393955	0.6064589928	0.5870009519	0.5947102058	0.5897343847	0.5676872409	0.540246436	0.5070727853	0.4729223463	0.4383491789	0.4100444034	0.3931716965	0.3863396634	0.3845165374	0.3817561823	0.3748202846	0.3714807829	0.3680915668	0.3702294571	0.363308654	0.3610625168	0.3499642766	0.3258280984	0.2988414998	0.2808706416	0.2615039205	0.2442740119	0.2317176848	0.2204576085	0.2011838527	0.1735949503	0.1295560562	0.07276571298	0.004716900881	-0.07471487798	-0.1693046918	-0.2770734268	-0.4096104527	-0.5684353011	-0.7774531219	-0.9909320067	-1.214900415	-1.431765114	-1.616657804	-1.758401833	-1.853124408	-1.898263929	-1.928810454	-1.94775286	
173331	-0.6853650003	-0.6209624924	-0.5574630206	-0.4932866254	-0.4341412463	-0.3859044417	-0.3386955774	-0.2933788532	-0.2654679641	-0.2316685772	-0.2033799422	-0.1779185985	-0.1612140551	-0.1337258432	-0.1170389179	-0.09594248269	-0.08452408327	-0.07277869744	-0.05731930752	-0.04502005428	-0.03271801215	-0.02762153973	-0.01709304623	-0.006996605372	0.003211114856	0.007863504331	0.01853291995	0.01799477374	0.02966355983	0.03743671503	0.03649556237	0.04430484224	0.05015635682	0.05141419528	0.05737358714	0.06566332602	0.05487015298	0.05837872461	0.06228665007	0.06175219685	0.06903446981	0.06534930344	0.06786568322	0.07574464593	0.07814642247	0.08623850612	0.09146576108	0.08840468862	0.09185778737	0.0947363818	0.09318033556	0.08013151192	0.1028629449	0.09528215413	0.09064438143	0.09370242881	0.09879897062	0.09821797465	0.08857053058	0.1101781775	0.09937456947	0.09035989266	0.0969383514	0.08123881122	0.08989630754	0.08090726531	0.08483802187	0.06987220559	0.06291574205	0.05409336673	0.05142153651	0.04193536189	0.07158229341	0.02568672986	0.03737902872	0.08220597471	0.08710375753	0.0957272335	0.1289220122	0.1243687081	0.1399075367	0.1149166238	0.1432532255	1.305279855	1.618364946	1.104240758	0.6940432543	0.4189192922	0.2271424701	0.1437780503	0.158513614	0.2250958592	0.3347808029	0.432264109	0.4778319266	0.4881238951	0.4910318161	0.511526603	0.5423438772	0.5862905074	0.6330344314	0.6731881193	0.6500167553	0.6140836791	0.5794558968	0.5484827595	0.5261383459	0.5197031086	0.5275606594	0.5426884394	0.5635752429	0.5724466659	0.5702019022	0.5680799674	0.5707964514	0.5754549889	0.5851088115	0.5964288944	0.6058888448	0.5864326045	0.5932140966	0.592244034	0.570943748	0.5438533916	0.5103317973	0.4764631378	0.4397316863	0.410933045	0.3928003103	0.3859539886	0.3840713659	0.3827115884	0.3757622101	0.3721321812	0.3682116018	0.369909127	0.3625735209	0.3606756556	0.3521801559	0.3277026352	0.3015216856	0.2838722172	0.2634645718	0.2455379009	0.2317556423	0.22054268	0.2001181097	0.173840724	0.1320199544	0.07484453964	0.00580055137	-0.07472171189	-0.1698142005	-0.2794752588	-0.411162031	-0.5665058457	-0.7750304059	-0.9852023334	-1.209722804	-1.427634068	-1.614232865	-1.759055574	-1.855149084	-1.902462499	-1.930513347	-1.948538968	
173582	-0.692781964	-0.6176141102	-0.5520715255	-0.493037834	-0.4288083327	-0.3796375052	-0.3360463134	-0.2897957852	-0.2604005023	-0.2247310937	-0.1980242449	-0.1752444941	-0.1586424608	-0.1295452206	-0.1134962525	-0.09107880127	-0.08044371207	-0.06961577758	-0.05288542785	-0.04080012827	-0.02911070875	-0.02426352239	-0.01394836185	-0.00381239394	0.006053782449	0.01226516211	0.02125758235	0.02130802422	0.03228367924	0.04174739776	0.03897572091	0.04753473802	0.05209732967	0.05428773448	0.06092137796	0.06857453841	0.05851315205	0.06175926914	0.06640250935	0.06521987471	0.0722539856	0.06882356829	0.0717298516	0.07897532418	0.08196130947	0.09004719522	0.09514238489	0.09192548104	0.09525034206	0.09845325116	0.09668189551	0.08374269772	0.1064232212	0.09939668693	0.09396521186	0.09717840675	0.1023601802	0.1015806707	0.09178114162	0.1137587606	0.1032600194	0.09329398223	0.1010484177	0.08574303304	0.09283178444	0.08394254183	0.08920573473	0.07456087052	0.0661621281	0.05668615897	0.05511611141	0.04469825586	0.07566581248	0.02792483331	0.04280653296	0.08466355315	0.09027368274	0.09952438401	0.13248132	0.1273860114	0.1431160983	0.1179900071	0.1454812146	1.363751453	1.674437594	1.148824523	0.7377710394	0.4405454466	0.2553311861	0.1646159546	0.168728297	0.2408333056	0.342708914	0.4358093433	0.4874738034	0.498203393	0.4962402055	0.5197446398	0.5498217773	0.5882071719	0.6365840123	0.6788993984	0.6552138018	0.618136668	0.5825121854	0.550160278	0.5271313297	0.5216516992	0.5298319574	0.5453408358	0.5643608683	0.5735868357	0.571999584	0.569731381	0.5716130243	0.5753926272	0.585317635	0.5963983902	0.6072073043	0.5861409963	0.5936526591	0.5917653329	0.5709410977	0.544356759	0.5104617041	0.4760962052	0.4404368544	0.4107285496	0.3931642979	0.3855041573	0.3851575853	0.3827082692	0.3757584729	0.3725085372	0.3690814369	0.3701576997	0.362505424	0.360479442	0.3522095874	0.3285809214	0.3017551912	0.2844077106	0.2639724783	0.2453170476	0.2324652157	0.2213204193	0.2009327729	0.1745420548	0.1316989749	0.07561052056	0.005745542108	-0.07352329711	-0.1687486525	-0.2785448921	-0.411102056	-0.5644926415	-0.7725083322	-0.9838111798	-1.208596526	-1.425333819	-1.61368567	-1.756256925	-1.854299355	-1.898924063	-1.928353103	-1.942179284	
173832	-0.6876181933	-0.6136297141	-0.5520685491	-0.4908531629	-0.4320189545	-0.3812613768	-0.3384794993	-0.2919331949	-0.2630867754	-0.2288261539	-0.199301846	-0.1752423454	-0.1557246617	-0.1277265543	-0.1133832862	-0.09118268882	-0.08234354047	-0.06880277113	-0.05276719881	-0.04021172171	-0.02788600265	-0.02400935046	-0.01409558845	-0.003727210079	0.006160812119	0.01301328673	0.02147156229	0.02137653468	0.03201034337	0.04075059387	0.03858210918	0.04744747507	0.05201448572	0.05430850537	0.05995874259	0.06835560878	0.05753997331	0.06116179468	0.06503914971	0.06392848361	0.07130908134	0.06747181733	0.07067644006	0.07799538921	0.08079836999	0.08863767643	0.09396925405	0.09098281594	0.0943722988	0.09687622315	0.0956730058	0.08227092458	0.1049842389	0.09841138485	0.09265617902	0.0958010928	0.1010566371	0.1000630798	0.09047425267	0.1122412528	0.1017781268	0.09216297464	0.09968041623	0.08370036122	0.09221928984	0.08273919388	0.08606374852	0.07284956393	0.0645592211	0.05487325567	0.0541183434	0.04291477779	0.07275821716	0.02729552277	0.04130655497	0.08271831962	0.08929490159	0.09862338689	0.1308557309	0.1257856877	0.141278432	0.1160542357	0.1435900781	1.517383777	1.719921882	1.139289277	0.7208469491	0.423269483	0.2411775722	0.1616878374	0.1788150252	0.2632848329	0.3606194021	0.4501505234	0.4938730917	0.5025340458	0.5026862193	0.5255966345	0.5572453675	0.5969352457	0.6463554715	0.6821654734	0.6552062658	0.6161213697	0.5818492996	0.5507233421	0.5298213029	0.5235345265	0.5339369587	0.5482846504	0.5687357184	0.5758446765	0.5726346752	0.5707079053	0.5738350417	0.5789119575	0.5878013264	0.600857094	0.6093964782	0.587781101	0.5951740862	0.5935670233	0.570943748	0.5439670727	0.5105969782	0.4760704801	0.4408510051	0.4112207999	0.3942391962	0.3860039401	0.3853232437	0.3833810504	0.3760485258	0.3730734315	0.3693672792	0.3710108169	0.3636207736	0.3618871128	0.3532137369	0.3291661391	0.3023807665	0.2850044462	0.2645790511	0.2469773534	0.2333174611	0.2226132899	0.2019484334	0.1770653574	0.1334906585	0.07654825168	0.007701253449	-0.07219007996	-0.1664822418	-0.2770123191	-0.4075758715	-0.5641167162	-0.772037455	-0.9846337961	-1.208151025	-1.425063019	-1.611521657	-1.755261974	-1.850563918	-1.896467163	-1.924548487	-1.942947375	
174081	-0.6979443023	-0.6230990136	-0.5574652529	-0.4970075119	-0.4335980689	-0.3854400411	-0.3421451346	-0.2955188981	-0.2637577962	-0.2309594775	-0.2042632533	-0.1798762678	-0.1632017188	-0.1330602298	-0.1180907267	-0.09553775289	-0.08540511973	-0.07418995057	-0.05775445113	-0.04590104735	-0.0329903939	-0.02806652217	-0.01733108949	-0.008367836434	0.001919173331	0.008759737669	0.01763780206	0.01743503903	0.02892169866	0.03689680073	0.0357780139	0.04333826476	0.0488644087	0.05092604086	0.05687686483	0.06493001838	0.0545554514	0.057550759	0.06232700054	0.06092605464	0.06836902316	0.0647613344	0.06796357927	0.0746542652	0.07782102548	0.08591399479	0.09124232433	0.08824442692	0.09131806273	0.09394424657	0.09251046545	0.07980959663	0.1023368615	0.09557776436	0.0900379044	0.09311630907	0.09830519285	0.09807338334	0.08801056944	0.1096730451	0.09949465033	0.08960857648	0.09654697723	0.08178803686	0.08955367536	0.08061447916	0.08496344836	0.06991389258	0.06252434418	0.0532402276	0.05112593138	0.04156640921	0.07188544659	0.02411257387	0.03921314309	0.08097595462	0.0845330343	0.09712672384	0.1288042598	0.1230275132	0.1388262852	0.1139659747	0.1418795351	1.580371264	1.75433344	1.136907184	0.7264748786	0.4146980143	0.2410834983	0.1673938742	0.1863895717	0.267740731	0.3705504827	0.4609338615	0.4954673118	0.5039692031	0.5078438876	0.5267266881	0.5593399976	0.6017517249	0.6534742968	0.6837955064	0.652968292	0.6167718352	0.5812616802	0.5501609782	0.5302645822	0.5264796819	0.5361763886	0.5503181982	0.5694287142	0.5776967894	0.5733593218	0.5723296488	0.5747448806	0.580023476	0.5894439431	0.6020792507	0.6103665026	0.588921663	0.5967178003	0.5934864753	0.5717841238	0.5449732745	0.5114621396	0.4770075981	0.4410881666	0.411766095	0.3943482447	0.3875500957	0.3859413972	0.3843973622	0.376460503	0.3735711187	0.3695853957	0.3720148564	0.3642855197	0.3622359183	0.3531774561	0.3288724603	0.3031088372	0.2858602403	0.2652084585	0.2475406235	0.2347861375	0.2232081428	0.2032464971	0.1763061914	0.1338545409	0.07742207326	0.008737992446	-0.07190003748	-0.1665511224	-0.2746813785	-0.4076515149	-0.5626991869	-0.771331045	-0.9847245883	-1.207369383	-1.424494993	-1.610861463	-1.753278318	-1.850016099	-1.894665031	-1.923944655	-1.940829057	
174331	-0.6942382877	-0.6218864462	-0.560027359	-0.4954689342	-0.4335947708	-0.3870630058	-0.3445761899	-0.2960640473	-0.2640611456	-0.2328157966	-0.2024968258	-0.179074562	-0.161942686	-0.1322714261	-0.1167614567	-0.09649829988	-0.08378186066	-0.07175269897	-0.05692329955	-0.04421241874	-0.03200334549	-0.02746331562	-0.01599491067	-0.00649397226	0.003053163383	0.008933880027	0.01921514171	0.01870719435	0.030213269	0.0390551085	0.03643894472	0.045162676	0.05073110331	0.05236970704	0.05814687322	0.06624110326	0.05640990468	0.05991405366	0.06411939092	0.06270163952	0.07021086826	0.06640579997	0.06965058552	0.07688281612	0.07979589682	0.08812784596	0.09295594839	0.08997788255	0.09327077034	0.09650128299	0.0943148503	0.08160437331	0.1041023124	0.09709175761	0.09228794069	0.09511392875	0.1002806183	0.09973677378	0.08998917929	0.1115821461	0.1012973625	0.09153192426	0.09852252411	0.08240008177	0.09157984288	0.08244769861	0.08632128307	0.07144670526	0.06311178444	0.05402163735	0.05364966252	0.04317661816	0.07363759504	0.02601174333	0.03882579621	0.08271939804	0.08838984608	0.09812534828	0.129889591	0.1256560173	0.139441222	0.1165469436	0.1422174587	1.691983777	1.805206749	1.162583231	0.7328281491	0.4318412551	0.2588694045	0.1760759356	0.1989216032	0.2764960968	0.3826593561	0.4717739146	0.505132829	0.5097209955	0.5156840886	0.5325939908	0.5668048581	0.6085908233	0.6570429381	0.6870693847	0.6566822242	0.617469088	0.5824642121	0.5512534804	0.5313370815	0.5259332221	0.5384920451	0.55197214	0.5705555739	0.5780718397	0.5751331019	0.5719155778	0.5750533126	0.5803132277	0.589902035	0.6023666451	0.609561917	0.5899869261	0.5980211072	0.592457812	0.5705111372	0.5434081893	0.5097115475	0.4760724802	0.4407956365	0.4125193644	0.3950289594	0.3880515847	0.3868447165	0.3845914973	0.3763081213	0.3743618067	0.3701519705	0.3726502219	0.365594135	0.3637763535	0.3528943823	0.3290176024	0.3017984836	0.2839133188	0.2640598848	0.2473718761	0.2345698042	0.2241806483	0.2047941511	0.1784796823	0.1343345139	0.07830605691	0.009554460907	-0.06929753309	-0.1641505718	-0.2725438121	-0.4036286748	-0.5623169496	-0.7719514868	-0.9848705805	-1.207267201	-1.424853274	-1.609469316	-1.751343764	-1.845902534	-1.89033217	-1.920474815	-1.938337501	
174582	-0.6916574276	-0.6188253243	-0.560028103	-0.4930368308	-0.434140147	-0.3787075991	-0.3401116779	-0.2937247289	-0.2624745664	-0.2305182689	-0.2005798284	-0.1775580971	-0.1590986755	-0.1316053696	-0.1155445278	-0.09401973624	-0.08317893935	-0.07235142113	-0.05648811696	-0.04263503448	-0.0310848377	-0.02670305702	-0.01655957636	-0.005207886387	0.00497614699	0.009954420402	0.01914383043	0.01937612546	0.03074358976	0.03893422059	0.03745659081	0.04541394379	0.05049174456	0.05306554228	0.05883344861	0.06635981664	0.05699342195	0.05978669843	0.06450542933	0.06352661576	0.07049170406	0.06698149124	0.06971355555	0.07721120312	0.07982906382	0.08790253795	0.09311355868	0.09007186905	0.09352374476	0.09637406424	0.0945987752	0.0818876829	0.1048237565	0.0971589365	0.09201991388	0.09490718078	0.1000337844	0.09984515207	0.09006361531	0.111812457	0.1012555605	0.09111681567	0.09897556952	0.08361362955	0.09108858463	0.08197210504	0.08623897833	0.07162715015	0.06416880598	0.05462442243	0.05370912839	0.0429367234	0.0730493982	0.02508016834	0.04102271288	0.08266772675	0.08748373339	0.09691550402	0.1304313886	0.125524533	0.139585996	0.1152564977	0.1427355042	1.537172338	1.819639886	1.265046716	0.8120255498	0.4935294477	0.3049557268	0.2030913715	0.2066744581	0.2742571976	0.3706041699	0.4627658687	0.5083503342	0.5169311308	0.5169807941	0.534974147	0.5636334625	0.6027738805	0.6490253427	0.687068902	0.666359225	0.6268991185	0.592938028	0.5585141081	0.5358828203	0.5293253538	0.5370423342	0.5502884715	0.5707114636	0.5799876267	0.5767789345	0.574019077	0.5766034419	0.5802830502	0.5894760287	0.6008037243	0.6103169713	0.5899862448	0.5976048781	0.5960585439	0.5740041907	0.5468838627	0.5131645883	0.4788612711	0.4426852447	0.413354171	0.3955066631	0.3885478832	0.3873023479	0.3853333993	0.377758811	0.375175509	0.3705896704	0.3724918374	0.3645435893	0.362879489	0.3546664119	0.3307708621	0.3039729411	0.2864582601	0.2661979152	0.2484191493	0.2354579453	0.223581619	0.203395687	0.1773697808	0.1349132854	0.07808559689	0.01036310462	-0.07032449073	-0.1659118243	-0.2748804609	-0.4072199888	-0.5617961297	-0.7680966838	-0.9811810783	-1.203460567	-1.421547331	-1.60841803	-1.749709564	-1.848170801	-1.893625557	-1.921694368	-1.937564943	
174832	-0.6853576698	-0.6249553393	-0.5531059558	-0.4939324406	-0.4328119833	-0.3819610722	-0.3380812558	-0.2924863347	-0.2600965734	-0.2282870186	-0.2005833838	-0.1767644489	-0.1587716426	-0.1301530826	-0.1148258912	-0.09361571447	-0.08192873806	-0.06944587306	-0.0549845962	-0.04234328927	-0.02904476131	-0.02594365716	-0.0162346479	-0.004539396881	0.005263799373	0.01149422357	0.02034029677	0.0196622885	0.0311842869	0.04045059364	0.03805658045	0.0456762995	0.05121896198	0.05319211587	0.05960351395	0.06761126318	0.05670243422	0.06030777274	0.06498778294	0.063444273	0.07041215883	0.0670789593	0.06980914293	0.0776693801	0.08011700417	0.08783358933	0.09304623157	0.09009800362	0.09367756139	0.09637131773	0.09462582156	0.08182268082	0.1046240706	0.09751859133	0.09238729082	0.09569743852	0.1003845712	0.1000600092	0.09002578296	0.1123160013	0.101495757	0.09182906318	0.09888420978	0.08406571306	0.09151671783	0.08190108866	0.0863584867	0.07230496426	0.06451761725	0.05594114253	0.05323679551	0.04395672154	0.07421704885	0.02632651637	0.03887701342	0.08230598788	0.08846032073	0.09771990516	0.1297700082	0.1240497271	0.1408081749	0.1159004971	0.1429015242	1.391216124	1.784639343	1.388881041	0.8993993472	0.5827741198	0.3661195169	0.2417553637	0.2220632498	0.2698715021	0.3545779327	0.453769564	0.5067358638	0.5227006436	0.5195535055	0.5337766807	0.5614958054	0.5940112081	0.6383556579	0.6829773303	0.6767725591	0.6377140226	0.6015324126	0.5693108266	0.5411191933	0.5312383858	0.5357251906	0.5499613188	0.5675463621	0.5795490763	0.5778790341	0.5759937115	0.5765061563	0.5800799331	0.5875554312	0.5982404751	0.6086626764	0.5883686973	0.5942596052	0.5966883284	0.5772107653	0.5498232343	0.5162866311	0.480775891	0.4441533458	0.4135496349	0.3946545344	0.3866900402	0.3862916732	0.3856752727	0.378728193	0.3746355779	0.3702378306	0.3714765368	0.3634554931	0.3606033434	0.3552359899	0.3332960146	0.306891478	0.2898872175	0.2689219279	0.2500738393	0.2355872891	0.2224239425	0.2027121332	0.1772090902	0.1356891438	0.08032089545	0.01045640668	-0.06997816009	-0.1658016528	-0.2766945788	-0.409555003	-0.5596426274	-0.7636294752	-0.97480354	-1.196818706	-1.41487455	-1.602720128	-1.750192721	-1.84787958	-1.895446103	-1.923610464	-1.935513861	
175081	-0.692758918	-0.6157798663	-0.5556850241	-0.4945808637	-0.4309449385	-0.3842905521	-0.3356531906	-0.2915995132	-0.2627916064	-0.2282953616	-0.1990698205	-0.1773536561	-0.1587752182	-0.1299759459	-0.1142206451	-0.09432516185	-0.08193203557	-0.0707307191	-0.05522145077	-0.04256688023	-0.03081524282	-0.02639057952	-0.0150516869	-0.005830697129	0.004520559137	0.0113646176	0.02000384442	0.01994614408	0.03128317126	0.03924686998	0.03853960791	0.0463501251	0.05175639898	0.05342530189	0.0594738395	0.06697361277	0.05735007283	0.06058965808	0.06518064468	0.06371183304	0.07091734735	0.06747432654	0.07033307209	0.07769212915	0.08095357826	0.08840522943	0.09370859194	0.09059461754	0.09408178912	0.09674380366	0.09512660065	0.08245991456	0.1049814356	0.09767869066	0.09278756874	0.09552091084	0.1003460136	0.1003119051	0.08998729974	0.1124678485	0.1019343334	0.09203461769	0.0994063174	0.08327723436	0.0914416188	0.08327927676	0.08737945145	0.0731921907	0.06439815418	0.05532805464	0.0542594719	0.0429713067	0.0733470158	0.02696241546	0.04094370014	0.08224788466	0.08890734843	0.09861746157	0.1308493707	0.124040947	0.1418813007	0.1160510284	0.1439331755	1.531411323	1.880475603	1.446935346	0.9289010392	0.6057536129	0.3806180067	0.2597067406	0.2320185005	0.2899160412	0.3785328131	0.4681272684	0.5228521842	0.5342611588	0.5325479609	0.5407928873	0.5710488828	0.6056492509	0.6490012239	0.6927727376	0.6819775437	0.641065874	0.6057537407	0.5714313007	0.5463187683	0.5340360821	0.539197784	0.5529254035	0.570627692	0.582104095	0.5795766043	0.5778707141	0.5783782875	0.581980238	0.5891576877	0.6002449991	0.6105140758	0.5872405719	0.5938314264	0.5973374069	0.5781476051	0.5498110375	0.5166797674	0.4811561104	0.444820507	0.4134499918	0.3948384166	0.3867046568	0.3864095344	0.3849027845	0.3784639234	0.3745563477	0.3700635865	0.3714588177	0.3631203358	0.3609360043	0.3551225249	0.3333698691	0.3075679869	0.2899975866	0.269244358	0.2503626273	0.2353898186	0.223370813	0.2014881895	0.1770379957	0.1361424828	0.07958520897	0.01049490065	-0.0694555563	-0.1658242188	-0.2757826282	-0.4090882629	-0.5589947131	-0.7619183051	-0.9741734092	-1.195804183	-1.414534905	-1.601582005	-1.747530091	-1.847603438	-1.895731865	-1.921267	-1.936182134	
