Compass Release Candidate 1
ACS Meter																																																																														
53000011		; Serial number																																																																												
1319013	2.585413843	2.693471249	2.789273032	2.868639277	2.95657979	3.015813422	3.075231839	3.124190068	3.15127398	3.184934045	3.212974375	3.225827016	3.234267102	3.269140393	3.273497989	3.287134114	3.289039808	3.290420106	3.297971934	3.305786255	3.318381736	3.308741676	3.312626116	3.320373903	3.337545904	3.342630744	3.361655303	3.374143114	3.410582962	3.450965801	3.465681577	3.496994244	3.528736583	3.546879199	3.571467514	3.6056205	3.481414373	3.464907896	3.437790245	3.400705847	3.381550994	3.348697265	3.302336903	3.273084076	3.248967368	3.222009375	3.222805533	3.209594458	3.222770242	3.234675852	3.252237444	3.227693832	3.283432283	3.282510626	3.28029137	3.272881214	3.296714972	3.291231426	3.282152586	3.333170261	3.31180859	3.287980758	3.285912107	3.236551164	3.204926627	3.148755897	3.074883066	2.942003795	2.807063504	2.656936849	2.505337868	2.311883462	2.153428236	1.860706642	1.636576528	1.465288981	1.294159449	1.141279564	1.072211013	0.9734998592	0.9581903097	0.8968131931	0.9438401085	1.52430826	1.468398591	1.389990972	1.33272833	1.280630223	1.256502719	1.227155578	1.199208108	1.170231549	1.141888009	1.125496115	1.093430642	1.068200573	1.051823103	1.033896671	1.01388196	0.9978363332	0.9816734938	0.9664089626	0.9492346739	0.9368900781	0.9251513421	0.9077427703	0.8942322533	0.8806582867	0.8690609356	0.8582025399	0.8473814081	0.8375380224	0.82464855	0.8171097651	0.8080835192	0.8003054636	0.7918041401	0.7852748786	0.7769051797	0.7746673272	0.7636350956	0.7546058266	0.7459323887	0.7380608356	0.7292710976	0.7202632153	0.7133395689	0.7089794325	0.7076240228	0.7080827081	0.7071722232	0.7059072848	0.7027880799	0.6998443239	0.6976839957	0.6949998533	0.6894442078	0.6874980067	0.6848613943	0.6847716473	0.688016828	0.693453047	0.6989139541	0.6979352363	0.6929338727	0.6830141178	0.6668365758	0.6526332571	0.6365775543	0.6213881323	0.6065885652	0.5934183378	0.5788834324	0.5680807244	0.5544425335	0.5379399213	0.5277689182	0.5162261558	0.5116097332	0.5181584155	0.527055277	0.5379352664	0.5512112086	0.5628837842	0.5723238891	0.5773652607	
1319262	2.428078369	2.517225162	2.597526942	2.664825552	2.746648978	2.815878938	2.880475749	2.948123687	2.995071794	3.05720904	3.122016212	3.170332426	3.213277762	3.290401993	3.336510169	3.383715516	3.416403592	3.445321337	3.473745356	3.49521596	3.522855179	3.517587382	3.521693299	3.520442989	3.526805829	3.511208973	3.505896669	3.489967584	3.496959695	3.50097654	3.478884492	3.471442683	3.465407223	3.44624698	3.436598845	3.442488915	3.535359938	3.554071164	3.55814203	3.548785444	3.552693831	3.536664527	3.502343569	3.477689991	3.454347981	3.421934818	3.413020695	3.382031506	3.373815153	3.358492115	3.345605285	3.284391286	3.303170523	3.263842539	3.223710507	3.180378612	3.168586929	3.132999516	3.097872244	3.127601682	3.094626974	3.066944428	3.06489813	3.026484881	3.012557053	2.976700451	2.933195559	2.835873746	2.738414089	2.626072151	2.514256811	2.362372057	2.240999894	1.979785682	1.789254713	1.643670064	1.489983238	1.352944683	1.29091429	1.192835541	1.16929676	1.09158042	1.120044465	1.533117514	1.457795682	1.400530999	1.337698963	1.303952991	1.264608982	1.234050352	1.205702408	1.17534448	1.159707641	1.126120669	1.105691383	1.077908709	1.057740136	1.041428222	1.024468241	1.005402484	0.9912375315	0.9733440233	0.9594946754	0.9462295982	0.9298361023	0.9180699947	0.9032139791	0.8884688766	0.8773266733	0.8654523869	0.8558345936	0.8450339714	0.8331699216	0.8254067275	0.8171114471	0.8084927778	0.8011787678	0.7938433089	0.7858522111	0.7810604518	0.7686741399	0.7599216067	0.7510345956	0.7431978319	0.7342632271	0.7256740285	0.7180685178	0.7136262321	0.71237051	0.7129508782	0.7124591079	0.7100365803	0.7083465497	0.7046225839	0.70243221	0.700473535	0.6947996385	0.69238	0.6895864419	0.6899419319	0.6939093553	0.6996005376	0.7036491769	0.7030391162	0.6989820601	0.6888669324	0.6722482837	0.6584086467	0.6420102384	0.6276952736	0.6133399824	0.6008693216	0.5858672721	0.5740138467	0.5612464143	0.5430790981	0.5333935206	0.5240872894	0.5151562441	0.5236697248	0.5340123506	0.5428196578	0.5588019463	0.5673940985	0.5756028947	0.5835986281	
1319512	2.627240458	2.695947065	2.789273046	2.837008056	2.898248611	2.943719024	2.99082065	3.027422474	3.043394849	3.07170549	3.09706297	3.11265365	3.117590625	3.16010571	3.172177623	3.195806478	3.210725754	3.227843714	3.250372779	3.280395608	3.315968575	3.332159808	3.359783207	3.39063988	3.42776365	3.450951366	3.48293666	3.504878241	3.548327541	3.586517971	3.596087555	3.616919382	3.634204809	3.629926897	3.632333532	3.642985443	3.381983351	3.375354563	3.360579394	3.337747519	3.334816042	3.321427477	3.295657369	3.288875858	3.288024987	3.283434611	3.305862794	3.309785718	3.337421202	3.359664742	3.384716489	3.359056353	3.412489206	3.402888279	3.388332255	3.364916037	3.370571037	3.343725044	3.312242483	3.3411147	3.296819359	3.251879469	3.229053177	3.163142023	3.118495894	3.049544978	2.970047855	2.834047928	2.698005934	2.548778043	2.400241514	2.212618897	2.062170154	1.779898596	1.570231127	1.415092296	1.262832497	1.12911527	1.083240388	1.008027866	1.01465575	0.9728237302	1.039664993	1.552835953	1.443400983	1.386374378	1.342637386	1.290203428	1.261022108	1.230969505	1.205116673	1.172557128	1.148761791	1.120089262	1.098758637	1.074809496	1.053473433	1.036409659	1.020053532	1.004241116	0.9856769284	0.9690326334	0.9540128311	0.9405248987	0.9265396744	0.9125900569	0.8981663567	0.8838032651	0.8734268582	0.8618274823	0.8511790505	0.8406796859	0.8283426489	0.8191464038	0.8125968706	0.8033191728	0.7963140583	0.7884373627	0.7812206164	0.7832783142	0.7707423392	0.7620882365	0.7538154784	0.7448587633	0.7360365403	0.7271699746	0.7199596496	0.7158560911	0.7145753141	0.7151153828	0.7132921581	0.7121304235	0.7095282158	0.7061682029	0.7045163728	0.7009489061	0.6956776504	0.6928227624	0.6904216701	0.6899024588	0.6931456574	0.6986549822	0.7038383589	0.7026686527	0.6987810871	0.6868942784	0.6718147357	0.6579539844	0.6418452726	0.6263905651	0.6128266138	0.5994282987	0.5837328237	0.5726981998	0.5605342126	0.5430387586	0.5320475522	0.5208744782	0.5161260694	0.5235405826	0.5302062781	0.5413687188	0.5564565921	0.5671370924	0.5720569017	0.5826655246	
1319763	2.433793898	2.544185567	2.652684496	2.743797601	2.845676045	2.932305057	3.019894369	3.092635546	3.14715183	3.209013814	3.261769353	3.299233237	3.325613712	3.380724578	3.396027367	3.420338814	3.424284723	3.426726692	3.429805401	3.43025088	3.435025194	3.415015124	3.405126265	3.394791467	3.393054769	3.377162956	3.372943978	3.360540445	3.371566759	3.385492191	3.377398192	3.387692273	3.402303003	3.406810516	3.422904751	3.456169193	3.577140969	3.570733861	3.548981165	3.515896678	3.498359553	3.462071349	3.411306088	3.373751339	3.339016456	3.29898459	3.28479575	3.25303155	3.245813277	3.235388782	3.228845716	3.180656291	3.213840218	3.193047694	3.172771417	3.1522422	3.164658997	3.154427534	3.14457953	3.199028685	3.188232805	3.178600161	3.194514181	3.166201394	3.159064011	3.127314984	3.079672239	2.970233316	2.857871264	2.72754238	2.596019127	2.417983795	2.270854585	1.98585483	1.766760335	1.597782792	1.425738704	1.269120546	1.191948521	1.081952201	1.051052533	0.9683228131	0.9959850152	1.529780323	1.468417177	1.390003888	1.32955388	1.295577791	1.256505831	1.218824889	1.205113644	1.166986507	1.145965396	1.119779879	1.093432723	1.069648817	1.048871576	1.032437074	1.015070916	0.9998789064	0.9836001908	0.9672836429	0.9532144821	0.9382713252	0.9245440597	0.9113869652	0.8976149366	0.8837740793	0.8714906516	0.8600157913	0.8486480576	0.8395111262	0.8291041552	0.8194990665	0.8122968697	0.802099587	0.7961000335	0.7879613363	0.7807287441	0.7761350697	0.7642912001	0.7561805023	0.7465531893	0.7391059711	0.7298688295	0.721372221	0.7138915583	0.7099245754	0.7091142042	0.7093520187	0.708608208	0.706035544	0.7038961351	0.7010681467	0.6987705652	0.6961758075	0.6906496602	0.6883828349	0.6860866749	0.6852668846	0.6886208682	0.69402998	0.6988960879	0.6983282019	0.693779918	0.6834293154	0.6677278573	0.6533906217	0.6374820027	0.6218199915	0.6085496571	0.595143916	0.5795054736	0.5684184553	0.5551612177	0.5387483423	0.5289986963	0.5170575098	0.5106426994	0.5192286388	0.526896349	0.5377415656	0.5517672495	0.5612199412	0.5702799556	0.5785958076	
1320012	2.538149348	2.610387336	2.67605891	2.742506469	2.800988804	2.845806832	2.89521682	2.935388101	2.961071272	2.994699304	3.030433649	3.059496821	3.087254922	3.148916745	3.183443742	3.232303296	3.2689692	3.306214512	3.347969291	3.392669995	3.440492496	3.459849314	3.490782782	3.516684027	3.544694702	3.555351993	3.570810881	3.57265607	3.594324026	3.608619459	3.594326784	3.591744158	3.586616834	3.566927728	3.554580104	3.554338003	3.395730889	3.414026798	3.424038258	3.425356116	3.443251144	3.445168136	3.43253691	3.431481721	3.432662317	3.423880349	3.436985642	3.426358141	3.436433729	3.435946651	3.435585413	3.382449066	3.40852977	3.372542539	3.33437987	3.289890465	3.276340381	3.235325161	3.193041493	3.212827594	3.165716954	3.121836837	3.102033453	3.040768312	3.005273074	2.945160422	2.877004794	2.75834266	2.639937829	2.511012725	2.386144125	2.221975857	2.095756279	1.838021768	1.651466791	1.51594921	1.378963221	1.259194914	1.223139787	1.151137766	1.151849741	1.101673234	1.157489504	1.529805103	1.468435762	1.378164942	1.344245172	1.292583448	1.261021071	1.224074945	1.203038664	1.175342747	1.146722911	1.11978187	1.09715055	1.074602707	1.051994978	1.035224059	1.017561392	1.001038542	0.9846386297	0.9690321624	0.9547145775	0.939761404	0.927231623	0.9125895362	0.8986864902	0.8843251161	0.8710202449	0.8613741757	0.8511812642	0.8402902273	0.8290973104	0.8205231022	0.8132509577	0.8042351238	0.7963276867	0.789001224	0.7817257309	0.7798044441	0.7677374187	0.7587691157	0.7512460951	0.7419643153	0.7334664825	0.7248668397	0.7170740393	0.7130524503	0.7118070747	0.7122037063	0.711037688	0.7093424161	0.7071315245	0.7036180585	0.7012616804	0.6985446446	0.6930592835	0.6909767672	0.6885357578	0.6877331473	0.6913356507	0.6971548067	0.7019779759	0.7008681228	0.6969584651	0.6850820514	0.6703000656	0.6561385207	0.6398898533	0.6254091518	0.6108889225	0.5980063387	0.583139711	0.5727083543	0.5580319021	0.5414452244	0.5312548797	0.5185531192	0.5136510764	0.5211504623	0.5307024442	0.5413673176	0.5545702905	0.5651416761	0.5729412746	0.5808014309	
1320262	2.577309673	2.677342176	2.783464153	2.86583447	2.956580106	3.02133102	3.088356958	3.139569394	3.167215926	3.201912274	3.23066018	3.244571692	3.247570541	3.288958156	3.288833438	3.300908787	3.298158009	3.298770773	3.302574709	3.307163701	3.317880984	3.308503818	3.311406359	3.316205387	3.33075891	3.332885717	3.351536881	3.361455246	3.39707865	3.436628598	3.452734561	3.486211391	3.520726663	3.540824861	3.567483766	3.604658939	3.480554735	3.466309029	3.440260403	3.403736394	3.384071548	3.350134568	3.30233709	3.271487117	3.245141406	3.217186001	3.217287569	3.202626316	3.215243066	3.226483825	3.243111554	3.21823526	3.274546639	3.274163123	3.273181244	3.266577804	3.291421232	3.286200951	3.279176351	3.33136531	3.311919051	3.290591966	3.290621131	3.242468453	3.211316564	3.155469571	3.082215016	2.948159057	2.812170595	2.662079408	2.51059506	2.317746975	2.159263622	1.867497211	1.647108462	1.476642978	1.304250741	1.152343168	1.083502164	0.9838096025	0.9664901109	0.9023206357	0.9485664486	1.515554195	1.450564534	1.384073737	1.331137371	1.299761283	1.260089592	1.222624625	1.199789441	1.172551929	1.141513617	1.121889926	1.095288777	1.069851189	1.049205833	1.037590776	1.015069692	1.003078455	0.9845623635	0.9672827008	0.9531666906	0.9397589692	0.9238786713	0.9113859237	0.8959229962	0.8827289398	0.8705314335	0.8600148214	0.8482253653	0.8395043037	0.8261249116	0.8191849169	0.8109631652	0.8030542696	0.7946436833	0.7868618517	0.7789586978	0.7785948294	0.7665696869	0.7570245533	0.7484635179	0.7409526793	0.7322706207	0.7236717444	0.715748174	0.7119506181	0.7103298135	0.7109474005	0.7103623904	0.7088349957	0.7059467072	0.7023757566	0.7007668789	0.6980831853	0.6920049387	0.6901088598	0.6878322771	0.6874325635	0.6913117087	0.6964107525	0.7012137934	0.7005154445	0.6955543894	0.6854670128	0.6694789134	0.655202283	0.6394337937	0.6241490447	0.6097932019	0.5968458745	0.581950654	0.5697293434	0.5569426999	0.5395897893	0.5294700196	0.5184212015	0.5136447957	0.5216132907	0.5282150345	0.5399112986	0.5522212646	0.5634649729	0.5723253541	0.5798631263	
1320512	2.431839096	2.52819885	2.596117893	2.666046768	2.747462544	2.807055062	2.87442262	2.935872445	2.987513536	3.040189894	3.104191234	3.155694339	3.200040276	3.278362446	3.326928964	3.37587005	3.410732568	3.441735367	3.474292454	3.500368819	3.528904524	3.525355522	3.53188273	3.533145604	3.540242865	3.526123313	3.520407452	3.502899219	3.508830479	3.512160745	3.489436597	3.481557756	3.473415904	3.452860588	3.441573167	3.444675528	3.525863231	3.547978004	3.556251616	3.550384216	3.556558532	3.543045585	3.512326814	3.490562666	3.469586981	3.436676867	3.426638715	3.393954793	3.383427995	3.365043375	3.349159582	3.285690849	3.302683691	3.261504148	3.219414547	3.175536228	3.163185592	3.127804803	3.093331231	3.123074558	3.091344731	3.0636989	3.061302211	3.023234073	3.01020416	2.974006414	2.93052772	2.833368249	2.736006494	2.627332139	2.514274823	2.36218408	2.241501484	1.983863921	1.791732568	1.646576871	1.496412905	1.358428926	1.300925993	1.204646586	1.178515602	1.103486294	1.133764774	1.567097677	1.479085701	1.406422405	1.339283238	1.305148489	1.269118942	1.24550362	1.218109704	1.188821978	1.158437184	1.132150422	1.106451575	1.084730313	1.062521917	1.044358406	1.028151315	1.010839317	0.9951711702	0.9820333016	0.9635262939	0.9499791062	0.9364874346	0.9211470092	0.9083085865	0.8942292091	0.8812159036	0.869987628	0.8596304103	0.8505638545	0.8379665377	0.8291483021	0.8219373734	0.8123968996	0.8053821627	0.7978529538	0.790075601	0.7888788703	0.7762449808	0.7673905695	0.7584941541	0.7504094345	0.7412287452	0.732003073	0.7248791541	0.7207346739	0.7191248586	0.7194017671	0.7184912496	0.7166499391	0.7141960626	0.7102141052	0.7080570244	0.705772742	0.699288541	0.6975458957	0.6950421792	0.6941794247	0.6978866043	0.7031302739	0.7084575015	0.7073737424	0.7032214317	0.6921647577	0.6759682075	0.6624886798	0.645437867	0.6312065685	0.6165194212	0.603421598	0.5886258832	0.5766360448	0.5644576167	0.546199452	0.5367486146	0.5250958157	0.5197497416	0.5268617749	0.5340027092	0.5467625801	0.5595739505	0.5698894594	0.5788616041	0.5857900877	
1320763	2.630996637	2.715254044	2.787668024	2.852217908	2.909499433	2.955617921	3.002255634	3.03494861	3.053000293	3.076642697	3.101813289	3.110264521	3.11589013	3.151149947	3.161344529	3.182911138	3.193939408	3.208566361	3.231320027	3.25774769	3.291281329	3.305065295	3.332056924	3.363354311	3.402840448	3.428375665	3.464171262	3.489101789	3.53609544	3.579714042	3.593206583	3.617824261	3.638248134	3.639331577	3.645490112	3.660366195	3.36508116	3.358342737	3.344277134	3.32295739	3.321537325	3.309814567	3.285443661	3.279016892	3.279560904	3.275680292	3.29931339	3.304685713	3.334357526	3.358272394	3.384623608	3.360641439	3.4158052	3.40641677	3.393167526	3.369619779	3.375132293	3.347426542	3.314831219	3.342548201	3.29790176	3.253393333	3.230523151	3.16418866	3.116618811	3.046770862	2.964963087	2.827303688	2.691512101	2.541853854	2.391399028	2.205085291	2.055603207	1.775423081	1.567413133	1.417320457	1.265345853	1.135836572	1.091259941	1.016150894	1.020007109	0.9765167668	1.042764434	1.515479839	1.482685952	1.38176819	1.344204569	1.290182437	1.261006544	1.230233098	1.205105313	1.172544128	1.148751833	1.12399644	1.096889927	1.074591631	1.052156357	1.035215794	1.018627656	1.002191611	0.9865597816	0.9689663335	0.9532082939	0.9397181371	0.928468475	0.9120124344	0.8975811284	0.8842997076	0.8724650045	0.860914615	0.8507531286	0.8406830171	0.828368854	0.820213121	0.8122911626	0.8042798422	0.796052539	0.7890235622	0.7804700179	0.7776441361	0.7661229032	0.7574952153	0.7485114813	0.7403150355	0.7316867308	0.7229615541	0.7144369731	0.7108625548	0.7098376292	0.7100325685	0.7091281177	0.7078211587	0.705288659	0.7017563263	0.6997612155	0.6969023736	0.6912124214	0.689084258	0.6864265472	0.6858289885	0.6899946304	0.6952084428	0.6997276874	0.6992047845	0.695433892	0.684060571	0.6686543141	0.6540856418	0.6382600969	0.6229337355	0.6093394202	0.596324952	0.5819541352	0.5700649278	0.5569274847	0.5398568276	0.529776566	0.5175821679	0.51273384	0.5202800277	0.5291976608	0.5395022751	0.554093353	0.563196581	0.5723662006	0.5789191847	
1321012	2.43002735	2.550657795	2.651220714	2.744723149	2.837630282	2.920475667	3.006527914	3.07740598	3.135826524	3.191315431	3.24087032	3.283473898	3.306208074	3.364186307	3.383682952	3.407907943	3.415113995	3.419244146	3.424430121	3.429131886	3.436341449	3.419022661	3.410566539	3.403081093	3.401754199	3.385695389	3.379753698	3.365543993	3.376958263	3.390879728	3.382615217	3.392174255	3.404783399	3.407782156	3.422435348	3.453456373	3.584907468	3.580084255	3.561193912	3.528488666	3.510675992	3.47525236	3.423995191	3.385939192	3.350951951	3.309487952	3.293681782	3.259328349	3.249641111	3.236604229	3.228181683	3.176645592	3.207951437	3.185512195	3.1655805	3.144291259	3.156554067	3.146847116	3.137425492	3.192886727	3.18243526	3.174405258	3.19107034	3.164245384	3.159194134	3.128761879	3.082441957	2.973712836	2.861692534	2.733180212	2.599872286	2.422758169	2.275847387	1.991404099	1.77428103	1.604408452	1.430193267	1.273950129	1.197201049	1.088293004	1.056319423	0.9731310695	1.001433323	1.547310601	1.45059551	1.39592959	1.345860495	1.300969195	1.261021071	1.237864587	1.201873111	1.175342747	1.153215955	1.121585703	1.09715055	1.074602707	1.054781588	1.037593727	1.019824758	1.00716501	0.9865658762	0.9708396726	0.9571507912	0.9426308761	0.92983489	0.9138527662	0.9004216189	0.8869190472	0.8758613332	0.8640918748	0.8537171576	0.843058479	0.8301969973	0.8232888598	0.8145254573	0.8063695426	0.7991696367	0.7917181652	0.7830216457	0.7800808212	0.767754137	0.7590235112	0.7503609848	0.7423925949	0.7332675814	0.7244971247	0.7178944259	0.7132842395	0.711866636	0.7127559195	0.711067772	0.7099083071	0.7076925212	0.7045335096	0.7023292996	0.6991088858	0.6941467549	0.691897501	0.6890985556	0.6886979915	0.6916974125	0.6977888252	0.7027988724	0.7007152689	0.6974458673	0.686663381	0.6701562565	0.6571198008	0.6407033182	0.626258354	0.6120462462	0.5988775227	0.5843910108	0.5727027002	0.5590804511	0.5433916898	0.5332726704	0.5202706372	0.515153732	0.5226865991	0.5298778302	0.5424193955	0.5552162111	0.5671355721	0.5762084692	0.5814364019	
1321262	2.544027379	2.621483254	2.688372927	2.741215916	2.802895836	2.848449713	2.896654893	2.933834288	2.954117363	2.98762679	3.023162242	3.05107701	3.072035007	3.133981097	3.168896869	3.219476128	3.256967456	3.296206877	3.341020031	3.383941643	3.433639593	3.453982226	3.484006714	3.508243874	3.538914128	3.548007601	3.565633353	3.568075378	3.59048447	3.606966911	3.595382221	3.593504334	3.591330414	3.572533886	3.561143236	3.561950676	3.392765659	3.412481104	3.423934018	3.425455388	3.444556813	3.448281174	3.435611812	3.434439138	3.434711672	3.42548944	3.438451785	3.428601259	3.439526285	3.440758789	3.442183001	3.39010188	3.41726891	3.382369296	3.344178577	3.298467982	3.283659684	3.240776207	3.195604928	3.213141233	3.162894387	3.115355525	3.094174302	3.032992012	2.9958188	2.935682307	2.869802035	2.753952691	2.638670517	2.512419796	2.388159573	2.229133608	2.105790716	1.850075437	1.664772191	1.529300478	1.391419798	1.27328709	1.231864388	1.156537224	1.156923799	1.10563917	1.157857068	1.544065367	1.486291566	1.417017258	1.344245172	1.317174484	1.29082683	1.249331389	1.22728684	1.194420717	1.168143358	1.144872353	1.109925936	1.09259752	1.068282249	1.04967168	1.034114741	1.016882805	1.00097185	0.9812833205	0.9698176534	0.955694361	0.9417925543	0.9236654435	0.9122688786	0.8984219005	0.8851285388	0.8740725991	0.863442835	0.853331784	0.842048804	0.8329665048	0.825463972	0.8159976205	0.8087861098	0.801308926	0.7928663888	0.7856954822	0.7737482095	0.7647647283	0.7554824015	0.7479597516	0.7388405534	0.7304902144	0.7235871145	0.7194497194	0.718440179	0.7179691158	0.7174094246	0.7158011111	0.7135452246	0.7103148403	0.7079580641	0.7054699028	0.699863874	0.6978342904	0.694890369	0.6943803151	0.6978909571	0.7037098181	0.7085421268	0.7073992276	0.7032693335	0.6926052523	0.6773907683	0.6627690257	0.6476371924	0.6330424883	0.6184625021	0.6066301114	0.590766384	0.5802814094	0.5662444183	0.5504972281	0.5401593807	0.5278385807	0.5230438491	0.5313953502	0.5391416887	0.5478943792	0.5645948789	0.5743997611	0.5812018614	0.5898250803	
1321512	2.549914062	2.667454413	2.768275621	2.860004904	2.94712169	3.01195642	3.073796767	3.130994959	3.158510895	3.192715113	3.221229875	3.243188786	3.252608508	3.291078118	3.30043555	3.316716379	3.319780221	3.321732175	3.327382146	3.332445214	3.341572387	3.330952033	3.328282345	3.329981689	3.341288309	3.342351608	3.356725209	3.36237563	3.394688472	3.431327052	3.443328107	3.473209013	3.504757904	3.52341039	3.550484592	3.588717468	3.509918258	3.493613841	3.466303409	3.428405966	3.406347998	3.369964455	3.320129062	3.285455226	3.256669591	3.225510072	3.220955065	3.202082191	3.209608115	3.216344438	3.228569073	3.198863757	3.251542173	3.248216835	3.245760022	3.239033427	3.264249692	3.260706724	3.254997372	3.308290069	3.291516134	3.274518539	3.278640707	3.234994499	3.210195191	3.158588073	3.090447782	2.960877793	2.828872045	2.681476308	2.53196093	2.339671788	2.180653241	1.888064346	1.664017105	1.489732942	1.314134	1.159023993	1.08557523	0.9838107652	0.9630026643	0.8944584505	0.9378395093	1.501436189	1.46124798	1.384095262	1.337693164	1.286011352	1.264606907	1.224074945	1.193886419	1.169771716	1.148382118	1.116171762	1.09715055	1.06861234	1.050517601	1.033761815	1.01529809	0.9970452609	0.9817494999	0.9680994712	0.9508288224	0.9368929999	0.924573374	0.9089465248	0.8975736495	0.8812006654	0.8714970045	0.8586583218	0.8490712257	0.8379058363	0.8268654701	0.8177692294	0.8106562938	0.8015123673	0.793769869	0.7868494313	0.7792140716	0.7792674533	0.7663087336	0.7581263372	0.7499884189	0.7415360338	0.732653692	0.7237077554	0.716538873	0.7121235787	0.710909704	0.7120393946	0.7105259182	0.7093424161	0.7071633582	0.7032287262	0.7016345886	0.6989208142	0.6932312859	0.6909578979	0.688205386	0.6877331473	0.6911351846	0.6969897633	0.7015776873	0.7002400707	0.6959369386	0.6861135907	0.6703241866	0.6556354393	0.6411299147	0.6243085878	0.610911164	0.5977222175	0.5825071999	0.5713772208	0.5580269123	0.5415229675	0.5299109276	0.5202706372	0.5131195502	0.5220026103	0.5287194647	0.5413673176	0.5535606961	0.5648866228	0.5723326782	0.5813938173	
1321763	2.431839096	2.523439778	2.589502853	2.659168004	2.736577741	2.795919274	2.864356515	2.919103032	2.965367967	3.020997788	3.079075732	3.129272849	3.175989493	3.255347423	3.30236938	3.358428607	3.400059464	3.432435092	3.465980099	3.494687025	3.524781395	3.525709928	3.53305369	3.538410387	3.546614398	3.537048927	3.535098161	3.520274877	3.527560236	3.53068516	3.508991774	3.500433	3.489852436	3.468263955	3.454032395	3.453463833	3.504585134	3.530540292	3.543126963	3.542050837	3.553151253	3.545026923	3.518758641	3.501297031	3.484708273	3.455605387	3.449549065	3.418019471	3.40962136	3.392908123	3.378325017	3.315555645	3.33213478	3.289535524	3.246120593	3.197738234	3.180907832	3.139312899	3.097960539	3.12150461	3.082118889	3.047956205	3.040319706	2.997780156	2.979306335	2.940812472	2.895514407	2.798884544	2.701776658	2.592075681	2.481599866	2.331520104	2.215367454	1.960917313	1.775850389	1.636369276	1.4933288	1.363481377	1.310288643	1.221239489	1.203480137	1.133905295	1.166369081	1.555115578	1.479085701	1.402809476	1.347465978	1.311758427	1.266466381	1.238600877	1.206282949	1.184184296	1.158822475	1.130971526	1.106196338	1.079972662	1.059387409	1.043173396	1.025885472	1.008699708	0.991461634	0.976901243	0.9603358651	0.9456114988	0.9325792271	0.9169283161	0.9043698217	0.8910994901	0.8792742247	0.8677174099	0.8549777407	0.8466105037	0.8353769422	0.8267335721	0.8189940949	0.8093554704	0.8031024171	0.7951329491	0.7877804484	0.7786267411	0.7663735902	0.7576843472	0.748481094	0.7405244735	0.732071779	0.7227395443	0.7155752324	0.7110374815	0.7101773303	0.7102162672	0.7091184126	0.7074499542	0.704904615	0.7012033692	0.6990219661	0.6964971022	0.6908013882	0.6890722322	0.6862596409	0.6863683091	0.6900653893	0.6943976903	0.7000334913	0.698500165	0.6947990044	0.6834734601	0.6690224796	0.6542954591	0.6384818094	0.6243518362	0.6095707992	0.5976793918	0.581634461	0.5710487632	0.5573103484	0.5403181973	0.5307353859	0.518070204	0.5122343418	0.5204194391	0.5306955573	0.5386608463	0.5535538192	0.5637197681	0.5726026989	0.5792280545	
1322012	2.631002891	2.70903539	2.785064727	2.844194146	2.904477877	2.953494756	2.992760892	3.032859423	3.04562655	3.071704392	3.096477666	3.113992064	3.124424109	3.166157049	3.181392831	3.206311862	3.218277385	3.235453225	3.256110224	3.283131902	3.315329079	3.328343061	3.35272746	3.381099636	3.416874242	3.439231048	3.470053282	3.49082697	3.533208978	3.571812257	3.582809722	3.604339054	3.622041176	3.622952079	3.629604605	3.644964374	3.401291586	3.394849672	3.380823787	3.356442329	3.351907313	3.333954574	3.303377868	3.290612551	3.283594736	3.273002332	3.28998865	3.289442033	3.313495006	3.333065747	3.355976445	3.329607564	3.383291404	3.375177361	3.362330176	3.340743714	3.349123058	3.3237651	3.295902456	3.327023759	3.287023035	3.246996906	3.228407281	3.166452562	3.125065265	3.058732798	2.980446447	2.846165251	2.713263797	2.566053859	2.41947802	2.234425749	2.08410467	1.802505078	1.593392553	1.436564662	1.279804342	1.143635599	1.095680655	1.014706274	1.014063376	0.9648152872	1.026767553	1.552802913	1.450576925	1.392287478	1.349177795	1.302168793	1.26553518	1.234048504	1.211607152	1.183237118	1.153978254	1.125807577	1.104335961	1.078319642	1.059045741	1.039196456	1.023505744	1.006468807	0.9893819312	0.9759660532	0.9595397803	0.9455374489	0.9312204932	0.9175198071	0.9037910544	0.890044492	0.8778261348	0.8663605781	0.8554055881	0.8462062441	0.8342607772	0.8260643621	0.8180404349	0.8090676638	0.801673857	0.7943460886	0.7867841923	0.7910718811	0.7783025252	0.7698007214	0.7608043543	0.752675063	0.744220292	0.7351346622	0.7271384834	0.7229250931	0.7218545558	0.7219013298	0.7212934034	0.7192394662	0.7165662938	0.7131261273	0.7107744989	0.7077531848	0.7019384049	0.6996253563	0.697652023	0.6964727582	0.6998431028	0.7055008482	0.710342339	0.7088984427	0.7047824005	0.6937524345	0.6776312008	0.6643079198	0.6470353461	0.6324186365	0.619464872	0.6057185202	0.5913307478	0.5789309846	0.5651993447	0.5497260508	0.538217586	0.5275486937	0.5219748344	0.530240461	0.5366531557	0.5486160626	0.5621528418	0.5715640425	0.5809182597	0.5888877473	
