Compass Release Candidate 1
ACS Meter																																																																														
53000011		; Serial number																																																																												
1406209	-0.2433634399	-0.1589016965	-0.09185060468	-0.03257956375	0.01582529722	0.05737761185	0.09352041982	0.1239149395	0.1472408765	0.1759686733	0.1905259012	0.208653507	0.2276652816	0.2448025249	0.2592756476	0.2708820007	0.278055794	0.2873821819	0.2946185186	0.3069000979	0.3067627099	0.3085837861	0.3089750627	0.3157921705	0.3124779174	0.3153775176	0.3157253014	0.3134658564	0.3234495121	0.3177902143	0.313252909	0.3159855255	0.3114537214	0.3108333496	0.3132772804	0.3067381132	0.3010289158	0.2922115632	0.2801264492	0.2678210216	0.2454254147	0.2157262959	0.184524887	0.1547647372	0.1299648898	0.1173016662	0.1075658928	0.09785026052	0.09231831856	0.08972773839	0.06852630119	0.06373978812	0.06968731102	0.0402782248	0.02424058277	0.009613060049	-0.008511044158	-0.02941056321	-0.03846229251	-0.03429057469	-0.06588834991	-0.0827435634	-0.106350182	-0.1461454979	-0.1853629292	-0.2451976653	-0.3060264846	-0.4078842504	-0.5126063149	-0.6419765251	-0.7995068468	-0.9585737682	-1.150173743	-1.39442885	-1.584422405	-1.771966939	-1.94960162	-2.068509935	-2.159784728	-2.21453482	-2.258497198	-2.282841831	-2.283645119	-0.1863062477	-0.1504381624	-0.1339413388	-0.1141467581	-0.1034030205	-0.0855610111	-0.07266004313	-0.06385055264	-0.05981614979	-0.04610762912	-0.03868271547	-0.02864150422	-0.02460975662	-0.02139754714	-0.01421073405	-0.009996355943	-0.004328396365	0.0004504497119	0.002842491932	0.005231709396	0.009216510875	0.01348639956	0.01514434	0.01738515927	0.01845317662	0.01978640353	0.02078782261	0.02327452938	0.0248480726	0.02435333968	0.02643170998	0.02841183733	0.03052829429	0.03205232974	0.03254943304	0.03424838375	0.03384176666	0.03443818988	0.03513812609	0.03510239343	0.03608974267	0.03737051629	0.03919154002	0.03946522849	0.0388570761	0.0378941016	0.03696661428	0.03738689504	0.03621794232	0.0365517938	0.03557123044	0.03663361073	0.03600621187	0.03549538566	0.03760939736	0.03739811822	0.03707577973	0.03646592058	0.03721959955	0.03664875549	0.03576458929	0.03750624232	0.03859764871	0.03861346813	0.03951072603	0.04143399768	0.04311168142	0.04445756849	0.04716900173	0.0523695443	0.05965049548	0.06541363551	0.07357468235	0.07857694131	0.08195537426	0.09055036371	0.09482487724	0.09149865506	0.08391119494	0.07869700736	0.07072763434	0.06375990808	0.05939035177	
1406459	-0.2347194179	-0.1589051688	-0.09236151162	-0.0325807408	0.01582142767	0.05827924397	0.09139014906	0.123911482	0.1455709935	0.1752179899	0.1930481073	0.2086497257	0.2264043372	0.2441619366	0.2593916537	0.2707734217	0.2785454005	0.2870202132	0.2957931528	0.3073685656	0.3062641581	0.3086540891	0.3099952384	0.3150831411	0.3126978727	0.3157003458	0.3151301789	0.3131182184	0.3242065245	0.3174551481	0.3128907229	0.3158965004	0.311252223	0.3099933712	0.3132751911	0.306573809	0.3011814777	0.2921744349	0.2803403384	0.2677849319	0.2454565623	0.2154142847	0.1840196361	0.1549260337	0.1297352954	0.1170103385	0.107627587	0.09803814957	0.09260201747	0.09016826918	0.06814576389	0.06373787542	0.06978343635	0.04021405708	0.02410342143	0.009991894187	-0.008124040613	-0.02922536762	-0.03853157861	-0.03444804711	-0.06600585588	-0.08281991703	-0.106805827	-0.1448041361	-0.1860423187	-0.2449588891	-0.3051849168	-0.4072381413	-0.5138471784	-0.6421223519	-0.7993917642	-0.9588282792	-1.150307528	-1.39584519	-1.583781956	-1.770778911	-1.951199468	-2.06885401	-2.159051768	-2.215059555	-2.258969335	-2.283121334	-2.284914149	-0.1790037956	-0.1504896436	-0.1292121648	-0.1055536972	-0.09647859888	-0.0826225765	-0.07266973907	-0.06167976991	-0.05338465675	-0.04065989784	-0.0420557768	-0.02884122219	-0.02579706156	-0.0203404944	-0.01310042398	-0.007256889689	-0.00171019174	0.0003157745544	0.002836739108	0.007130948648	0.009319705336	0.01287412467	0.016071269	0.01632942767	0.01885107001	0.02061996852	0.02208407408	0.02425829687	0.02407297903	0.02492865474	0.02737852565	0.0282188662	0.02961669388	0.0317183901	0.03394483987	0.0344464424	0.03414218441	0.03408696949	0.03564847142	0.0352710734	0.03630271752	0.03748115794	0.03886817222	0.03986297354	0.03955497796	0.03834356778	0.03691948097	0.03719324436	0.03662616346	0.03650338781	0.03593369496	0.03705492645	0.03647582632	0.03554544623	0.03769178483	0.03724280663	0.03791464056	0.03665972221	0.0371994542	0.03700229593	0.03591151671	0.03766965107	0.03853589738	0.03858835646	0.03936418476	0.0415756274	0.0427652855	0.0447437693	0.0472169286	0.05251726004	0.0601853536	0.0634328704	0.07389860655	0.078574352	0.08063906549	0.09091160893	0.09680275787	0.09107797899	0.08455888875	0.07854270653	0.06921432301	0.06436376381	0.06002523036	
1406710	-0.2399843815	-0.1582943007	-0.09235777018	-0.03461190414	0.01932835312	0.05585434002	0.09351983554	0.1229761953	0.1470314792	0.1774576425	0.1935549565	0.2086524267	0.2297648246	0.2454410059	0.260093511	0.2721603039	0.278155285	0.2882895598	0.2954592038	0.3065214349	0.306264631	0.3086547196	0.3102469661	0.3156834947	0.313264196	0.3151316831	0.316515052	0.3134653814	0.324535044	0.317932284	0.3135917253	0.3166057702	0.3113370089	0.3102914864	0.3138987118	0.3067752028	0.3014459612	0.2916103496	0.2806760395	0.2673180099	0.2451800158	0.215519149	0.1840216119	0.1546648329	0.129575253	0.1171084487	0.1079461098	0.09762837696	0.09241210791	0.09001038741	0.06827518174	0.06341603938	0.06978435069	0.04048191057	0.02380426572	0.009575484493	-0.00847319587	-0.02974295428	-0.03880758049	-0.03421957936	-0.06600575078	-0.0825924804	-0.1064989785	-0.1454483173	-0.185844217	-0.2456127835	-0.3054617792	-0.4073007802	-0.5128844209	-0.6418334348	-0.79865498	-0.9586199985	-1.151038481	-1.394566428	-1.583096777	-1.771139932	-1.950095194	-2.067924355	-2.159717194	-2.214410297	-2.258028634	-2.283835127	-2.284164073	-0.1711539232	-0.1696789786	-0.144604212	-0.1100189902	-0.09611210447	-0.08851334937	-0.07770695006	-0.0663062049	-0.0533789395	-0.04398900868	-0.03868485083	-0.030148424	-0.02461171123	-0.01893638863	-0.01325298791	-0.01014485686	-0.004056224247	-0.00123407557	0.002962390073	0.00523023819	0.009323520342	0.01298110717	0.01401601255	0.01729087528	0.01746830037	0.0189465026	0.02122018757	0.02344609738	0.02391786535	0.02522193593	0.02683988318	0.02873079329	0.03028816551	0.03102681871	0.03276173887	0.03404403618	0.03328502746	0.03470095978	0.03531592347	0.03505009541	0.03620702657	0.0377431424	0.03950889882	0.03970974712	0.03966924526	0.03793503917	0.03707186167	0.03667552964	0.03644416373	0.0366093324	0.03579622776	0.03714502103	0.03633633052	0.03544921962	0.03727004744	0.03729314606	0.03786107958	0.03666464073	0.0369636813	0.03653464197	0.03531549094	0.03716343889	0.03865006859	0.03748738354	0.0398215085	0.04196489456	0.04338904678	0.04421973472	0.04697202194	0.05257523839	0.05955586847	0.0641584907	0.07357198794	0.07975632017	0.08067350304	0.09095864636	0.09626163238	0.09178669	0.0832504245	0.08080681775	0.06879238545	0.06427808125	0.0612395399	
1406960	-0.2347267891	-0.1611013116	-0.09608761731	-0.03054859138	0.01721781246	0.05464221198	0.08793332067	0.1222741473	0.1466159363	0.1744736257	0.1937240055	0.205900579	0.2292058015	0.2460802761	0.2589261429	0.2713081446	0.2775649061	0.2875678072	0.2953728449	0.3069114636	0.3062648202	0.3084586867	0.3099968569	0.3149130629	0.3123170188	0.31513228	0.3150774334	0.3133314298	0.3244360932	0.3175043601	0.3135678821	0.3162406252	0.3108872495	0.3105224097	0.3132252271	0.3066138182	0.3015649633	0.2918318183	0.2809342135	0.2678210216	0.2455978833	0.2156560477	0.1844237198	0.1548292341	0.1302562355	0.1171729996	0.1079785525	0.09810340906	0.09222395557	0.09001100111	0.06833705063	0.06335435741	0.06972157143	0.0404823141	0.02434053405	0.009752217106	-0.008368864906	-0.02922461725	-0.03882056879	-0.03510149434	-0.06532906512	-0.0823559891	-0.1068345825	-0.1457404961	-0.1852760902	-0.2446338189	-0.3051588056	-0.407434752	-0.5142587538	-0.641061884	-0.798230569	-0.9593204718	-1.150522083	-1.395021648	-1.584370059	-1.770152633	-1.950152964	-2.069031259	-2.158554621	-2.213636953	-2.25836559	-2.283834879	-2.28468206	-0.1701634139	-0.1504381624	-0.1294518346	-0.1013919526	-0.09263265344	-0.0858927952	-0.0679077479	-0.05921957826	-0.05222241234	-0.04610762912	-0.03720914758	-0.02883312998	-0.02224778431	-0.01943772926	-0.01356476646	-0.01014312925	-0.0009194942627	0.0001931730149	0.003614916382	0.005713117075	0.01020218448	0.01298284319	0.01561024181	0.01763210653	0.01925930319	0.02108653657	0.02132921456	0.0241853797	0.02492351735	0.02573085333	0.02717545457	0.02859971251	0.0300354465	0.03227781524	0.03307270087	0.03485728899	0.03434186042	0.03390625589	0.03572788731	0.03492905692	0.03625777812	0.03758138109	0.0391454477	0.03982318089	0.03997878348	0.0378941016	0.03707337071	0.03719907075	0.0364458325	0.03642629582	0.03651113914	0.03696158162	0.03658295472	0.03555193471	0.0374183617	0.03788866375	0.03742347138	0.03688030024	0.037123255	0.03691002542	0.03598204559	0.0380699959	0.03872132069	0.0383874377	0.04004416266	0.04146576209	0.04331717807	0.04504774411	0.04741966756	0.0520995021	0.06005607951	0.06537651975	0.07429024586	0.08054748177	0.08243255841	0.09145248369	0.09530486764	0.09169256256	0.08522720087	0.07925742768	0.07088879855	0.06393371889	0.06105667132	
1407209	-0.2399917517	-0.1554847958	-0.09659182302	-0.03418482636	0.01722057595	0.05464449213	0.08926656082	0.1220421158	0.143909592	0.1737285179	0.1925482872	0.2094213915	0.2276662273	0.2455706973	0.2599776208	0.2703488667	0.2766838424	0.2888369152	0.2957068428	0.3068322945	0.3057520344	0.3089942553	0.3099305308	0.3154938831	0.3125400012	0.3152274754	0.3161773012	0.3138945332	0.3242603869	0.317838933	0.3131632059	0.3163915245	0.31192164	0.3105786456	0.3137067631	0.3065399468	0.3009942	0.2926632894	0.2804547766	0.267394791	0.2454270224	0.2155214145	0.1843245306	0.1550616256	0.12999865	0.1172392112	0.1077261577	0.09810544753	0.09251111194	0.0901719514	0.06817720905	0.06364479295	0.06995154765	0.04011838977	0.02474980418	0.009818145696	-0.008444371469	-0.02942285549	-0.03819982163	-0.03440370034	-0.06593317081	-0.08217573568	-0.1065479726	-0.1449372749	-0.1855588775	-0.2452876479	-0.3053145381	-0.4076609679	-0.5136412574	-0.6419750225	-0.7989233819	-0.9589860009	-1.14965665	-1.394244718	-1.584325504	-1.770978342	-1.949324333	-2.067922752	-2.158621672	-2.21550294	-2.258701345	-2.283834259	-2.282894904	-0.1862612647	-0.1568271006	-0.1341970629	-0.1144827143	-0.08948775003	-0.08555207966	-0.08082969336	-0.05948483732	-0.0576627826	-0.04420763017	-0.03867737762	-0.03033252487	-0.0246048706	-0.02262490433	-0.01228780522	-0.009845332958	-0.004186480831	-0.0003865294025	0.002725015448	0.006428348585	0.009875794198	0.01187749146	0.01392326383	0.01633853233	0.01796518197	0.01978991306	0.02141427284	0.02296499543	0.02516117653	0.02457404939	0.02724797945	0.02879129376	0.02962458796	0.03125742765	0.0321622023	0.03373196336	0.03415040636	0.03414896411	0.03519381388	0.03550336532	0.03631046027	0.03763249115	0.03867077862	0.03993869052	0.03916865982	0.03839490427	0.03737437496	0.03668135521	0.03622211383	0.03657407725	0.03567665763	0.03712352178	0.03577941877	0.03555656855	0.03767128038	0.03706091059	0.03763834938	0.03657766743	0.03687442698	0.03654180624	0.03565473127	0.03769453706	0.0380829714	0.03869301918	0.03967857453	0.04120453752	0.04404387085	0.04505331313	0.04611620596	0.05264557303	0.06040332541	0.06470072903	0.07427260277	0.07856938333	0.08154070512	0.09244175296	0.09688995219	0.09058753307	0.08338307933	0.07870463586	0.06955445103	0.0639423246	0.06041822692	
1407459	-0.2373596086	-0.1582923167	-0.09235477741	-0.02894150676	0.0172189179	0.05585616427	0.08899731048	0.1215712613	0.1466167559	0.174660574	0.1928833147	0.2100309716	0.2294847938	0.2448029704	0.2592759923	0.2726945582	0.2779562809	0.287475273	0.2957931717	0.3072902404	0.306400695	0.3089227199	0.3097948447	0.3159202513	0.3123567782	0.3158546059	0.3157259866	0.3135479062	0.3247915644	0.3169812703	0.3131624557	0.3170740929	0.3118209838	0.3104020887	0.3138355969	0.3065767221	0.3016939827	0.2921766859	0.2807885198	0.2676111265	0.2453926571	0.2158961902	0.1843593064	0.1550308423	0.1300631453	0.1173024185	0.1077884843	0.09804005828	0.09276101614	0.09035987946	0.06839892434	0.06380258153	0.07030639065	0.0401451949	0.02467691764	0.009854652519	-0.008521383704	-0.02891784479	-0.03797935176	-0.03433285855	-0.06522898784	-0.08237463154	-0.1064491096	-0.1454701611	-0.1852990014	-0.2444515095	-0.3057740559	-0.4067156246	-0.5136725142	-0.6406235769	-0.798653719	-0.9585382419	-1.15012484	-1.393926386	-1.583535772	-1.770514706	-1.950152329	-2.069438029	-2.15867378	-2.214084933	-2.258496416	-2.283120218	-2.282521165	-0.1867429542	-0.1567878163	-0.1398320199	-0.1144926122	-0.08949633028	-0.08522617073	-0.0783109844	-0.06602619193	-0.05576912891	-0.04398451952	-0.03699884803	-0.02902257902	-0.0247873032	-0.02033196314	-0.01213386922	-0.009128358793	-0.003268888374	0.001164876314	0.002844135387	0.005118062957	0.009326571959	0.01237838074	0.01504822992	0.01772636589	0.01885769072	0.02033443192	0.02105988394	0.02278971906	0.02376955011	0.02449953549	0.02704423808	0.02910956784	0.02992496928	0.03256580905	0.03249184995	0.03419279027	0.03375862053	0.03430753706	0.03513948793	0.03527706987	0.03679290081	0.03732408339	0.03919288084	0.03942197885	0.03940720761	0.03828352475	0.03696812324	0.03730532115	0.03636409618	0.0365712592	0.03571583846	0.03627926515	0.03644063584	0.03559809908	0.03727409105	0.0371609258	0.03772724348	0.03632706415	0.03685840396	0.03643924619	0.0354342867	0.03723277406	0.0386143964	0.0388029029	0.04038267855	0.04158531256	0.04298072443	0.04410735368	0.04692064235	0.05291207081	0.059514828	0.06441160644	0.07421979124	0.07898107431	0.08155024086	0.09194638114	0.09571905959	0.09230006977	0.08444949231	0.07855643978	0.07014032354	0.06358960076	0.05957979189	
1407710	-0.2332484931	-0.1617082004	-0.09235103692	-0.03300364268	0.01933332741	0.0610221333	0.09485380088	0.1248563728	0.1480775126	0.1785860382	0.1937267857	0.2078919569	0.2289261815	0.2465925932	0.2598608381	0.2712014647	0.2784480409	0.2885591246	0.2968814633	0.3081507204	0.3061144603	0.3097970489	0.3093623427	0.3162655243	0.312701433	0.3153796064	0.3158701888	0.3136548328	0.3249706566	0.3182920267	0.3135241703	0.3160070589	0.3123470852	0.31075489	0.3137073599	0.3068269418	0.3011855381	0.2921425565	0.2807476339	0.2674700552	0.2457781008	0.2157945599	0.1841915526	0.1551292915	0.1297079557	0.1173042993	0.1076630069	0.09804209663	0.09279477667	0.09026698812	0.06850038334	0.06364533929	0.06988340391	0.04047583082	0.02441398622	0.00954968886	-0.008613691809	-0.02913022212	-0.03817232871	-0.0340618129	-0.06560855884	-0.08310213761	-0.1066469306	-0.144989431	-0.1853614288	-0.245851125	-0.3058339989	-0.4076542245	-0.5126724763	-0.6410273005	-0.7992340317	-0.9589503891	-1.150388322	-1.393833472	-1.583096436	-1.771136679	-1.950861125	-2.068150502	-2.159168001	-2.214729598	-2.258362854	-2.283834011	-2.283412824	-0.1866979738	-0.1567510524	-0.1291393421	-0.1186104835	-0.08183384439	-0.08226847445	-0.07517321264	-0.06629532956	-0.04957358378	-0.04420538597	-0.04056726187	-0.02751162613	-0.02460291638	-0.01892785857	-0.01324578181	-0.006232266647	-0.004184547628	-0.001484268092	0.004392943387	0.00737076039	0.01107968998	0.01328728918	0.01505174977	0.01686529405	0.01828104671	0.02016808874	0.02244612265	0.02304486604	0.02485289755	0.02537279393	0.02758953218	0.02892529499	0.03053289858	0.03154546231	0.03292288875	0.03457018627	0.03326195204	0.03457517993	0.03496374092	0.03540280162	0.03604479055	0.0381231384	0.03956100769	0.03969415565	0.03967552459	0.03835398363	0.03756633721	0.03682922095	0.03618206938	0.0360630146	0.03637568888	0.03768144054	0.03640169117	0.03584879249	0.03733593949	0.03750805168	0.03788334076	0.03684026117	0.0367189156	0.03681773492	0.03615517603	0.03769653751	0.03892148066	0.03837684028	0.04013289743	0.04120668926	0.04338393794	0.04534958249	0.04712106547	0.05264796012	0.05981599857	0.06538546355	0.07353522215	0.07936770455	0.08327210788	0.09150241778	0.09641306207	0.09179958911	0.08536017985	0.07941185033	0.07030902867	0.06552585742	0.060607909	
1407960	-0.2373617143	-0.1560917097	-0.08761113478	-0.02936474886	0.01685979092	0.05859284416	0.09218980868	0.1248548913	0.1482845895	0.1759704386	0.1937255942	0.2094208515	0.2290661082	0.2451859682	0.2592763369	0.2700254869	0.2793294095	0.2881048719	0.2963748992	0.3077604859	0.3058274896	0.3095291389	0.3100459258	0.315257868	0.3129832059	0.3158552027	0.3158691613	0.3129864124	0.3248918288	0.3176485829	0.3135234201	0.3167329777	0.3110879512	0.3104026981	0.3138361937	0.3070368574	0.3015299804	0.2920270105	0.2809005113	0.2678222405	0.2453598974	0.2159670957	0.1842589268	0.1549967976	0.1299021007	0.117142606	0.107693999	0.0978198011	0.09254053197	0.09023357545	0.0684941372	0.06396772245	0.06952210792	0.04021627653	0.02450474427	0.009743639606	-0.008264157196	-0.0294101345	-0.03793774434	-0.03433256434	-0.06528407827	-0.0822610873	-0.1071114015	-0.1447723356	-0.1858112341	-0.2450477719	-0.3056779836	-0.4073279056	-0.5131539941	-0.6412829223	-0.7989643871	-0.9582851505	-1.149440749	-1.394746752	-1.584764764	-1.771341597	-1.94932465	-2.068916164	-2.159715718	-2.214532963	-2.257688522	-2.283973809	-2.282895162	-0.1710999414	-0.1697169122	-0.1291549445	-0.1141335604	-0.08879894764	-0.08850263119	-0.06983064171	-0.0592147447	-0.05791449355	-0.0425410433	-0.03699671292	-0.03183942129	-0.02460584775	-0.01893070168	-0.0143644108	-0.0101396743	-0.001836119886	0.0004539130592	0.003618203199	0.005831087855	0.01042203994	0.0133872927	0.01458373611	0.01624486924	0.01926224535	0.02175821937	0.0219288726	0.02426664293	0.02516048727	0.02486338331	0.02778940059	0.02816063341	0.0304674439	0.0320552719	0.03325245071	0.03454315785	0.0333995572	0.03457307439	0.03624566708	0.03579847936	0.03609232336	0.03774716487	0.03939965003	0.04018387811	0.03971671006	0.03854572432	0.0374154553	0.03730698553	0.03640746898	0.03634637091	0.03623005181	0.03725064235	0.03673090258	0.03559995259	0.03762552952	0.03769885747	0.03744041437	0.03699110085	0.0366547245	0.03666544851	0.0360373237	0.03830989131	0.03874016334	0.03893586542	0.0399904819	0.04152876875	0.04370413925	0.0449332773	0.0471735831	0.0529144581	0.0604480712	0.06477379323	0.07424687282	0.07856796909	0.08197485467	0.09153821874	0.09537969779	0.09179528977	0.08511037063	0.07940727362	0.07030445195	0.06394060356	0.0610635896	
1408209	-0.2313558438	-0.1589002085	-0.08811527547	-0.03097231101	0.01933111677	0.06132794501	0.09006129093	0.1229786647	0.1461997607	0.1769033773	0.1922105945	0.2106428053	0.228925425	0.2459528777	0.2586920951	0.2712009352	0.2783475195	0.2881974944	0.2952864718	0.3062014335	0.3064007896	0.3104737645	0.3094769465	0.3160924867	0.3127004159	0.3149019145	0.3160664325	0.3134665688	0.3238052723	0.3180768382	0.3135686323	0.3161116157	0.3119628686	0.3105233239	0.3129799069	0.3071985787	0.3011482184	0.2922563552	0.2806425748	0.2675434978	0.2457434245	0.2157272669	0.1843597015	0.1548327398	0.1298041812	0.1173990307	0.1079789221	0.09785148364	0.09260228464	0.0905165581	0.06820996588	0.0636382455	0.06994582749	0.04054568352	0.02379609607	0.009882594098	-0.008094628586	-0.0291306508	-0.03851775206	-0.03414754736	-0.06593321284	-0.08271488169	-0.1061132165	-0.1456350294	-0.1857246285	-0.2443603376	-0.3048103366	-0.4069430715	-0.513469043	-0.6413157514	-0.7981122417	-0.9589059664	-1.150256918	-1.394336607	-1.583193224	-1.771240034	-1.950310936	-2.068037304	-2.158673534	-2.214335344	-2.258158259	-2.282762839	-2.282895421	-0.1945694155	-0.1568418064	-0.1291601456	-0.1100024924	-0.09992372375	-0.08850441743	-0.07548174502	-0.0663001627	-0.05362148711	-0.0437571216	-0.03867951267	-0.03164781856	-0.02596713781	-0.01909929865	-0.0132489843	-0.008261037794	-0.004188414144	-0.0002595206595	0.003495945771	0.007138304889	0.009874268562	0.01106365848	0.01561235389	0.0163370151	0.01966463405	0.02025021647	0.02087150712	0.023371579	0.02338504994	0.02471777965	0.02724666396	0.02898861447	0.03029145457	0.03172574634	0.03297902864	0.03410453225	0.03370412711	0.03481154259	0.03537160343	0.03550203302	0.03674411807	0.03800508858	0.03887487691	0.03982524253	0.03940790531	0.03796303525	0.03798600702	0.03705536592	0.03644833547	0.03690020376	0.03543172386	0.03687901953	0.03586485106	0.03530868688	0.03794975421	0.03740108774	0.03757745614	0.03668254336	0.03706512421	0.03639051775	0.03581888313	0.03723377438	0.03836809735	0.03807229645	0.04030233392	0.04137852614	0.04321775556	0.04499052857	0.04686581866	0.05296525997	0.05942392743	0.06437568407	0.07396089537	0.07896793959	0.08152410098	0.0914967609	0.09640697651	0.09099543728	0.08457353818	0.07982234672	0.06922958195	0.06314907103	0.05874844843	
1408459	-0.2366176478	-0.1582908289	-0.09235253305	-0.03257872315	0.01861357614	0.06102122133	0.09245762601	0.1227452476	0.1491187668	0.1752232862	0.1935577368	0.2078908769	0.2308851862	0.2448036387	0.2582256681	0.2710935675	0.2778569202	0.2878367036	0.2953728554	0.3073710372	0.3073366594	0.3097256933	0.3086580638	0.3151942913	0.3129226724	0.3163319856	0.3160120165	0.3129866498	0.3235787043	0.3179105986	0.3137266283	0.3163481965	0.3107213844	0.3104030028	0.3138753013	0.3067885562	0.3013395446	0.2916121002	0.2805315698	0.2673268458	0.2453936216	0.2157279141	0.1841581546	0.1548334291	0.1299345112	0.1173673362	0.1076624228	0.09791470105	0.09241412332	0.08998003488	0.06862774799	0.06377527099	0.06971710858	0.0405107582	0.02454112708	0.01003157796	-0.0086797922	-0.02967552537	-0.03806211873	-0.03444628166	-0.06630270939	-0.0824688396	-0.1065975296	-0.1447498116	-0.185448686	-0.2454040968	-0.3057384305	-0.4073628037	-0.5126052116	-0.6416484364	-0.7991986663	-0.9589053822	-1.150772541	-1.39470086	-1.58299989	-1.771035508	-1.950260016	-2.068150961	-2.159288191	-2.214730527	-2.258832981	-2.283755887	-2.28378782	-0.1871688381	-0.1758898849	-0.1341970629	-0.1268730185	-0.09956279881	-0.08555207966	-0.07295451959	-0.06602256692	-0.05741246799	-0.04587464415	-0.03867737762	-0.03295805827	-0.02732595914	-0.01909740316	-0.01628207543	-0.008259310421	-0.005890653985	0.0005833422411	0.002968142085	0.006061767772	0.009220325127	0.01298718282	0.01561376185	0.01581321879	0.01854546378	0.0198748837	0.02184808879	0.02287034668	0.02500239548	0.02486404105	0.02704621134	0.02834920968	0.02968812944	0.03109308394	0.0317347377	0.03445484089	0.03359512179	0.03396334495	0.03555212445	0.03572764972	0.03659709604	0.03770007926	0.03946751202	0.03978200903	0.03971740772	0.03809179359	0.03737437496	0.03701539864	0.03622211383	0.03628791328	0.03581923725	0.03669555409	0.0362556233	0.03551225408	0.03752497193	0.0375514545	0.03753353074	0.03679136674	0.03676507716	0.03665387268	0.03565473127	0.03779956789	0.03867200549	0.03850563483	0.03979439811	0.04141243232	0.04316101481	0.04428791271	0.04686810922	0.05280159113	0.06044932784	0.06369607973	0.07393918346	0.07936487619	0.08069709023	0.09141953059	0.09531247512	0.0911920823	0.08445388645	0.07758355962	0.07148678939	0.06359476404	0.05958498038	
1408710	-0.2347352116	-0.1538889007	-0.09048331103	-0.02936407644	0.02176118395	0.06223710271	0.09352275661	0.125090708	0.1459929601	0.1759722037	0.1938953737	0.2094230116	0.2293454685	0.2453150648	0.2581088019	0.2709863064	0.2779573274	0.2884665348	0.2956204976	0.3066724726	0.3060390256	0.3093873898	0.3101143357	0.3162657806	0.3122582282	0.31606576	0.3162657687	0.3136022034	0.3247935817	0.3175779005	0.3135244203	0.3160940751	0.3114139966	0.310930822	0.3137076583	0.3070381518	0.3013042607	0.2921074244	0.2811938603	0.2676469182	0.2455725552	0.2158981319	0.1842278997	0.1549336853	0.1298379473	0.1172084417	0.1081073162	0.09782143171	0.09263605093	0.0903292302	0.06843401158	0.06384431844	0.06998099683	0.04040536473	0.02437787586	0.009781636579	-0.008197661157	-0.02898391346	-0.03902758216	-0.03461619446	-0.06630264635	-0.08263871813	-0.1067257442	-0.1453117616	-0.1859757422	-0.2445995548	-0.3053999628	-0.4082440903	-0.5128076884	-0.6409158723	-0.7997749519	-0.958813283	-1.14982359	-1.394791099	-1.584369756	-1.770614396	-1.950476396	-2.06862224	-2.159902506	-2.214207572	-2.258362463	-2.283119474	-2.282894128	-0.17839882	-0.1631694044	-0.1398008146	-0.1099859969	-0.0926097731	-0.07964266129	-0.07830267559	-0.06166164331	-0.05361577147	-0.04443094282	-0.03888304694	-0.02920754052	-0.02324208888	-0.01926230556	-0.0142043289	-0.00739007454	-0.00339995877	0.001041584543	0.002727480248	0.005122475829	0.01042509104	0.01339076406	0.01505245367	0.01782363725	0.01828178214	0.02008383759	0.02193167995	0.02419144863	0.02439297652	0.02551852627	0.02738839282	0.02892602832	0.03005594432	0.03132073765	0.03276884189	0.03425398195	0.03434734095	0.03481505182	0.03560642881	0.03607635861	0.03686595347	0.037912955	0.03946952294	0.03998535357	0.0392573489	0.03839713583	0.03760891723	0.0376859714	0.03688596217	0.03713161598	0.03623412835	0.03655573879	0.03682188122	0.03551503408	0.03748325863	0.03731525698	0.03729376752	0.03708886541	0.03697385249	0.03676902407	0.0357725579	0.03785507618	0.03831876584	0.03886558974	0.03920620485	0.04206619232	0.04332608812	0.04417245818	0.04692751383	0.05297122777	0.06113487698	0.06534961901	0.07465885174	0.07899683199	0.08325955962	0.09195486646	0.0973053993	0.09170402794	0.08565152516	0.0781487136	0.07073983943	0.06473745486	0.05986515834	
