Compass Release Candidate 1
ACS Meter																																																																														
53000011		; Serial number																																																																												
1576246	2.684023511	2.704058052	2.730755931	2.747339336	2.76249373	2.761230421	2.759444988	2.763014252	2.757177723	2.748276734	2.739483058	2.730190685	2.713265904	2.710229601	2.692761633	2.686247617	2.66852807	2.653994518	2.644062225	2.630366173	2.616622496	2.597246759	2.583333356	2.568974261	2.55535783	2.537929196	2.525083587	2.501508745	2.490094229	2.476121236	2.454545296	2.44170264	2.42670288	2.410592595	2.39705609	2.388031029	2.365391057	2.351524898	2.340252025	2.322017114	2.313192985	2.293259255	2.280709708	2.272903105	2.26058503	2.254108489	2.245138807	2.22850766	2.21798275	2.206867775	2.192780004	2.166286755	2.176240967	2.156637712	2.138620368	2.127243123	2.120140268	2.107646891	2.089488775	2.102624189	2.084769398	2.065995738	2.064619039	2.038547249	2.034031625	2.013524386	2.006372298	1.979850128	1.960786764	1.93876548	1.926488499	1.903828689	1.920218744	1.863279064	1.866001121	1.895365154	1.892081059	1.898054917	1.925932037	1.918566378	1.932244399	1.908997319	1.93080919	-0.3798744986	-0.5736905874	-0.6720252567	-0.6179489981	-0.5095507237	-0.3656256058	-0.2309551697	-0.1607105401	-0.1462109965	-0.135064154	-0.1121484363	-0.07581483079	-0.02773385232	0.02483875275	0.07554371695	0.05193430438	0.01062906044	-0.02449360578	-0.05528780533	-0.07334022902	-0.07799917491	-0.06199708132	-0.04737234381	-0.03072493099	-0.02404632434	-0.02322737032	-0.02828102052	-0.02392493833	-0.01846383628	-0.01098636194	0.0005228893026	0.01168118946	0.006142664859	-0.006251366638	-0.01872006955	-0.03168542437	-0.01334235779	-0.03314587	-0.04863299332	-0.06645455078	-0.08282881497	-0.1015392925	-0.1231678868	-0.1487550286	-0.1772321404	-0.199701495	-0.2131910654	-0.2189984798	-0.2214722745	-0.2225586981	-0.2211675576	-0.2231886835	-0.2346256583	-0.2518362878	-0.2697134353	-0.2930226871	-0.3144702499	-0.3315199584	-0.3409536927	-0.3469793715	-0.351655883	-0.3638059313	-0.3810327359	-0.40804026	-0.4401908228	-0.4794433137	-0.5272576846	-0.5868817905	-0.6638464808	-0.7702625139	-0.9034402445	-1.060483795	-1.240253652	-1.443479551	-1.647990366	-1.851483943	-2.040749902	-2.202356174	-2.334599652	-2.433512702	-2.500069237	-2.538135908	-2.553618392	
1576496	2.674154247	2.712158737	2.72969572	2.74825715	2.7616867	2.762163559	2.762316968	2.763014157	2.756577771	2.757867798	2.745358436	2.73262383	2.716944952	2.71290639	2.695811433	2.686247157	2.67152242	2.656794413	2.644881467	2.632689242	2.619141347	2.599085852	2.584311515	2.56995487	2.556091606	2.539825149	2.526152077	2.503597465	2.491916966	2.478203852	2.455170367	2.444010681	2.428705939	2.411464813	2.398807953	2.38953866	2.368001969	2.353780265	2.342973785	2.325063112	2.316139348	2.296595697	2.284029096	2.275502583	2.263749264	2.257753559	2.248828886	2.232717691	2.221756759	2.211186582	2.196673129	2.169986445	2.180777806	2.161160395	2.142668968	2.131939621	2.124401178	2.112257396	2.094431645	2.106942208	2.090046463	2.071340085	2.069712167	2.04468801	2.039721051	2.018727823	2.013100912	1.987747754	1.967622264	1.947752233	1.93498914	1.912247849	1.928613259	1.870643894	1.872918995	1.904116396	1.901073105	1.907137443	1.933635502	1.926758487	1.94141617	1.917663518	1.943241771	-0.2264796947	-0.4839013116	-0.6106665339	-0.5682603242	-0.4620456174	-0.3178756839	-0.1911039235	-0.1216841084	-0.1140569407	-0.1133545143	-0.08548823744	-0.05682507506	-0.01161306257	0.04362747442	0.09116605675	0.06752901268	0.02396167613	-0.01279982044	-0.04691503735	-0.06459471937	-0.06773849737	-0.05688256267	-0.04065139036	-0.02478042031	-0.01749102791	-0.01875961179	-0.02257617921	-0.01986378357	-0.01329639315	-0.006738505405	0.004383771441	0.01574402786	0.009700794203	-0.002557400811	-0.0156446177	-0.02830996709	-0.01296357385	-0.03177639214	-0.04760859402	-0.06518769164	-0.08255444175	-0.100739918	-0.1220301623	-0.1471326998	-0.1758557001	-0.1982028176	-0.2121113667	-0.2177523126	-0.2207580556	-0.2216345132	-0.2203849514	-0.2223799502	-0.233876195	-0.2512191019	-0.2702451386	-0.2922450175	-0.314197852	-0.3306492676	-0.3402119585	-0.3457015723	-0.3512279981	-0.3624025096	-0.3805756672	-0.4063848118	-0.4389647627	-0.4779860478	-0.5260085624	-0.5842902659	-0.662279748	-0.7695806712	-0.9022904376	-1.058690772	-1.239363714	-1.440966517	-1.646474619	-1.849138595	-2.036837115	-2.198698417	-2.331788718	-2.431849899	-2.497179689	-2.534693171	-2.548543713	
1576747	2.693898517	2.71715879	2.740618475	2.757901456	2.772638332	2.776777323	2.773540246	2.776011928	2.76859147	2.762966389	2.753933848	2.743176916	2.726134948	2.720578132	2.707011489	2.698365918	2.680762424	2.666837125	2.655438101	2.644166348	2.633099539	2.611790462	2.596334508	2.582817677	2.570056416	2.551446326	2.538241789	2.514630982	2.503618803	2.490892141	2.467280706	2.454640308	2.439865171	2.422949158	2.411024838	2.40152659	2.37567003	2.362437028	2.350457299	2.332903714	2.324294664	2.304744639	2.29194675	2.283364928	2.271360477	2.265041519	2.256219572	2.239699124	2.229442559	2.217930152	2.203697986	2.177337041	2.186864005	2.167641398	2.149287807	2.1381088	2.131095404	2.118297924	2.100091471	2.112087131	2.094933044	2.077031712	2.074773857	2.049173245	2.04479011	2.024519314	2.018421186	1.991906762	1.971446144	1.950840814	1.936809482	1.914900972	1.932657276	1.874169956	1.87706913	1.905785252	1.903572543	1.908295081	1.936213256	1.929978287	1.942912868	1.92119887	1.943809034	-0.001210115723	-0.3303223125	-0.4863776423	-0.4803462749	-0.4061271618	-0.2689288384	-0.1454446195	-0.07688303227	-0.07088070584	-0.07944815693	-0.05417856985	-0.0328770597	0.01146424687	0.06301315933	0.106593403	0.08858473012	0.043487998	0.00223062389	-0.03022682137	-0.05175572353	-0.05562366876	-0.04624408822	-0.03246163455	-0.01596503487	-0.008121911982	-0.01136388361	-0.01513241265	-0.01289889592	-0.007953802382	-0.0005093366276	0.008732712066	0.02108655992	0.01558544736	0.001882231538	-0.01111490374	-0.02324604454	-0.007041462394	-0.02712736821	-0.04329763472	-0.06194587375	-0.07842814159	-0.09728958972	-0.1192640329	-0.1446437241	-0.1726221686	-0.1951037434	-0.208836589	-0.2148222239	-0.2178680984	-0.2185917155	-0.2179488628	-0.2191226171	-0.2303841781	-0.2475159727	-0.2663196737	-0.2886210387	-0.310362947	-0.3273566697	-0.3367530568	-0.3431232096	-0.3486165508	-0.3592547484	-0.3767013841	-0.4034007778	-0.4347231187	-0.4750805292	-0.5226092303	-0.5818852888	-0.6571049001	-0.7638756795	-0.8961340636	-1.053416005	-1.232687348	-1.434850876	-1.639538082	-1.842811845	-2.03179086	-2.19184694	-2.32384294	-2.421687719	-2.488060763	-2.526344218	-2.540236181	
1576997	2.693893977	2.727169723	2.749991291	2.762332666	2.772635808	2.774885383	2.774344051	2.776011833	2.765154392	2.761910268	2.753932753	2.742768674	2.727236333	2.720249647	2.705516151	2.697801164	2.680760519	2.665248154	2.653288119	2.642005931	2.629557541	2.608096451	2.593887478	2.580095667	2.565409198	2.548119316	2.536068289	2.511933738	2.500986761	2.488424225	2.464963868	2.452857632	2.43786479	2.420994301	2.407782691	2.399576811	2.377785769	2.36353511	2.351991915	2.333957421	2.325283751	2.306346667	2.292919731	2.285051901	2.272795012	2.266587696	2.257542943	2.241042264	2.230814674	2.219686558	2.205126696	2.178944181	2.188568837	2.169554206	2.151436953	2.140236158	2.132804449	2.120445542	2.102262282	2.115168281	2.097661027	2.079830268	2.07719373	2.053197627	2.047936573	2.027276944	2.021392133	1.995438083	1.97559049	1.954933374	1.941341573	1.917711019	1.936563405	1.879704873	1.88159118	1.911294186	1.90937052	1.914255884	1.942218355	1.93406795	1.948671158	1.92530723	1.950800774	0.1871106563	-0.2128450685	-0.4086389935	-0.4569471404	-0.3878551143	-0.2684302392	-0.1396676744	-0.06510703845	-0.05455273845	-0.06292391384	-0.05284184847	-0.02888646031	0.008930283742	0.05855924577	0.1046280539	0.1055409978	0.05608292598	0.01655192063	-0.01730210355	-0.04420565636	-0.05110138993	-0.04405146454	-0.03283960488	-0.01711091407	-0.006874115982	-0.007956399199	-0.01250480897	-0.01111921296	-0.007239511341	-0.001489384555	0.007960329914	0.01957177592	0.01872555881	0.006409192	-0.007496424056	-0.02039958544	-0.003514096607	-0.02343981487	-0.04006381688	-0.05814177989	-0.07681704079	-0.09675702055	-0.1183801913	-0.1438864418	-0.1708420066	-0.1935517105	-0.2079881401	-0.213713912	-0.21713644	-0.2186813491	-0.2179544178	-0.2181358328	-0.2281786018	-0.2451047884	-0.263799475	-0.2859726174	-0.3086330201	-0.3261834445	-0.3360475169	-0.3424820241	-0.3475082941	-0.35847888	-0.3749169452	-0.401683267	-0.4343855205	-0.474023987	-0.5216055303	-0.5819252449	-0.654834507	-0.7598855782	-0.8919487963	-1.048763589	-1.229172593	-1.430750872	-1.637609826	-1.84105193	-2.031019447	-2.19202929	-2.321021216	-2.418931078	-2.484384887	-2.523715853	-2.539605081	
1577246	2.698587479	2.735295006	2.75676176	2.767171506	2.782485515	2.783619823	2.778842131	2.782453572	2.775468638	2.768535178	2.761157119	2.749279725	2.73312872	2.7306413	2.713094523	2.704982613	2.687010048	2.672765443	2.662596433	2.648946193	2.637020491	2.617264605	2.601297106	2.587150852	2.573640255	2.556677808	2.542373194	2.520185043	2.508955693	2.494931143	2.472539181	2.459539615	2.445303328	2.428113933	2.414684146	2.405905198	2.379426426	2.365448229	2.35365535	2.335973097	2.327067615	2.307036711	2.294809658	2.286607237	2.274156695	2.268192893	2.259163638	2.242481962	2.23212043	2.220827743	2.20617104	2.179963216	2.189573125	2.170562873	2.151812851	2.140654154	2.134123179	2.121138391	2.10320084	2.116028754	2.09850761	2.079871087	2.077985204	2.052132188	2.047741431	2.02753829	2.020153084	1.994636972	1.974392834	1.953547202	1.940004481	1.918690838	1.936096229	1.878174371	1.879856833	1.908754374	1.906492639	1.911455428	1.940929558	1.931790444	1.946732754	1.923265866	1.948107313	0.2060355108	-0.1917984706	-0.4072535925	-0.4561775744	-0.4019492515	-0.2863129632	-0.1723648355	-0.0715754817	-0.06095647309	-0.06826661062	-0.05912489201	-0.03707775224	9.765852348e-05	0.04347251948	0.09416623931	0.1033957214	0.05834422088	0.02046308009	-0.015255999	-0.04159821593	-0.05178930087	-0.04821312699	-0.0358356076	-0.02123875329	-0.009793561672	-0.00894084315	-0.01250384073	-0.01256341118	-0.008988689041	-0.004261367869	0.005082407838	0.01615164624	0.01865997147	0.005946655931	-0.005619948019	-0.02019187454	-0.002189463031	-0.02206308481	-0.03970314982	-0.05848743493	-0.07714952517	-0.09745408008	-0.1194194976	-0.1447462084	-0.1715845305	-0.1938929989	-0.2082713204	-0.2145475794	-0.2185231774	-0.2192221433	-0.2191657014	-0.219365017	-0.2275845345	-0.2441794181	-0.2632541655	-0.2856403767	-0.3084348361	-0.3265820067	-0.3374335835	-0.3434387412	-0.3483222477	-0.3588005769	-0.3752146893	-0.4024912274	-0.4343986291	-0.4739395137	-0.5242058766	-0.5836871201	-0.656904088	-0.7600825878	-0.8918253719	-1.04746648	-1.228404474	-1.430748435	-1.638844547	-1.843257268	-2.033049162	-2.193522898	-2.321734743	-2.418918421	-2.485933442	-2.525332273	-2.540254955	
1577496	2.69156101	2.723374797	2.736458308	2.75399276	2.767410119	2.768057731	2.764566602	2.766922506	2.758295454	2.754830353	2.744900539	2.734242988	2.720618467	2.714911744	2.699771076	2.691238331	2.675041827	2.65906813	2.646778477	2.633447324	2.621670216	2.601711741	2.586695822	2.572312769	2.55741919	2.542211798	2.528036799	2.504535066	2.494699608	2.4809645	2.457480554	2.445062022	2.43107146	2.413708269	2.401123505	2.391583326	2.370414428	2.356419239	2.344551856	2.327117838	2.317921902	2.298376204	2.286092743	2.277153747	2.265545312	2.258705826	2.249895975	2.233481591	2.222994463	2.212165136	2.197488461	2.170350177	2.180848966	2.161331525	2.142604961	2.131941811	2.124511333	2.111714805	2.09364969	2.105581954	2.088608599	2.070724702	2.067957485	2.043114966	2.038350681	2.018306037	2.010540741	1.986519123	1.965080264	1.944734712	1.931422497	1.90860392	1.925517854	1.869704431	1.872009864	1.901947008	1.897871408	1.903172759	1.931927388	1.924937383	1.936112147	1.91307263	1.940997678	0.1797979209	-0.1989362574	-0.4138367941	-0.4603333949	-0.4054573553	-0.2934687927	-0.1581523766	-0.08189397237	-0.06095128319	-0.07233388205	-0.05597996597	-0.035675241	-8.055132116e-05	0.04691655813	0.09939785013	0.1027140277	0.05776922708	0.01655539653	-0.01661673678	-0.04420116468	-0.05178638452	-0.04820949644	-0.03524290971	-0.01964839028	-0.009981272279	-0.009326535677	-0.01250093629	-0.01289889592	-0.008747924019	-0.002384168553	0.005572587005	0.01773338886	0.01796883766	0.005550774023	-0.006899302932	-0.01983699943	-0.002304832329	-0.02149531715	-0.03885781621	-0.05819384556	-0.07753725422	-0.09745096138	-0.1201479965	-0.1451529239	-0.1717822402	-0.1941386417	-0.2082682255	-0.2143536007	-0.217954036	-0.2201337043	-0.219430968	-0.2190400161	-0.2274981265	-0.2446638258	-0.2626502604	-0.285475363	-0.3084299795	-0.3267769581	-0.3372856353	-0.3436615579	-0.3491985728	-0.3580283658	-0.3751382092	-0.4031303837	-0.434314573	-0.4749153316	-0.5234479039	-0.5831946608	-0.6576141703	-0.7587972349	-0.891485081	-1.046981772	-1.227137731	-1.431530159	-1.637734868	-1.843975931	-2.033047634	-2.195173355	-2.322250494	-2.420749636	-2.486691562	-2.524924598	-2.542143878	
1577747	2.684022944	2.707169483	2.734907461	2.749556823	2.763595941	2.763816551	2.763926196	2.762443387	2.754348112	2.752834865	2.743520594	2.730596156	2.716207575	2.713232834	2.695194177	2.686507333	2.670257649	2.654888772	2.644062043	2.629309251	2.617157564	2.597388008	2.582337873	2.567366447	2.553666315	2.536512251	2.522247905	2.499493826	2.487952531	2.475152924	2.45216776	2.438393068	2.42446205	2.407848319	2.394850702	2.384920121	2.365141369	2.351635856	2.339868872	2.321976918	2.313231904	2.293639191	2.281058958	2.272499753	2.260829027	2.254443009	2.245397042	2.229160525	2.218632966	2.207192485	2.192750508	2.167006746	2.176542049	2.157239815	2.139197689	2.12832064	2.120920451	2.108589871	2.090797893	2.103477906	2.08600731	2.067584488	2.066064496	2.040994768	2.035748869	2.015399766	2.008809733	1.98384178	1.96348828	1.943163414	1.928339722	1.908450414	1.924581244	1.867155196	1.868306486	1.897966987	1.896049612	1.900826036	1.928498801	1.921761705	1.936109808	1.911031917	1.936741454	0.1986963626	-0.2202147989	-0.4131792729	-0.4603594466	-0.4061397323	-0.2837746002	-0.1643095451	-0.08220898506	-0.05659911626	-0.06445398045	-0.05959115764	-0.0340760141	0.003878988315	0.04920734305	0.09939254695	0.1024497125	0.05763311485	0.01730684442	-0.0197423421	-0.04384435951	-0.05223389814	-0.04717463038	-0.03653520954	-0.01900293808	-0.009568712688	-0.009606017954	-0.01332015652	-0.01290277064	-0.008596070889	-0.003364509849	0.006069530884	0.01772872848	0.01841126862	0.005907652388	-0.006777966075	-0.0200701554	-0.002108603769	-0.02255673669	-0.03976131653	-0.05814230769	-0.0779303084	-0.09767145336	-0.1198401887	-0.145362035	-0.1717869184	-0.1934069535	-0.207988656	-0.2143077762	-0.2184227177	-0.2200041467	-0.2191163573	-0.2190984053	-0.2275045904	-0.2447796567	-0.2629290945	-0.2855400516	-0.3081610502	-0.3265846138	-0.3371699732	-0.343505344	-0.3487747882	-0.3585819629	-0.3749887106	-0.4022695606	-0.4344949007	-0.4745644105	-0.5239491375	-0.5834924108	-0.6570973532	-0.7592558362	-0.8914954553	-1.04686612	-1.226665286	-1.43088108	-1.638158927	-1.842673227	-2.033841846	-2.193689415	-2.321386066	-2.419662185	-2.486903291	-2.525137184	-2.541099392	
1577997	2.675618599	2.702186448	2.733359263	2.739028841	2.759489234	2.762882376	2.757049431	2.757159236	2.750330001	2.747756698	2.738568144	2.72654655	2.712186789	2.707229357	2.689463667	2.682435149	2.664787333	2.651046457	2.639271124	2.624902535	2.613258284	2.592649463	2.578521791	2.564735147	2.549736199	2.533100399	2.520185359	2.496974424	2.485415953	2.473070174	2.448888005	2.437614114	2.423541051	2.406922316	2.394073573	2.384130442	2.359698546	2.346031475	2.334321453	2.316314614	2.307383269	2.288214267	2.27602006	2.267607393	2.256010189	2.24948378	2.240153374	2.224266488	2.213818907	2.202837665	2.188275148	2.162393737	2.172475811	2.153090443	2.134776424	2.124047207	2.116733709	2.103983865	2.086391713	2.098699428	2.081895971	2.06321736	2.061024693	2.035505683	2.030600061	2.010871268	2.003846494	1.977219042	1.956978373	1.936071695	1.923080515	1.900892339	1.918823102	1.860354021	1.862073995	1.89182813	1.890315774	1.894499464	1.923796662	1.914465459	1.928360741	1.905429076	1.930773643	0.1959033024	-0.1774624492	-0.3974526371	-0.4337558761	-0.3801328112	-0.2612683883	-0.1416162445	-0.06746168916	-0.05018684375	-0.05910293867	-0.04743611613	-0.02246175867	0.01164190679	0.05610562344	0.1058148463	0.1058018832	0.05887381078	0.01744252851	-0.01879386211	-0.0413393289	-0.04858872041	-0.04329697406	-0.03128360258	-0.01611175981	-0.005846323329	-0.006419897261	-0.01113574265	-0.01026836342	-0.005718538074	-0.0007325572737	0.008597837104	0.01978316892	0.02034474594	0.00654134094	-0.005928885915	-0.01938485209	-0.0029677527	-0.02113464424	-0.03993836075	-0.05854162655	-0.07725939021	-0.09632049498	-0.1185867032	-0.1437784699	-0.1707867932	-0.1931125489	-0.2079335006	-0.214406042	-0.2169952399	-0.2187617238	-0.2179822329	-0.2179970158	-0.2277694683	-0.2442577789	-0.2630042147	-0.2854201942	-0.3082350429	-0.3259582885	-0.3367979022	-0.3428510202	-0.3478026419	-0.3578088051	-0.3745082032	-0.4017678076	-0.4335482774	-0.4740182016	-0.5219605514	-0.5801550697	-0.6557691976	-0.7591316865	-0.8906086578	-1.04710999	-1.227281748	-1.430614595	-1.636088136	-1.840900522	-2.031011376	-2.191191715	-2.319611439	-2.417813424	-2.484186326	-2.52370708	-2.538331097	
1578246	2.691565548	2.713388863	2.730755963	2.748267292	2.762498777	2.765472413	2.764571284	2.763014443	2.756584151	2.752316109	2.741733612	2.73140435	2.716213577	2.709555875	2.695522649	2.686293396	2.668300262	2.653791671	2.642614027	2.629208406	2.616472696	2.595623094	2.580829122	2.56670191	2.552017169	2.533963361	2.520638664	2.496977558	2.485337896	2.471584568	2.448965541	2.436109742	2.421744058	2.403909421	2.390920652	2.381451782	2.360651438	2.347498843	2.335470789	2.317579393	2.308655443	2.289064863	2.276408631	2.267953503	2.25601241	2.249094284	2.240743617	2.22423483	2.213564955	2.202873074	2.188340162	2.161905133	2.17177821	2.151485824	2.133725282	2.122832638	2.115493513	2.102751423	2.085157066	2.097923881	2.080176281	2.062335719	2.060496431	2.035462275	2.030161253	2.010147815	2.002923425	1.977378935	1.955949019	1.936351559	1.923463015	1.900325314	1.91789517	1.861058952	1.862788838	1.892553358	1.888553313	1.895697304	1.924228135	1.915377801	1.930787961	1.906971374	1.930217431	0.1368005377	-0.240620812	-0.4235364798	-0.4386560795	-0.3659595398	-0.2432542385	-0.1264907019	-0.05771547005	-0.05044473361	-0.05349503367	-0.04496187627	-0.01724571921	0.01906309879	0.06632137172	0.1174940781	0.1009618776	0.05245996084	0.01291771567	-0.02043688223	-0.04257229713	-0.04813984336	-0.04288534154	-0.02876152144	-0.01372065898	-0.005101250708	-0.007283863014	-0.01149448945	-0.009500189512	-0.005555927978	0.001369876892	0.01148315771	0.02135411075	0.01843977263	0.004692668797	-0.008235465051	-0.02082560582	-0.003245692143	-0.02250576425	-0.03988641615	-0.05842375074	-0.07680885718	-0.09583110483	-0.117693616	-0.142555709	-0.1708336907	-0.1927647505	-0.2073083588	-0.2131332062	-0.216474653	-0.2177551427	-0.2168971595	-0.2174002152	-0.2276857982	-0.2450651001	-0.2634848194	-0.2858219775	-0.307833868	-0.3256893541	-0.3357908748	-0.3416918766	-0.3468097184	-0.3577993433	-0.3744279948	-0.4016680635	-0.4332733377	-0.4722248124	-0.5212999541	-0.580037998	-0.6549299894	-0.7595688292	-0.8917181308	-1.047941015	-1.228640196	-1.430731384	-1.636210451	-1.839711602	-2.027547322	-2.189509704	-2.317490098	-2.418529329	-2.483016583	-2.522263761	-2.537040649	
1578496	2.677931728	2.704058449	2.732302452	2.742534384	2.763596887	2.763817617	2.759446159	2.761061628	2.753232682	2.750270306	2.742649778	2.730595858	2.715107464	2.70887763	2.694904405	2.685423755	2.668760236	2.65399524	2.642359235	2.630710336	2.61753831	2.595193734	2.581213723	2.568616728	2.552748337	2.535957274	2.522680475	2.498823456	2.487953258	2.473888066	2.451120016	2.438593929	2.424214023	2.40684914	2.393949406	2.385422478	2.36366669	2.348961213	2.33788785	2.320261551	2.311233939	2.291243058	2.279236926	2.270568931	2.258720475	2.252101013	2.243710797	2.226910617	2.216160797	2.205176608	2.190834434	2.16376657	2.17417486	2.154628936	2.13616929	2.125433428	2.11811462	2.105797109	2.086907538	2.100134602	2.082125347	2.064496807	2.06264441	2.036652025	2.032119778	2.011855843	2.004152406	1.978897428	1.959595768	1.939177336	1.924104167	1.902418922	1.919919265	1.862385212	1.864408769	1.895365586	1.890696532	1.897267595	1.924221334	1.916745349	1.932220705	1.906989353	1.932375622	0.04641333415	-0.3235509032	-0.4665770559	-0.4694609228	-0.3772469234	-0.2596936155	-0.1234177603	-0.07042467628	-0.06735910129	-0.06903101418	-0.05103912697	-0.0228694476	0.0188750879	0.06762093263	0.1106518127	0.08804984959	0.04502805369	0.004486415516	-0.03049706286	-0.04853722237	-0.05417621568	-0.04532211434	-0.0305372746	-0.01527315618	-0.0069681673	-0.009512837184	-0.01395732911	-0.01035439243	-0.00708145384	-0.0004446094952	0.01140335212	0.02088942399	0.01562870913	0.002009305797	-0.0109914426	-0.02432239949	-0.004576410979	-0.02413391672	-0.04114232231	-0.05964008731	-0.07675982618	-0.09659456363	-0.1177540698	-0.1436335488	-0.1711905191	-0.1939447936	-0.2079871084	-0.2135223377	-0.2165863643	-0.2180022799	-0.217009585	-0.2178863485	-0.2290686894	-0.2462985987	-0.2646938456	-0.2867687097	-0.3091252888	-0.3267220259	-0.335946073	-0.3424802622	-0.3472725954	-0.3578125905	-0.374757102	-0.4021765076	-0.4339602865	-0.4729577987	-0.5212986192	-0.5804153769	-0.6548324078	-0.7610949184	-0.8939910741	-1.050684266	-1.230187376	-1.432470204	-1.638573613	-1.840467637	-2.030695379	-2.190024704	-2.321018418	-2.419658066	-2.484381851	-2.522492114	-2.538118978	
1578747	2.69012686	2.712160722	2.728633057	2.746044696	2.760588237	2.763817617	2.758007051	2.763014276	2.753232682	2.751315641	2.742190608	2.729379868	2.715829996	2.710554695	2.698245177	2.687331823	2.669741133	2.656739195	2.644000096	2.631873127	2.620216582	2.599513716	2.584645833	2.570270451	2.556387825	2.539170644	2.524935251	2.502430347	2.490493142	2.477461622	2.455452918	2.441566808	2.427509617	2.410339813	2.397456653	2.388177355	2.369231096	2.355362445	2.343933975	2.326077879	2.317168368	2.297841776	2.285391926	2.276921685	2.26497731	2.258835041	2.25048388	2.233900095	2.22279557	2.211804798	2.197324781	2.170480041	2.179879797	2.160961453	2.142159991	2.131592831	2.124189883	2.112041689	2.093756692	2.105229733	2.088123548	2.070217692	2.067206195	2.042656384	2.037222068	2.0173731	2.010353824	1.983685577	1.964681592	1.944200999	1.929902376	1.907595443	1.925815849	1.86766539	1.870073889	1.901222579	1.896386073	1.901162036	1.930212562	1.92221232	1.936581425	1.913565399	1.936742305	-0.1801539371	-0.4521369204	-0.5264300604	-0.5084227619	-0.3737055331	-0.2421197798	-0.1152683517	-0.0822067172	-0.08626431402	-0.07715747892	-0.05261114507	-0.02307213569	0.02377093418	0.07786464326	0.1094675048	0.06753512436	0.0292549453	-0.01382223224	-0.04176191537	-0.05917107703	-0.05643897914	-0.04520672982	-0.02764431401	-0.01303163188	-0.009149967059	-0.01331251885	-0.01640157716	-0.01239278214	-0.006362783456	0.001276856114	0.01301568404	0.02206790763	0.01058022342	-0.002617914338	-0.01535730202	-0.02797414806	-0.009072582912	-0.02778018051	-0.04515454991	-0.06149362029	-0.07781800229	-0.09583838105	-0.1172851824	-0.143376215	-0.1719263292	-0.1950967312	-0.2086460309	-0.2144084466	-0.2170491047	-0.2170532399	-0.2158797725	-0.2197471092	-0.2321413651	-0.2492307733	-0.2675466705	-0.2899931425	-0.310585334	-0.3265416189	-0.3361075506	-0.3408275911	-0.3474047496	-0.358817532	-0.3768101253	-0.4029267482	-0.4343199057	-0.473220154	-0.5201697917	-0.5780730282	-0.6574303107	-0.7656226106	-0.898424361	-1.055456112	-1.234352215	-1.436054884	-1.638856597	-1.841343486	-2.028501824	-2.189195213	-2.32367007	-2.423904107	-2.485752454	-2.523106822	-2.536853956	
1578997	2.707534791	2.715270726	2.743223486	2.761027977	2.767715214	2.771588544	2.774168373	2.772791889	2.761208097	2.758397023	2.750785922	2.738302038	2.72282344	2.71824451	2.702788257	2.693410196	2.676774606	2.663875514	2.651261351	2.638858066	2.625579997	2.60504335	2.591315323	2.576202967	2.561945713	2.545633046	2.531799384	2.50848253	2.498197157	2.485065365	2.462378752	2.44942289	2.435880672	2.418333263	2.4051918	2.395951844	2.370550231	2.357122347	2.34527668	2.327450191	2.318428049	2.299010418	2.286267314	2.277594484	2.265412582	2.259395432	2.250355456	2.233936398	2.223156733	2.211710894	2.197292223	2.17077577	2.180814706	2.161498768	2.143115611	2.131870579	2.125009298	2.111896203	2.093901571	2.107257662	2.088446922	2.070587149	2.069275468	2.0433951	2.038254899	2.018209663	2.011466359	1.985614617	1.964046669	1.945080259	1.930818402	1.9074772	1.926117532	1.867860724	1.869361846	1.901585026	1.897199881	1.901593761	1.929357543	1.922663116	1.937053247	1.91356743	1.937787281	-0.3622615623	-0.5616129631	-0.5768549018	-0.4943715434	-0.3595029483	-0.2100379433	-0.1101789371	-0.09395113234	-0.09149528413	-0.08300188022	-0.04946384026	-0.00721197202	0.04047588498	0.09772449601	0.09925950029	0.0477850686	0.01008400429	-0.03074775989	-0.05393454516	-0.06273800187	-0.05700252578	-0.04196477166	-0.02281597941	-0.0112355792	-0.01072100931	-0.01612362774	-0.01568324469	-0.01145640468	-0.004047048787	0.005709911868	0.01708890503	0.01957488287	0.006213240958	-0.007468868561	-0.02052394818	-0.03155765324	-0.01293856967	-0.03296808722	-0.0477901172	-0.0627037093	-0.07792781148	-0.09492206878	-0.1158229277	-0.1434268389	-0.1725632272	-0.1952813454	-0.208928119	-0.2137982425	-0.2155720841	-0.2152874969	-0.2138864967	-0.2217591927	-0.2342703087	-0.2524831845	-0.270554357	-0.2914356441	-0.3119034985	-0.3266781427	-0.3351058548	-0.339654947	-0.3474188645	-0.3600397533	-0.3775247836	-0.4031780604	-0.4338929713	-0.4716123215	-0.5179386062	-0.5758909565	-0.6600384697	-0.7706713203	-0.9033005209	-1.060828776	-1.238853356	-1.438836046	-1.639128315	-1.838848386	-2.025979929	-2.189027756	-2.324903611	-2.425934041	-2.487296771	-2.522486265	-2.533650993	
