Compass Release Candidate 1
ACS Meter																																																																														
53000011		; Serial number																																																																												
2341447	16.63074499	16.57079922	16.87064788	16.78121015	16.968676	17.1753481	17.13169114	17.14491518	17.25551855	17.24740824	17.2137422	17.29354967	17.44668565	17.40739627	17.44160966	17.5035997	17.54668547	17.55591215	17.62896384	17.63399066	17.6851174	17.72502986	17.78429658	17.79346577	17.85120252	17.9046832	17.89618261	17.96840496	18.00799399	18.06891084	18.11445896	18.13975815	18.17126742	18.22290798	18.27349184	18.32708868	18.33672651	18.37556744	18.43005912	18.468212	18.50546042	18.52519369	18.56837487	18.61837357	18.65703395	18.71344666	18.75858152	18.76605965	18.80327475	18.80692185	18.89244095	18.88221398	18.93797558	18.96797014	18.97758639	19.00841768	19.08684481	19.11306711	19.1461699	19.16579629	19.20924006	19.19990938	19.24368599	19.2016223	19.21312175	19.23998312	19.25388662	19.22339467	19.2033998	19.14637539	19.16472997	19.18344617	19.25568593	19.18764957	19.09815262	19.14898086	19.22167573	19.31262756	19.33398229	19.28123531	19.35222177	19.3542176	19.3815226	0.08625501996	0.003700226476	0.05236579871	0.1230320865	0.1969971639	0.1908993375	0.1525309363	0.1139854281	0.1109823498	0.1276886518	0.1528685356	0.1866249281	0.2144336645	0.1676098054	0.1115753626	0.06982974882	0.03086832674	0.009414489677	0.003375503619	0.01186188289	0.02417109115	0.03810771	0.03969235453	0.03204129348	0.02692474961	0.02411101534	0.02666864788	0.03245546448	0.04173236873	0.04756053811	0.03856054361	0.02585655784	0.01140145855	0.0005623744137	-0.008494020651	-0.01362499094	-0.01059785163	-0.02399590197	-0.03296215234	-0.0434243957	-0.05563316632	-0.07351502408	-0.09931796026	-0.1313651969	-0.161810272	-0.18228134	-0.1930434255	-0.1966322628	-0.1969640539	-0.20050593	-0.2106184858	-0.2219707428	-0.2337401418	-0.2491476438	-0.2641882223	-0.2797103755	-0.294939647	-0.307934882	-0.3153681198	-0.3245383194	-0.3349880536	-0.3474134487	-0.3625091757	-0.3854592449	-0.4126462825	-0.4475132204	-0.4966802895	-0.5707171596	-0.6602932837	-0.7686867616	-0.9002861375	-1.050287634	-1.219402888	-1.409507406	-1.602211038	-1.800504836	-1.992568204	-2.163679295	-2.298499078	-2.393444618	-2.447702349	-2.475984319	-2.47835402	
2341698	16.83969898	16.41703226	16.46351709	16.7767595	16.76541438	16.89937556	16.89110866	17.00581629	17.006556	17.07955062	17.06285926	17.06668771	17.15173832	17.17588385	17.19421512	17.2444783	17.27588108	17.30717461	17.34360983	17.41682476	17.45868619	17.45122649	17.50418141	17.51162219	17.58114121	17.61277432	17.63777395	17.67362528	17.6961471	17.77059458	17.80254012	17.85585273	17.88733018	17.9362174	17.94018445	18.00260219	17.95511296	17.97206685	18.03035568	18.05511917	18.08835196	18.10417187	18.14782573	18.17930823	18.2282667	18.26555193	18.31055411	18.33846757	18.36314129	18.38457248	18.43193234	18.43491594	18.48769332	18.53091883	18.53086354	18.55836478	18.64063439	18.67641647	18.70261915	18.73075587	18.74295903	18.75471525	18.75692523	18.78375778	18.76880895	18.78223017	18.78275376	18.78453865	18.7539665	18.73187133	18.73478519	18.67776795	18.75353546	18.67565069	18.68895224	18.73205602	18.75740321	18.74103885	18.83332865	18.81790735	18.8560104	18.83109819	18.89989711	0.5608862156	0.3667259538	0.3187145923	0.3611246095	0.3889941148	0.3524538234	0.2849959878	0.2342961346	0.2100474209	0.2125354833	0.2328230714	0.2596549325	0.2731818651	0.2200049758	0.1591450175	0.1100811661	0.0688743221	0.04342378971	0.03554054455	0.04155156019	0.05064747654	0.06185111308	0.0627739292	0.05446882858	0.04434619109	0.04362371819	0.04319235837	0.04887273777	0.0572296768	0.06128410183	0.051144377	0.03640145557	0.02243268914	0.01067710799	0.001808309495	-0.004436945327	-0.0004311359492	-0.0149050179	-0.02388380753	-0.0341467632	-0.04606091563	-0.06512809439	-0.09152240177	-0.1235266976	-0.1538140463	-0.1739188899	-0.1859239734	-0.189457218	-0.189421513	-0.1938877976	-0.2040575168	-0.2151555707	-0.2270064629	-0.2428275825	-0.2570432874	-0.2728627024	-0.2880723972	-0.2999409942	-0.308696288	-0.3169943755	-0.3274033428	-0.3407693815	-0.3544484412	-0.3770069961	-0.4032889625	-0.4375757881	-0.4878900318	-0.5602927553	-0.6514900398	-0.7588795404	-0.8889446276	-1.038812627	-1.207652948	-1.395616573	-1.589318735	-1.785043876	-1.976385556	-2.147044041	-2.280733344	-2.373882646	-2.427709778	-2.455967406	-2.456303077	
2341948	16.64208349	16.73096888	16.46613063	16.66526127	16.66664582	16.63956831	16.89544194	16.86894373	16.88602607	16.86516846	16.91913204	16.97972717	16.91478934	17.02840043	17.05974899	17.09001929	17.10720178	17.17467251	17.19546801	17.25542121	17.30620168	17.290851	17.35183931	17.35124628	17.42730983	17.48296279	17.49744894	17.54126876	17.58275141	17.63500583	17.68696408	17.69556291	17.75752591	17.80022847	17.84090424	17.87510507	17.79564379	17.81714942	17.84973978	17.89595647	17.93067695	17.93108187	17.97568161	18.0075317	18.03909624	18.09390023	18.13929487	18.14971616	18.17353489	18.21084021	18.26524284	18.25653768	18.32295674	18.3627866	18.34947349	18.38176483	18.47763444	18.48549093	18.51575581	18.53543857	18.57828104	18.56812682	18.60136046	18.58986558	18.56383358	18.61230063	18.58385133	18.609951	18.52603728	18.55130427	18.58530805	18.51278967	18.56858777	18.54277097	18.53723658	18.60340558	18.61290974	18.63577194	18.66107171	18.75589199	18.72485266	18.76004143	18.825654	1.029684182	0.7126051287	0.6032994551	0.5758115721	0.5684680703	0.4948949969	0.4130056352	0.3344663946	0.3029519753	0.2913581874	0.2991975294	0.3201745923	0.3288278493	0.2693394897	0.2028648172	0.1482635684	0.1053896207	0.07466761286	0.06509298707	0.06753108624	0.07508326399	0.08443982847	0.08262138765	0.07308456956	0.0628999236	0.05845125803	0.05851784763	0.06267675344	0.0707692599	0.07505664209	0.06249473299	0.04757054819	0.03282352858	0.02042242705	0.01104406931	0.004813179184	0.007302158908	-0.007678387283	-0.0169622633	-0.02758204671	-0.04044171623	-0.05808231965	-0.08570070577	-0.118120409	-0.1482861836	-0.1694493862	-0.1809718786	-0.1843759253	-0.1844973768	-0.1889758776	-0.199001062	-0.210041269	-0.2221156004	-0.2376055833	-0.2525213932	-0.2676682983	-0.2821240924	-0.2956043303	-0.3025410821	-0.3112570882	-0.3219732768	-0.3339408646	-0.3490075059	-0.3711149536	-0.397456158	-0.431723673	-0.4800432174	-0.5532364791	-0.642883503	-0.7502711639	-0.8806439948	-1.029705082	-1.197529099	-1.384779144	-1.578517651	-1.773718511	-1.964729692	-2.134366095	-2.268238919	-2.359672595	-2.412341077	-2.439638932	-2.440455732	
2342197	16.43936571	16.90120636	16.59990173	16.44297976	16.76732629	16.72378018	16.81780351	16.93743857	16.82762955	16.81455335	16.87324578	16.93694651	16.95046401	16.95629029	17.09418406	17.09058546	17.07796109	17.12353616	17.17277345	17.23206213	17.30696261	17.23209878	17.3151341	17.38570498	17.3945665	17.43580549	17.48258868	17.51188533	17.56840955	17.62223025	17.66151392	17.67201164	17.74578949	17.7667574	17.82009772	17.86520457	17.66197928	17.6861351	17.7301478	17.7600548	17.79760162	17.8170533	17.86190036	17.9028563	17.9433343	17.98931793	18.05169427	18.06262554	18.09471342	18.11381142	18.17542219	18.17449075	18.24779323	18.28577451	18.28109473	18.3108633	18.40394233	18.40994516	18.43776109	18.47666768	18.50394489	18.49112302	18.519979	18.53210209	18.50315625	18.54686836	18.56626769	18.53460277	18.50550612	18.50734701	18.51289399	18.46002749	18.53801969	18.47719375	18.46281766	18.56034985	18.56612346	18.63699343	18.60512498	18.63557237	18.72485137	18.62493036	18.7527797	1.827340019	1.296886753	1.021800041	0.9018266032	0.8373797773	0.7354864843	0.5999946405	0.4910910123	0.4393245175	0.4077626127	0.4032820592	0.4110529979	0.4159037332	0.3414108766	0.2700733147	0.2075543468	0.1555198305	0.122376675	0.1060542867	0.1035028151	0.1102459076	0.1173188847	0.1130137373	0.1000668552	0.08731279934	0.08263911102	0.08148910148	0.08396616088	0.08978673196	0.09256713219	0.07935723784	0.06368774832	0.04870181742	0.03374317428	0.02306150195	0.01675184422	0.0178881762	0.002392647396	-0.00731722918	-0.01815070539	-0.03116617502	-0.05047435337	-0.07708989385	-0.1096433805	-0.140562244	-0.1619017084	-0.1734844388	-0.1762387166	-0.176944981	-0.1816926628	-0.1923368201	-0.203311356	-0.2149049887	-0.2307235036	-0.2451362624	-0.2598395663	-0.2750397385	-0.2871645181	-0.2956218415	-0.3036684147	-0.3138272374	-0.3259914417	-0.3398076183	-0.3610624059	-0.3884127703	-0.4216476533	-0.4703319968	-0.5426781744	-0.6323770402	-0.7391215544	-0.8682317136	-1.017445825	-1.18481634	-1.37012557	-1.56291247	-1.757097058	-1.947777036	-2.117091363	-2.248351349	-2.338797118	-2.390406766	-2.41750257	-2.415817528	
2342447	16.44314521	16.41391617	16.46874244	16.33630719	16.66473206	16.55543377	16.7415923	16.74158246	16.77007486	16.71428202	16.78218621	16.81209504	16.87428193	16.95832692	16.92965602	16.97004068	16.96963039	17.07162222	17.10066822	17.07818455	17.18233414	17.19434863	17.22368089	17.26484856	17.31183709	17.35696685	17.36414934	17.44083295	17.47315455	17.53064821	17.56297801	17.58929107	17.64336596	17.67895742	17.71374638	17.75268939	17.65257877	17.66829408	17.72188341	17.7424638	17.77094183	17.78243025	17.82721659	17.86852154	17.89205177	17.92955185	17.9748167	18.00285953	18.0259134	18.0446954	18.09612634	18.10240132	18.16461155	18.19200872	18.19472654	18.22200156	18.30993352	18.3350819	18.37018058	18.37230755	18.39631751	18.39048893	18.43953106	18.43279539	18.41287156	18.43356436	18.46258341	18.44287236	18.40721551	18.42060354	18.44044341	18.38018918	18.47875972	18.4123598	18.42662869	18.47810299	18.5198806	18.53360852	18.60512533	18.57586082	18.66037776	18.62542847	18.68070596	2.492225823	1.714943701	1.332037254	1.144153113	1.037062057	0.8927401727	0.7285598445	0.6033818335	0.5328422033	0.4906992393	0.4760604084	0.4803487283	0.4678989274	0.3910244428	0.312637056	0.2444842745	0.1904334932	0.1527896975	0.1343338398	0.1308552259	0.1359261471	0.1391198633	0.1335104563	0.1196237864	0.1052793318	0.09810234252	0.09571363536	0.09773710013	0.1030372205	0.1046014796	0.09135686154	0.07333817774	0.05772728042	0.04296611465	0.03215358423	0.0259552662	0.02694378078	0.0109945369	0.001389483317	-0.009624546499	-0.02355874564	-0.04236903396	-0.07009219774	-0.1024271935	-0.1333668495	-0.1545283349	-0.1662675081	-0.16978693	-0.1707106542	-0.1751270036	-0.1856912715	-0.1970217408	-0.2089179825	-0.2242090427	-0.2390189877	-0.253643877	-0.2681596689	-0.2807185216	-0.2890561548	-0.2970072905	-0.3069345598	-0.3189478919	-0.3323855772	-0.353796923	-0.3798892344	-0.4132865639	-0.4616497281	-0.5337979423	-0.622785665	-0.7293340829	-0.8585030388	-1.006384555	-1.171699845	-1.358650699	-1.549376594	-1.744583548	-1.932530161	-2.101251945	-2.231993172	-2.323101104	-2.372691791	-2.396844296	-2.396252525	
2342698	16.26084108	16.25671481	16.2160492	16.4429806	16.3860862	16.4746233	16.46008525	16.61205603	16.60333799	16.71128266	16.73608975	16.69025812	16.79880834	16.85351758	16.89840349	16.88163124	16.91525781	16.922537	16.98427472	17.0347624	17.06111311	17.06150508	17.1173415	17.13006862	17.19960548	17.21897285	17.24861814	17.2875504	17.32696371	17.41639746	17.44148738	17.47441173	17.52202378	17.56195472	17.59016846	17.65276587	17.59679412	17.61402684	17.66758786	17.69831202	17.72789156	17.74824217	17.78461787	17.82601338	17.87496977	17.92108647	17.96661118	17.98594648	18.00931571	18.02747217	18.08757007	18.08526878	18.14638851	18.19200894	18.1853968	18.22214225	18.30043422	18.33522907	18.34835478	18.39538798	18.41963987	18.41524152	18.43953127	18.43372914	18.39808429	18.45008982	18.46323584	18.42450458	18.38775104	18.44230524	18.3939226	18.32886286	18.42127017	18.38080434	18.35353344	18.43635106	18.38427481	18.43197205	18.44140808	18.45945941	18.53536784	18.43026832	18.5398173	2.221959817	1.54895093	1.228553171	1.065258721	0.9772119557	0.8312059737	0.6755509676	0.5592224437	0.4951735684	0.4642175119	0.4528591433	0.4549936171	0.4467393745	0.36862292	0.2896498939	0.2240344423	0.1711625266	0.1379998045	0.1222310686	0.1204322451	0.1255816031	0.1291537868	0.1243227926	0.1091148526	0.09824974129	0.09267818176	0.09020308915	0.09251081926	0.0983861643	0.09938263163	0.08414270827	0.06754564392	0.05206537624	0.03717790516	0.02786900715	0.02118863623	0.02769527044	0.01199952072	0.002534472491	-0.009152206877	-0.02165369964	-0.0413878442	-0.06872083653	-0.1019656847	-0.132217042	-0.1538408679	-0.1650692524	-0.1694142603	-0.1698285892	-0.1746780799	-0.1849114565	-0.1959229677	-0.2080834473	-0.2234189875	-0.2378157613	-0.2532296865	-0.2678547996	-0.2800347014	-0.2873492542	-0.2957475627	-0.3068467798	-0.3181950295	-0.3317465049	-0.3531496993	-0.378666363	-0.412167921	-0.4603370532	-0.5336853885	-0.6220651841	-0.7298654529	-0.8575860362	-1.005197817	-1.171698694	-1.356904452	-1.549350565	-1.742803623	-1.931739421	-2.100600705	-2.2314337	-2.321963966	-2.372690281	-2.395397827	-2.394490122	
2342948	16.25706853	16.41391736	16.34174766	16.44075863	16.47422175	16.40038041	16.59756848	16.61458774	16.60109967	16.66359395	16.78128866	16.81128103	16.7623434	16.85351831	16.89840375	16.88219822	16.94287585	16.9470037	17.03114016	17.05662278	17.07992101	17.11745134	17.11767607	17.16389303	17.23105705	17.25044638	17.27692708	17.30143107	17.34049129	17.4034303	17.4414889	17.47421196	17.49990399	17.53040073	17.56008026	17.61338333	17.58722626	17.61371778	17.65901165	17.67228794	17.71913758	17.7312578	17.78475637	17.81756671	17.84181861	17.88753461	17.9327978	17.96084047	17.97530345	17.9937613	18.04442077	18.04132589	18.1099224	18.12797179	18.1200207	18.15440306	18.2290626	18.27210733	18.29423724	18.30400301	18.33675712	18.31681134	18.34823101	18.35030851	18.33927933	18.3551844	18.3782325	18.35298243	18.31130654	18.3158187	18.32328105	18.2781955	18.33494546	18.31749606	18.28307792	18.35590439	18.38427694	18.38452526	18.44140985	18.57541071	18.53536914	18.49427222	18.47091725	2.281325258	1.618429378	1.294021432	1.141600243	1.017020227	0.8483534557	0.6980148099	0.5758898475	0.5186797016	0.480496504	0.4724833432	0.4787512599	0.4551940097	0.3686886613	0.2895667559	0.2241376353	0.1739733991	0.1377832197	0.1279812741	0.1261364969	0.1327774653	0.1363126225	0.126650715	0.1117157838	0.1006528019	0.09491229435	0.09249985916	0.0971173535	0.1035114408	0.1004036624	0.08520565297	0.06867894443	0.05225234218	0.03876796403	0.02828791348	0.02271044735	0.02535917786	0.01040741212	0.00102880551	-0.009391992398	-0.02214908596	-0.04252935313	-0.06998641574	-0.1027834445	-0.133315072	-0.1545710563	-0.1655471074	-0.1686009359	-0.1698252535	-0.1765413728	-0.1865716194	-0.198232212	-0.2101113971	-0.2249690571	-0.238713984	-0.2537764806	-0.2681865105	-0.279971934	-0.2879214957	-0.2974680452	-0.3075344365	-0.3190303432	-0.3323108778	-0.3532177162	-0.3783889731	-0.4124253079	-0.463741592	-0.5357914499	-0.6247728889	-0.7318360699	-0.8600984011	-1.007101158	-1.172989798	-1.357832973	-1.548495153	-1.743865173	-1.933955167	-2.10177109	-2.2332296	-2.320479724	-2.371486976	-2.39492268	-2.394866114	
2343197	16.08303233	16.41391578	16.21604919	16.33630635	16.38226116	16.47627821	16.52676551	16.61332202	16.65627085	16.71228197	16.73698772	16.77106924	16.76159772	16.88543384	16.86616252	16.94073641	16.9691106	17.02226457	17.07720738	17.1220739	17.1611103	17.1748993	17.20570283	17.23049135	17.3118367	17.34093364	17.34952349	17.38419015	17.41922408	17.4798136	17.50145761	17.53103329	17.56547699	17.60398819	17.62101347	17.65276497	17.65273851	17.65917159	17.73029853	17.75102837	17.77995249	17.79116308	17.85313262	17.8774827	17.91787659	17.96346275	18.01741522	18.01984408	18.05165569	18.06212118	18.12281722	18.12053482	18.1919687	18.22984467	18.22340122	18.27134295	18.3516388	18.3776693	18.4252033	18.44147323	18.44359172	18.46538643	18.49286478	18.47516148	18.47178679	18.4822963	18.47993098	18.47894696	18.4265351	18.44154343	18.44098085	18.38162291	18.47845717	18.4444877	18.39076897	18.39610402	18.52026375	18.43319469	18.54909204	18.5179166	18.53536707	18.49377057	18.60885969	2.065365596	1.502206697	1.236406619	1.09468768	0.9639096187	0.7994748905	0.6489544929	0.5509699266	0.4928283802	0.4642145033	0.4635523589	0.469237028	0.4284477939	0.3438764408	0.2690748909	0.2036862017	0.15660274	0.1303468477	0.1193041233	0.1196835339	0.1281379377	0.1303299503	0.11932249	0.1066046476	0.0950021354	0.09028476985	0.08884915049	0.09425101184	0.1002360435	0.09593765442	0.0786377163	0.06262411016	0.04547037475	0.03315064209	0.02500542173	0.01966827594	0.02532593543	0.01104978389	0.002659915898	-0.008101704286	-0.02096775845	-0.04138939578	-0.06967056876	-0.1021726456	-0.1318679589	-0.1537964495	-0.1642597101	-0.1679604546	-0.1687706449	-0.1765092215	-0.1872706779	-0.1985079536	-0.2109507967	-0.2253553737	-0.2389659169	-0.2531502227	-0.2672427276	-0.2790218572	-0.2875202099	-0.2967602365	-0.3068718968	-0.3183309632	-0.33138262	-0.3519623052	-0.3777737269	-0.4109961201	-0.4632845239	-0.5362878003	-0.625407041	-0.7325944426	-0.8602321721	-1.006869138	-1.171957403	-1.355973474	-1.546678003	-1.742670878	-1.933498283	-2.101286646	-2.230553474	-2.320111954	-2.371278597	-2.389571506	-2.392674972	
2343447	16.07547691	16.11436459	16.21343566	16.33408144	16.47613111	16.39872228	16.59611939	16.61078955	16.49298234	16.61451085	16.6480949	16.65045729	16.76011085	16.75002609	16.80304094	16.82505382	16.83708494	16.9225352	16.93926231	17.01301638	17.06072993	17.02428137	17.11800686	17.13069462	17.16751698	17.18995839	17.24808841	17.26068057	17.31443016	17.37850615	17.42959878	17.45194854	17.48926675	17.54119354	17.57013992	17.61338033	17.52307633	17.55098914	17.58898005	17.63735906	17.66770959	17.68072922	17.73436509	17.76724945	17.8162058	17.86205966	17.90745748	17.93537152	17.95865832	17.97675251	18.04454837	18.04145575	18.11907331	18.1550561	18.14816092	18.18363344	18.24930506	18.28265586	18.32680007	18.33785214	18.36102877	18.34110499	18.38672002	18.39180218	18.33967102	18.38684646	18.37888227	18.37079734	18.3486224	18.35744862	18.34713951	18.30387565	18.36341164	18.3801687	18.31865659	18.35590224	18.38388865	18.38411354	18.44097665	18.5170132	18.53583906	18.49426716	18.60990652	0.8823626577	0.737378021	0.6659636814	0.6420255607	0.5908911114	0.4762200972	0.3791172431	0.3371102621	0.3095808324	0.3167871699	0.3351908936	0.3537189404	0.2988690756	0.228383395	0.1632677306	0.1119685242	0.07692322606	0.06332983445	0.06277148356	0.07314118533	0.08139966546	0.08614370768	0.07668253096	0.06595317408	0.06077619473	0.05949077577	0.06110119706	0.06786117047	0.07621377618	0.06774185904	0.0507898422	0.03626391566	0.02193765927	0.01126819869	0.00584149869	0.00273310249	0.01103696876	-0.001769507157	-0.01002081726	-0.01885185662	-0.03167415486	-0.05227509638	-0.08077138923	-0.1133760762	-0.1425063014	-0.1625787046	-0.173915555	-0.1763402329	-0.1775892349	-0.1874301861	-0.1984316049	-0.2095088287	-0.2216110552	-0.2357620103	-0.248875156	-0.2623988071	-0.2769648185	-0.2888619676	-0.2979492284	-0.3080896322	-0.3180583274	-0.3295441289	-0.3428343986	-0.3640629945	-0.3883595725	-0.4237758227	-0.4798191569	-0.5525578958	-0.6439300898	-0.7514416476	-0.8789538245	-1.025859421	-1.190312942	-1.374185848	-1.566580749	-1.765331597	-1.958053555	-2.127608848	-2.259114968	-2.347289729	-2.397907318	-2.420281145	-2.423649185	
2343698	15.90523958	16.25983556	16.3365223	16.33630635	16.47039148	16.39872299	16.38593376	16.48896936	16.44112194	16.51612119	16.60527706	16.49509775	16.61687001	16.61846177	16.65279178	16.68680015	16.75939322	16.75582653	16.82827834	16.82679239	16.8672804	16.88012215	16.92853571	16.95226061	16.98416821	17.01510655	17.05387039	17.06344827	17.08700236	17.16115454	17.19898798	17.22103048	17.24823188	17.28844782	17.31657211	17.35861285	17.29375336	17.32710328	17.37638891	17.40313003	17.44459855	17.44512845	17.49074504	17.52475139	17.57397384	17.61995579	17.65712393	17.68516734	17.70705158	17.71622679	17.77060749	17.78003542	17.83194927	17.87139367	17.86699563	17.91176293	17.98640375	18.01100055	18.04254001	18.06430549	18.07722204	18.07971513	18.08504599	18.09703042	18.07204323	18.0850235	18.10359242	18.09459894	18.0529104	18.01390875	18.07834512	17.98652641	18.03415822	18.04537341	17.94742301	18.04769542	18.04402631	18.10123616	18.13442206	18.13095782	18.18219664	18.18353763	18.20800206	0.05892302783	0.1696417577	0.2875375054	0.3205944675	0.2627704277	0.1907638506	0.1549278175	0.1537770427	0.1732294813	0.2047915845	0.2463308934	0.2431724218	0.1707315617	0.1136642815	0.0617197484	0.02522815964	0.00604093846	0.00640397688	0.01720754966	0.03374776333	0.04622780629	0.04703279106	0.03871149092	0.03294534396	0.0318791256	0.03322344948	0.04061729046	0.05155029716	0.05302612765	0.03810678862	0.02467588476	0.01120645315	-0.001277575867	-0.007979869558	-0.01048804663	-0.01064748379	-0.007897939101	-0.01799195168	-0.02341060275	-0.03107362015	-0.04577241765	-0.06724316498	-0.09529213424	-0.1264298434	-0.1548069593	-0.1743636404	-0.183496399	-0.1853491801	-0.1910394139	-0.2022757376	-0.2118667243	-0.2240152293	-0.2357608225	-0.2488521928	-0.2600346534	-0.2730805081	-0.2863503399	-0.2995185408	-0.3104170882	-0.3215242576	-0.3304791954	-0.3415575048	-0.3540425014	-0.3739826465	-0.3991413566	-0.4393882853	-0.4997078254	-0.5735108342	-0.665875362	-0.772045749	-0.9007561385	-1.044437031	-1.208053524	-1.393757355	-1.587241731	-1.789826197	-1.987027224	-2.156274169	-2.28536112	-2.375003775	-2.423777028	-2.444816914	-2.461503511	
2343948	16.07169609	16.26295466	16.21343567	16.33852961	16.4703918	16.47462259	16.38882139	16.48896938	16.54779519	16.56502635	16.64719694	16.65045699	16.65200217	16.68403715	16.74398165	16.74140697	16.73451593	16.80288626	16.82827852	16.86760934	16.90461367	16.89857235	16.96248295	16.98463473	17.01394811	17.05887899	17.0947569	17.11447785	17.16202177	17.23192465	17.25540671	17.2859504	17.33011527	17.37748858	17.38384547	17.44118099	17.42462673	17.42870959	17.49409978	17.51024274	17.53451637	17.54860982	17.59416481	17.62789925	17.67672468	17.70691179	17.74417009	17.77221361	17.80222565	17.81948207	17.85977046	17.86290822	17.92533735	17.94909916	17.96465072	18.00301914	18.06259669	18.08948031	18.12429016	18.14924001	18.16521866	18.16048597	18.19511864	18.21468091	18.15432381	18.17326256	18.19845876	18.17904024	18.14272845	18.13232574	18.16578066	18.10536494	18.19495241	18.13425516	18.14478955	18.16037914	18.25349868	18.19319462	18.18325329	18.23763103	18.35488558	18.24418725	18.27252751	-0.2983486614	-0.04743060882	0.09948592215	0.1085945608	0.06488184451	0.0322936238	0.04080582477	0.06499372185	0.1088512698	0.1669131729	0.1978364254	0.1367878012	0.07853544001	0.02496426971	-0.01194334862	-0.03256377534	-0.03455166254	-0.02221066215	-0.002649936481	0.01613269113	0.02175445114	0.02052918804	0.01451085275	0.01332824449	0.01610335673	0.02232640027	0.03290249993	0.04053522804	0.03150969953	0.01738669675	0.003627369207	-0.008039703114	-0.01682489664	-0.0197221089	-0.01913931026	-0.01657989376	-0.01876175318	-0.02531271594	-0.02887660727	-0.03694113374	-0.0519987443	-0.07508391168	-0.1022976774	-0.1323334796	-0.1598750177	-0.1784959178	-0.1858727471	-0.1906760361	-0.2001683548	-0.2114247671	-0.221881153	-0.2335757221	-0.24320604	-0.2546488916	-0.2650597836	-0.2773277507	-0.2906477029	-0.3056872877	-0.3174559744	-0.3277837946	-0.3370279351	-0.3464078399	-0.3592551924	-0.3775960707	-0.405735406	-0.4520341987	-0.5114386598	-0.5881208063	-0.6790810299	-0.7854371016	-0.9103761429	-1.053729027	-1.215872289	-1.400049843	-1.599273897	-1.804519602	-2.00082195	-2.16738773	-2.29831631	-2.383606966	-2.429305326	-2.458061875	-2.490212191	
2344197	16.4355849	15.97400049	16.09663735	16.23018201	16.2942835	16.31939677	16.45864361	16.37082358	16.44224266	16.46878445	16.47692435	16.60779283	16.54533024	16.61846235	16.65217197	16.68680038	16.70876058	16.73250429	16.7854496	16.82638223	16.82992701	16.86388609	16.89486981	16.9525757	16.98476019	17.01566645	17.04086339	17.11523018	17.12469718	17.19660607	17.24427205	17.25376339	17.2992591	17.33777127	17.35492869	17.38650473	17.27646336	17.29354599	17.34331677	17.37852042	17.41302946	17.42124972	17.46691806	17.5092318	17.54998207	17.59623349	17.64162965	17.66162469	17.69907274	17.72386611	17.77073808	17.77227672	17.84022842	17.86297339	17.86713396	17.90244282	17.9864044	18.01056014	18.04208443	18.05389566	18.07641023	18.07971573	18.09718642	18.09740454	18.05846159	18.07050517	18.10294115	18.09459994	18.0348544	17.99437842	18.05705232	18.01012675	18.08714061	18.0166008	18.01314782	18.08526894	18.08467001	18.19360367	18.13356427	18.18393965	18.18267018	18.18353965	18.27305208	-0.3870194799	-0.07651508806	0.02309955614	-0.009678628379	-0.03661557675	-0.03658567597	0.007098861596	0.04337745873	0.1088538518	0.1711204067	0.1444703764	0.07750810331	0.02533204308	-0.02242106059	-0.05236639067	-0.05888679394	-0.05094381937	-0.02864297704	-0.00525060565	0.01060871951	0.009222585103	0.006291411649	0.006147435923	0.008668518979	0.01205579181	0.02250440686	0.03265272226	0.03364591087	0.01979389055	0.00515957163	-0.007403419385	-0.01872951625	-0.0235963774	-0.02385697872	-0.02115978572	-0.01835324809	-0.02347391445	-0.02844718544	-0.03199447838	-0.04157408198	-0.0582084333	-0.07994309805	-0.10662897	-0.1359389384	-0.1625542317	-0.179608534	-0.1879199938	-0.1969998885	-0.2074527053	-0.2188075412	-0.2294337093	-0.2395651397	-0.2481967092	-0.2580004003	-0.2671177943	-0.2785813323	-0.2939923784	-0.3098845612	-0.32213194	-0.331524015	-0.3398969173	-0.3491014046	-0.3603974127	-0.3796939825	-0.4131046097	-0.4618733766	-0.5220714066	-0.598483735	-0.688339046	-0.792847389	-0.9160174775	-1.057083314	-1.219293506	-1.406328782	-1.608068516	-1.813567159	-2.00873248	-2.174926547	-2.302242518	-2.386230202	-2.43361939	-2.477022708	-2.513133528	
