Compass Release Candidate 1
ACS Meter																																																																														
53000011		; Serial number																																																																												
2495939	4.934944982	4.950693526	4.972297577	4.98938306	5.002034726	4.995617546	4.989171584	4.979575481	4.968711603	4.959292518	4.942154839	4.928888557	4.909605442	4.899254209	4.880040995	4.865433442	4.843540241	4.828288926	4.813449075	4.796310712	4.779489677	4.758411575	4.739802452	4.723050113	4.704429807	4.6837101	4.668134777	4.640650887	4.626646032	4.607110397	4.580777301	4.566489495	4.547912763	4.527904856	4.512626025	4.500523708	4.492194853	4.476593185	4.46214434	4.441818534	4.431760954	4.411264558	4.397239029	4.386858677	4.371696298	4.362117582	4.350620492	4.332149689	4.319533673	4.306894506	4.287576326	4.261320617	4.2684201	4.243709659	4.226283493	4.211493347	4.199575292	4.184189241	4.163081026	4.174918334	4.150903015	4.137593915	4.134576085	4.107417627	4.106395742	4.082630161	4.075716225	4.047604503	4.032798528	4.012110742	4.000349148	3.982060645	3.995961576	3.937518205	3.948232433	3.976147395	3.968939055	3.969257049	3.99297654	3.983592158	3.994350983	3.963944153	3.989763999	0.5146642664	0.6328514341	0.7399938639	0.6034304848	0.3508392847	0.1566654316	0.0267420408	-0.06167314357	-0.08811498137	-0.08128030778	-0.04659730141	-0.01047358275	0.01995076275	0.02140417304	0.01898624571	0.0157266639	0.02852040981	0.03800468945	0.05736072556	0.07698852709	0.07908442928	0.05897996017	0.03530853067	0.01389684307	-0.003430079481	-0.01382633675	-0.01604839911	-0.0103440602	-0.002631526549	0.002183391105	0.0009232825509	-0.0008905702108	-0.003750949907	-0.00334497271	-0.002292156543	0.001633877035	-0.005789523861	-0.01049108361	-0.01370550873	-0.02052152651	-0.03886121383	-0.06673618145	-0.09976755873	-0.1364728764	-0.1709067111	-0.1949450038	-0.2072451368	-0.2118333677	-0.2143388426	-0.2181222886	-0.2234649049	-0.2300126403	-0.2365648127	-0.2455892695	-0.254586394	-0.2653822516	-0.2780400963	-0.2945255149	-0.3103992837	-0.3245225647	-0.3404419187	-0.3576507461	-0.3763783939	-0.4019033701	-0.4327365589	-0.471374479	-0.52145322	-0.5907480658	-0.6753164236	-0.774789834	-0.8960523685	-1.035524287	-1.194830006	-1.375456335	-1.575808613	-1.787845774	-1.992862425	-2.176853281	-2.322835603	-2.425260523	-2.487337232	-2.522361485	-2.534176634	
2496188	4.934944982	4.950693526	4.967072233	4.987161455	4.994850484	4.994394856	4.98092911	4.980841103	4.963860177	4.952358256	4.938903237	4.920445282	4.903130954	4.892694898	4.87594642	4.859169224	4.839140977	4.824508502	4.809094148	4.792713605	4.776722468	4.753789495	4.734247446	4.717854825	4.699169617	4.679801942	4.66376645	4.638924641	4.624470937	4.605867632	4.580723314	4.566288637	4.547869448	4.529882569	4.515669652	4.502728374	4.480116905	4.465457166	4.451017682	4.432269273	4.422327587	4.402651202	4.388769529	4.379529177	4.365037151	4.356403714	4.345959009	4.327157315	4.314822217	4.302208244	4.282902626	4.256340175	4.264434998	4.239027778	4.221676525	4.208118517	4.197461909	4.181872206	4.160102106	4.173134331	4.150554179	4.136030652	4.132370932	4.106437962	4.104502959	4.082836757	4.076150418	4.048824982	4.032912456	4.014516984	4.00115541	3.981351739	3.995778262	3.938600042	3.951153918	3.976872952	3.969821931	3.973752293	3.997875455	3.986203758	3.99759642	3.9724784	3.992625179	0.569990183	0.7200008508	0.7689636079	0.56024518	0.3044985874	0.1262535442	-0.009634565274	-0.07813891219	-0.09187618497	-0.07799566475	-0.04188309934	-0.0004390897428	0.01995076275	0.02059900986	0.01694073301	0.01864335017	0.02879646003	0.04281148974	0.06140458714	0.08070485013	0.07658160949	0.05281152487	0.02963063372	0.009587785802	-0.007883131713	-0.01460265892	-0.01641099713	-0.009578499415	-0.001118277936	0.002260431575	0.0002900629512	-0.001865904634	-0.003328116804	-0.003149538321	-0.0004174973126	0.002342856431	-0.003487995927	-0.009999471736	-0.01291234814	-0.02029214898	-0.04020914982	-0.06808833346	-0.1017014888	-0.1383573647	-0.1716494187	-0.1948932267	-0.206664852	-0.211504134	-0.2135511428	-0.2180711597	-0.223258839	-0.23081588	-0.2361329814	-0.2456162569	-0.2539609802	-0.2644206305	-0.2770912464	-0.295253527	-0.3107899986	-0.3259881419	-0.3418766994	-0.3583314884	-0.3773088852	-0.4018132385	-0.431796659	-0.4705578308	-0.5222761242	-0.5907626663	-0.6759343592	-0.774890162	-0.8948120122	-1.034326933	-1.193171902	-1.373986196	-1.577925627	-1.790803957	-1.996814917	-2.179033642	-2.324245171	-2.425817839	-2.486949954	-2.521141291	-2.532474869	
2496438	4.949457481	4.971351072	4.976978372	4.98938222	4.998211834	5.00015456	4.983812908	4.982986971	4.971699494	4.958644596	4.948661324	4.93051444	4.908435472	4.897897295	4.882852686	4.865999459	4.848200531	4.829473569	4.814538185	4.79813458	4.78187702	4.758411058	4.739468881	4.723049474	4.706410215	4.683430414	4.6688314	4.642702889	4.628584165	4.608924177	4.584277914	4.570843836	4.552163904	4.53252418	4.518014658	4.505469268	4.50546219	4.49059375	4.476707933	4.456468941	4.447292186	4.42723627	4.413518576	4.404454512	4.390329628	4.381220582	4.37030062	4.351731427	4.339601171	4.327228182	4.308148433	4.282229443	4.289525549	4.264743957	4.247964288	4.23360115	4.221813893	4.20630273	4.185406276	4.198118874	4.17604234	4.161066798	4.158879948	4.131966562	4.130469342	4.108579628	4.101716242	4.073604921	4.060097401	4.040497443	4.027672571	4.010660687	4.024363325	3.965907685	3.975282444	4.002941574	3.997663248	3.999479837	4.025336464	4.014776753	4.024126798	3.995476077	4.021768642	0.5675713237	0.7321710586	0.7560431509	0.4864589155	0.2587203786	0.07534917752	-0.04015920695	-0.09921157859	-0.1083187641	-0.08888442479	-0.04547992249	-0.004855007458	0.01759710759	0.01360929668	0.007426521144	0.01510256465	0.02782365304	0.04103757633	0.06059171696	0.08219738598	0.06889789746	0.04716112751	0.0246608458	0.00329044653	-0.01204908092	-0.01789171703	-0.01668627648	-0.01068180091	-0.001756882785	0.0006855947668	-0.0004759192456	-0.003625951852	-0.004978579007	-0.003973210951	-0.001074564445	0.003292637476	-0.00466941532	-0.009737439781	-0.01147968086	-0.02087214957	-0.04223110961	-0.06987482749	-0.1030076456	-0.1397239142	-0.1728384973	-0.1952777471	-0.2070527246	-0.211556418	-0.2137916481	-0.2181056303	-0.224355607	-0.2308469056	-0.2366193478	-0.2455364899	-0.2543449706	-0.2638166435	-0.2771989585	-0.2971465514	-0.3127763878	-0.3283139582	-0.3433785185	-0.359864646	-0.3777290216	-0.4024746495	-0.4325660716	-0.47065723	-0.5230445534	-0.591735793	-0.6760604316	-0.7754363789	-0.8958278576	-1.034583824	-1.191650682	-1.375333563	-1.580885788	-1.794077704	-2.000299568	-2.182724027	-2.326541934	-2.427115049	-2.487537867	-2.520131736	-2.533754164	
2496689	4.985147411	5.006201175	5.018401991	5.045240801	5.042564453	5.046191528	5.036101816	5.028869113	5.01982064	5.005550257	4.995185909	4.974834864	4.953825681	4.947063447	4.927491085	4.91589514	4.895914412	4.877657511	4.862328204	4.847574249	4.828522932	4.804936649	4.786932053	4.769237982	4.75266929	4.731288389	4.714419749	4.6885398	4.675350135	4.655868254	4.629568975	4.615940861	4.596318718	4.577398137	4.562950569	4.550592561	4.53250998	4.516944136	4.503105604	4.483536435	4.474345442	4.454260628	4.43992744	4.430553069	4.416418483	4.406506562	4.395515414	4.376953703	4.364386564	4.351570859	4.332408927	4.306307546	4.31390399	4.288199855	4.271514984	4.25764757	4.245612263	4.23073887	4.209883256	4.221474237	4.199663533	4.185346023	4.182068111	4.157139242	4.156757911	4.1336043	4.127050064	4.099917149	4.085842867	4.066644893	4.053023175	4.035593973	4.051870509	3.993079032	4.005128946	4.03138742	4.022925025	4.029000653	4.04963932	4.041087777	4.050356659	4.025303316	4.048762337	0.5723964229	0.7571299023	0.7490605209	0.4493466969	0.2174922154	0.05581044277	-0.06253358343	-0.1155231132	-0.1189829586	-0.08862049962	-0.04390662768	-0.007862290742	0.009842581501	0.009238066733	0.004366272608	0.01218889791	0.02407309736	0.04090998587	0.06406410539	0.08134230147	0.06217799662	0.04237862869	0.02076082584	0.001395157107	-0.01454545112	-0.01877820648	-0.01794990638	-0.009242452169	-0.001276929829	-0.0002889927149	-0.001873218502	-0.00533509411	-0.005114083079	-0.003611604307	0.0001447006812	0.003259184357	-0.004550321392	-0.008810913334	-0.01159044969	-0.02197481695	-0.04441268319	-0.07171231189	-0.1045736142	-0.1409410023	-0.1736766341	-0.1960024639	-0.2079164925	-0.2115558204	-0.2138260731	-0.2191549833	-0.2255126581	-0.231485851	-0.2368345065	-0.2456983631	-0.2534982773	-0.2638718888	-0.2783432022	-0.2986136925	-0.3150459115	-0.3290846405	-0.344727102	-0.3611731506	-0.3782011704	-0.4035972837	-0.4316252586	-0.470851191	-0.5235057018	-0.5926289082	-0.6763752169	-0.7760655314	-0.8951462275	-1.03456757	-1.191395556	-1.376676844	-1.584233908	-1.797345038	-2.00517995	-2.185878339	-2.329176139	-2.429137329	-2.48791565	-2.520329075	-2.533339391	
2496939	4.99981014	5.024449197	5.043217237	5.055538348	5.063954565	5.062928094	5.052005828	5.053101109	5.039937641	5.026026921	5.011019431	4.995748453	4.976350022	4.964661218	4.949828547	4.933883926	4.912999793	4.894967884	4.878461733	4.861401621	4.841969241	4.821740295	4.800808119	4.783221969	4.765234805	4.743177114	4.726472662	4.701627071	4.687166572	4.665971905	4.64112548	4.626387995	4.608282629	4.587887598	4.574654145	4.562344708	4.545107073	4.529564894	4.515679875	4.495762728	4.485929508	4.465775053	4.452180891	4.442843146	4.428409643	4.419197426	4.408183609	4.38988475	4.378120355	4.365951192	4.346901484	4.320241387	4.32807112	4.302407378	4.285802015	4.270920394	4.258992074	4.243489569	4.223041626	4.235948021	4.213335149	4.197534432	4.196147842	4.169735451	4.167918232	4.145198215	4.138917157	4.111231318	4.096348924	4.075933918	4.064813944	4.046667975	4.061252768	4.003127939	4.014672225	4.041050939	4.034349534	4.037496767	4.060725928	4.04951286	4.061886159	4.033472908	4.056131933	0.5477515123	0.7304865871	0.7143036417	0.3922370743	0.1806600385	0.005089105405	-0.08927116876	-0.1367387825	-0.1310380717	-0.09568829793	-0.04705194059	-0.01227583972	0.004797659777	0.001132326409	-0.001912013756	0.007433381224	0.02268438033	0.03952041341	0.06418094813	0.07624051522	0.05832132384	0.03653977236	0.0151994108	-0.003992528296	-0.01828835843	-0.02254378191	-0.01894922564	-0.01093689812	-0.003192656509	-0.001331728613	-0.004536836961	-0.005716089065	-0.006272867745	-0.004073617043	-0.00113732229	0.003232257584	-0.005575603969	-0.01013185317	-0.01171623428	-0.0234929809	-0.04610194193	-0.07419871814	-0.1064512516	-0.1428195892	-0.1753619226	-0.1973599924	-0.2081883623	-0.2120247356	-0.2140850177	-0.2205091863	-0.2265052779	-0.2322145759	-0.2377233638	-0.2461873983	-0.254124519	-0.2641475588	-0.279398414	-0.2999046976	-0.3162742646	-0.3311786461	-0.3473240797	-0.362398222	-0.3789037237	-0.4031492796	-0.432487487	-0.4714587655	-0.5243739413	-0.5946000583	-0.6790246924	-0.7777843073	-0.8964019202	-1.034696	-1.192547969	-1.378953733	-1.586644065	-1.801502438	-2.007254442	-2.18988371	-2.332694941	-2.431898587	-2.490627055	-2.522165393	-2.534616556	
2497188	5.065742879	5.075146629	5.083107973	5.091108965	5.1070801	5.096653742	5.092043294	5.086709232	5.069351468	5.061456297	5.048006988	5.033249312	5.007583175	5.000513667	4.980964026	4.96648497	4.947099997	4.927150481	4.911148803	4.895164379	4.878327541	4.855359587	4.836729529	4.820017766	4.803216268	4.781836623	4.767067967	4.739546317	4.725850629	4.705910155	4.679390442	4.665297388	4.646671042	4.628519365	4.613170259	4.601540219	4.596571646	4.58148792	4.567348681	4.547835074	4.538583528	4.518473444	4.504303673	4.494854645	4.48016317	4.471537796	4.460654623	4.44177277	4.429879758	4.417405338	4.398632031	4.372673447	4.379513766	4.354575445	4.338197058	4.323979209	4.312632519	4.297042114	4.277049213	4.288257485	4.265167714	4.25140702	4.248533678	4.221218252	4.220797391	4.198062941	4.190109773	4.16377869	4.148167123	4.12870793	4.116484789	4.098305615	4.111608561	4.053754248	4.066445585	4.092692457	4.083884641	4.087885773	4.111832481	4.098505278	4.107866972	4.083352471	4.105712173	0.6347588153	0.827107085	0.6926087544	0.346097897	0.1403632821	-0.01372243674	-0.1144668178	-0.1459910985	-0.1183859618	-0.09065645591	-0.03423995435	-0.006657354718	0.00227405004	0.001473741163	-3.986533562e-05	0.011264125	0.02782147379	0.04647698439	0.07066690018	0.07709418026	0.05425416199	0.03282594352	0.01053687685	-0.007034536028	-0.01902585303	-0.02167935172	-0.01632615024	-0.008394938657	-0.00104165041	-0.0014887562	-0.004670123228	-0.005599441101	-0.005539768339	-0.003513910873	0.0003907857635	0.005097802979	-0.003833399286	-0.007870242904	-0.01110551042	-0.02419420232	-0.04694519977	-0.07431174477	-0.1077077827	-0.1437345132	-0.1751199183	-0.1964926148	-0.2073392281	-0.2104836407	-0.2140532907	-0.2197333894	-0.2263744086	-0.2317351906	-0.2371608772	-0.2451603752	-0.252303593	-0.262721551	-0.280849159	-0.3007313654	-0.3168512741	-0.3322266475	-0.3469807755	-0.3627088997	-0.3785221371	-0.4021649648	-0.4314430433	-0.470841826	-0.5241046268	-0.5940141041	-0.6780144611	-0.7767164377	-0.8943808176	-1.032433889	-1.18938766	-1.379120872	-1.589155605	-1.803288557	-2.008536601	-2.190738203	-2.332874022	-2.431168694	-2.488509402	-2.51870996	-2.533980062	
2497438	5.054681813	5.063012362	5.083107987	5.108234649	5.09975432	5.102965369	5.093490107	5.091479099	5.077726677	5.064890795	5.049527823	5.03514824	5.010764604	5.003398208	4.985184444	4.97030753	4.948720696	4.932752314	4.919858627	4.903602482	4.885325728	4.865352234	4.844061021	4.827457794	4.810223728	4.78852447	4.770574457	4.745112771	4.731670349	4.710763467	4.685826745	4.670642969	4.65277588	4.632524501	4.618699567	4.605520903	4.583167415	4.56720418	4.553609499	4.532846841	4.523391026	4.503394271	4.488729459	4.478743178	4.464764135	4.45537124	4.444395969	4.425392588	4.413316275	4.400556629	4.381827074	4.355318697	4.361668901	4.336833402	4.320205745	4.305726545	4.293581628	4.278464478	4.256971081	4.270409672	4.247334279	4.232446579	4.229184589	4.203494957	4.202528912	4.179326622	4.172768897	4.145752168	4.130937656	4.112203519	4.09890281	4.079661468	4.09435199	4.035827051	4.049778244	4.074692231	4.066035951	4.07233254	4.091140153	4.083901966	4.094540988	4.068074064	4.08789565	0.671547119	0.8635140015	0.6975711197	0.3410257396	0.124153298	-0.01667815588	-0.1113932327	-0.1383706625	-0.1203894883	-0.08154019312	-0.03108201266	-0.002235722552	0.007681073992	0.0001734335625	0.002327602568	0.01356074231	0.03046451677	0.04964585306	0.07182940409	0.07549459616	0.05135668104	0.03113568109	0.01102660905	-0.007579014092	-0.0175834921	-0.02090015287	-0.01641099713	-0.007205537147	-0.0004806244993	-0.0009543527753	-0.003680540423	-0.004337943068	-0.004732243993	-0.002457037526	0.001676265668	0.006347548243	-0.003724953337	-0.006905585763	-0.009905377246	-0.02471439901	-0.0478369794	-0.07554950914	-0.1079643462	-0.1435266193	-0.1753608892	-0.195856885	-0.2070126365	-0.2105815639	-0.2141506826	-0.2199153204	-0.2262352518	-0.2316484481	-0.2365648127	-0.2442593127	-0.2518636385	-0.2623031822	-0.2809824324	-0.3011924377	-0.3173563352	-0.3331617188	-0.3472740015	-0.3618856689	-0.3784288267	-0.4017230941	-0.4301519672	-0.4702133698	-0.5242854693	-0.5940071189	-0.6774856724	-0.7758636307	-0.8941314121	-1.030860471	-1.18887145	-1.381763308	-1.589986925	-1.804028419	-2.010876617	-2.191890517	-2.332520068	-2.42876742	-2.486562639	-2.517279971	-2.532693781	
2497689	5.054681249	5.081070886	5.105643256	5.110144035	5.121463694	5.116959199	5.111060801	5.107780467	5.090866744	5.084957009	5.067125526	5.054987904	5.029201644	5.020144294	5.002980176	4.987005695	4.967887487	4.94881338	4.936909466	4.919491062	4.902229937	4.880288841	4.859911981	4.843815423	4.826791065	4.805566316	4.788734132	4.762376638	4.747897311	4.727980767	4.702461228	4.688050735	4.669825738	4.65067557	4.635676271	4.623242716	4.609382595	4.594545601	4.580348642	4.560883357	4.550162561	4.530662108	4.516256527	4.505621991	4.491190594	4.481503309	4.469961725	4.451457468	4.439032302	4.426775739	4.40769526	4.381580284	4.388779305	4.363174736	4.347256704	4.331854639	4.319905569	4.304029701	4.283223882	4.29503793	4.272613104	4.259159589	4.254454804	4.228668458	4.227977152	4.204141404	4.197654083	4.170432776	4.155511523	4.135659323	4.123735183	4.104596004	4.119617841	4.061708025	4.073149745	4.09879704	4.09001809	4.091030737	4.119251623	4.104362138	4.114549108	4.08663976	4.111843422	0.6972292487	0.890999372	0.6371561657	0.3056692392	0.09619373299	-0.05277271349	-0.1280193571	-0.1506028631	-0.1227018188	-0.07596535102	-0.02950507318	-0.0006341676087	0.0008370582956	-0.003394595196	0.001307778767	0.01311023846	0.02865803027	0.05116575569	0.07530992207	0.07125685286	0.04719000148	0.02689947368	0.004019267583	-0.01136385697	-0.02017277475	-0.021288287	-0.01641147829	-0.006355019439	-0.0009606096982	-0.002383311922	-0.004387975318	-0.005644580213	-0.005536620798	-0.002652817391	0.001550512277	0.006434273955	-0.003265075184	-0.006906051149	-0.009724738692	-0.02576245531	-0.0482876943	-0.07565857459	-0.1088507181	-0.1442403752	-0.1750646149	-0.1963961841	-0.2063422745	-0.2101648064	-0.2144766293	-0.2199159771	-0.2263186493	-0.2319168059	-0.2368062468	-0.2449386252	-0.2515108463	-0.262609684	-0.2820704279	-0.3021338899	-0.3182976335	-0.3336013752	-0.3476583344	-0.3628397837	-0.3784297614	-0.4018889429	-0.4297296465	-0.4707688648	-0.5251092466	-0.5950844665	-0.6778023714	-0.7752205034	-0.8939056654	-1.030382193	-1.188228399	-1.3820503	-1.591388328	-1.80551186	-2.011684148	-2.192558328	-2.333913349	-2.428949543	-2.486366313	-2.516467092	-2.53248869	
2497939	5.084187917	5.096092006	5.123080856	5.142584864	5.156161411	5.14343896	5.135114123	5.129972125	5.113957675	5.10835456	5.091500574	5.07798011	5.056139765	5.047512442	5.028387231	5.015371679	4.993121444	4.977060482	4.967804767	4.950215939	4.932030371	4.909087913	4.891129297	4.87563941	4.856700207	4.835240084	4.818722497	4.7933559	4.779181732	4.759613403	4.734088848	4.719488263	4.700169719	4.681246188	4.66651395	4.652774976	4.64266206	4.62802372	4.614136714	4.593181482	4.582910912	4.563086493	4.547925242	4.53823861	4.522759117	4.513812661	4.502044648	4.482965548	4.470595901	4.457592885	4.437158975	4.410768698	4.417612993	4.392470861	4.374857888	4.360222426	4.348963388	4.332878162	4.311789847	4.324196489	4.300315504	4.28632051	4.283161078	4.25539795	4.254385782	4.230977294	4.224011224	4.197442154	4.181878868	4.161735834	4.148732053	4.131614947	4.147287241	4.088583544	4.102029498	4.127927326	4.119258951	4.122617724	4.146066307	4.137184315	4.14333297	4.121194712	4.140305193	0.746498507	0.8950772106	0.5656226401	0.2653976122	0.0526463374	-0.08253949245	-0.1526863296	-0.1575195528	-0.1250172055	-0.07470761477	-0.02362549431	-0.005248572719	-5.896752417e-05	-0.006788401176	-0.002239553997	0.01218707572	0.03171944624	0.05306906439	0.07519314521	0.06605641817	0.04324350579	0.02203157259	-0.0005565811013	-0.01539461948	-0.02234693081	-0.02186245042	-0.01487424876	-0.006947670747	-0.001281054168	-0.002750662158	-0.006213640272	-0.006262459076	-0.005851514527	-0.002719335596	0.002455242635	0.007176261469	-0.002783234369	-0.005717547403	-0.01056120733	-0.02820720348	-0.0506368467	-0.07868292835	-0.1109912919	-0.1455575581	-0.1757036535	-0.1956207406	-0.2060598025	-0.210166599	-0.2143765439	-0.2208981256	-0.2268579572	-0.231918989	-0.2367552723	-0.2443981594	-0.2503946606	-0.2629124838	-0.2830111346	-0.3035658202	-0.3198124266	-0.3351488525	-0.3492249148	-0.3635392006	-0.3786770023	-0.4009332337	-0.4306878765	-0.4711312583	-0.5268015128	-0.595298343	-0.6785190489	-0.7766126553	-0.8930161413	-1.029682372	-1.18874014	-1.387135839	-1.594485929	-1.809958892	-2.017189125	-2.196396288	-2.334455268	-2.430427748	-2.484442211	-2.51768284	-2.534194267	
2498188	5.121535737	5.13262273	5.148486474	5.154909111	5.172657534	5.162308332	5.155754585	5.147967239	5.135364011	5.124125025	5.108891917	5.093605813	5.068063682	5.06398858	5.043722074	5.026880551	5.012709819	4.990342526	4.977316312	4.958972172	4.941813251	4.918321447	4.901533274	4.883677755	4.866391983	4.844609306	4.828319964	4.802489808	4.787340046	4.76845794	4.741751064	4.727655057	4.70939127	4.689453222	4.676295955	4.663000069	4.655745428	4.641116725	4.627406755	4.607554288	4.598147219	4.577870333	4.563217401	4.55333803	4.539221305	4.530511463	4.519126897	4.500267608	4.488235073	4.475680824	4.456054795	4.429394298	4.437321965	4.412854075	4.395358471	4.381105462	4.368587315	4.352627941	4.331996605	4.343999133	4.32101827	4.307040406	4.303781501	4.27680932	4.27525041	4.253707393	4.245710236	4.218932753	4.203710159	4.183564607	4.170031424	4.153764857	4.168058961	4.108856747	4.121307665	4.148505539	4.141421823	4.144741691	4.167478708	4.156324031	4.166705731	4.140466241	4.162132572	0.7640367887	0.8472299476	0.4915913165	0.2010114453	0.005973005968	-0.1170300941	-0.1825883357	-0.1709505005	-0.1327335703	-0.08180032566	-0.02656604041	-0.01367871113	-0.0111779897	-0.01356212951	-0.007000549146	0.009577644513	0.02838229117	0.05636688406	0.07322143473	0.05843839104	0.03572826958	0.01380011942	-0.004775384809	-0.01966293937	-0.02505624986	-0.02313227347	-0.01686182835	-0.00703382399	-0.002551100582	-0.005671691908	-0.006826327831	-0.007543034253	-0.005713297404	-0.002421451783	0.002582567988	0.006850288804	-0.003300892308	-0.005772655242	-0.01140905633	-0.02989431844	-0.05259681153	-0.08062355231	-0.1124465585	-0.1464149805	-0.1768445137	-0.1969757552	-0.206677197	-0.2104424504	-0.2147691208	-0.2218937339	-0.2276092582	-0.2323990936	-0.2369151592	-0.2442050176	-0.2511014543	-0.2634026874	-0.2850321762	-0.3052721327	-0.3222186883	-0.3374199959	-0.3503042506	-0.3640106018	-0.3788467368	-0.4020682471	-0.4311227448	-0.4721234039	-0.5276490953	-0.595990419	-0.6792554251	-0.7762930687	-0.8933445725	-1.028511436	-1.190531428	-1.388897715	-1.597291444	-1.813800773	-2.019875661	-2.198557344	-2.335338192	-2.430241395	-2.486373128	-2.516872826	-2.537163861	
2498438	5.13278581	5.157248362	5.171409167	5.195903207	5.198388514	5.190777144	5.18157123	5.180095891	5.16551846	5.161147631	5.143395727	5.12454549	5.104787478	5.097137977	5.081574497	5.068656217	5.051013582	5.034251713	5.017933773	5.001366388	4.98587604	4.962816111	4.943095656	4.927206181	4.911661621	4.888544016	4.87265647	4.846231573	4.833038156	4.814643124	4.788750693	4.775031076	4.755992536	4.738212431	4.722645446	4.709441799	4.691642206	4.675627204	4.661632447	4.641981298	4.632087591	4.611428174	4.597211826	4.587307904	4.572353228	4.564087178	4.552526107	4.533987832	4.522122616	4.509489421	4.490379827	4.46430048	4.471540309	4.446446972	4.429495887	4.415797097	4.403745682	4.388919809	4.367223592	4.379595703	4.356989238	4.344214448	4.341022941	4.314748783	4.314291506	4.291963359	4.284534511	4.257553302	4.243137928	4.22389446	4.210540926	4.19497715	4.20901088	4.149915598	4.163202246	4.187232819	4.179578657	4.183751638	4.207167316	4.196943623	4.207084148	4.180164344	4.200714393	0.9890051904	1.021839868	0.6236340965	0.2853390322	0.06842683893	-0.06213627866	-0.1276545181	-0.1340861341	-0.09390049806	-0.04571068427	-0.002800863863	0.01346387128	0.009841011753	0.005664378255	0.01151069454	0.02710150473	0.04718214693	0.06945412174	0.08739353286	0.07136620886	0.04671822196	0.02435937726	0.004431283945	-0.01016899558	-0.01716945562	-0.01759643059	-0.00942986163	-0.001424836442	0.002228384451	-0.0002899511295	-0.001726169041	-0.003458036722	-0.001298234633	0.002392431659	0.006240819202	0.01124570801	5.068696697e-05	-0.003488864794	-0.009293341305	-0.02808713601	-0.05058212783	-0.07841214942	-0.1106780388	-0.1448495289	-0.1750216443	-0.1941693498	-0.2047416894	-0.2084451633	-0.2133650001	-0.2202721077	-0.2255140385	-0.2306616516	-0.2354908539	-0.2418180012	-0.2488138294	-0.262030838	-0.2831491538	-0.3033650014	-0.3200157327	-0.3348555899	-0.3482770063	-0.3617871441	-0.3766258772	-0.3986072346	-0.4281797896	-0.4698413463	-0.5246344874	-0.5944814964	-0.675539627	-0.773805062	-0.8893674036	-1.024867061	-1.186333118	-1.385130892	-1.593762291	-1.809069382	-2.015774812	-2.193722782	-2.331461743	-2.425264617	-2.480165976	-2.512384182	-2.530996007	
2498689	5.151605244	5.17260747	5.189376089	5.20017873	5.215066474	5.208397965	5.209223491	5.202924496	5.185520351	5.171297567	5.159862193	5.144562311	5.123642824	5.115622238	5.096064132	5.08254997	5.060568033	5.04472384	5.026672665	5.010873583	4.992682528	4.970199495	4.949947987	4.933776736	4.917223709	4.895945487	4.880280044	4.853509505	4.840825505	4.821310781	4.795294153	4.78052862	4.763094707	4.744166461	4.730180047	4.717190436	4.703986675	4.688315372	4.675750118	4.654555872	4.645108182	4.62461153	4.610702379	4.600598281	4.586651231	4.576595021	4.566265205	4.547895667	4.535804542	4.523442748	4.504525579	4.4781574	4.485275758	4.460597053	4.443907363	4.430093815	4.419223352	4.403140735	4.382985706	4.395827298	4.372293797	4.359459636	4.357034475	4.331125753	4.329729534	4.30708853	4.298957423	4.27284971	4.256869714	4.237428616	4.225129082	4.208175864	4.223435992	4.165948578	4.178629358	4.204263661	4.197074426	4.201586095	4.224988691	4.216099784	4.223455777	4.196895656	4.218833569	1.122491029	1.171398043	0.7330383548	0.3819353038	0.148562757	-0.01402358282	-0.08107797668	-0.1038805264	-0.06984891411	-0.02421554559	0.01970968603	0.03630753238	0.02645209686	0.02531532336	0.02583970449	0.0371380634	0.05517009967	0.07862975963	0.09707005917	0.082304979	0.05726563477	0.03431292559	0.01199695027	-0.004342816823	-0.01237082671	-0.01216171326	-0.004895543261	0.003165081839	0.007975214106	0.004124182871	0.001127309177	0.0007476123959	0.00207220457	0.004112036502	0.009494976024	0.01335341088	0.003441197778	-0.0003508745959	-0.005740822661	-0.02494588795	-0.04750247552	-0.07506540143	-0.1081757122	-0.1423117441	-0.172394055	-0.1920861378	-0.2023658334	-0.2063066275	-0.2108964461	-0.2173276918	-0.2234161431	-0.2283863429	-0.2326654258	-0.2398629794	-0.2466068321	-0.2593373718	-0.2803485062	-0.3007736177	-0.3174210388	-0.332306819	-0.3453654939	-0.3597134261	-0.3741727984	-0.3967020322	-0.4251699207	-0.4667014223	-0.521832945	-0.5900692524	-0.6725459781	-0.7695060273	-0.8860813815	-1.022466951	-1.181500431	-1.379493572	-1.588607897	-1.803877937	-2.011033936	-2.187076302	-2.326535724	-2.419368341	-2.47376618	-2.505870019	-2.523123363	
