Compass Release Candidate 1
ACS Meter																																																																														
53000011		; Serial number																																																																												
791291	9.803807852	9.853586588	9.906275991	9.92830903	10.01686467	10.06585477	10.08824582	10.14483617	10.15907914	10.19407013	10.22475697	10.26708663	10.24665536	10.3083315	10.31655013	10.34026319	10.33220291	10.34168107	10.34280419	10.35452101	10.37199424	10.34658612	10.34405308	10.3428657	10.34519693	10.33123878	10.31097502	10.28438059	10.32240201	10.30928253	10.28524081	10.29003858	10.27325102	10.22752985	10.23229714	10.21558472	10.16265159	10.14016422	10.1251298	10.07629615	10.06398961	10.02679279	9.977853617	9.932029459	9.910909797	9.854983346	9.847472183	9.793053576	9.791337898	9.78907681	9.761258624	9.685012042	9.756704349	9.67458401	9.654018331	9.593454216	9.597325817	9.5300281	9.486220409	9.551426718	9.449411018	9.409286002	9.419802987	9.312068635	9.312487554	9.264969839	9.204879807	9.013078981	8.891925606	8.748155023	8.598221562	8.449541014	8.334821631	7.968364026	7.793413896	7.647010087	7.478292634	7.341554051	7.291220484	7.179603722	7.157907902	7.072267923	7.154716921	0.621308092	0.6006873936	0.57856361	0.5539931295	0.5253667018	0.5064204088	0.47969737	0.4476468355	0.4306306978	0.4058009538	0.3872507087	0.3715227077	0.3568414095	0.3412692569	0.3331686908	0.3221199063	0.3100800655	0.3040664579	0.2918997253	0.2851038949	0.2767081374	0.2686687185	0.2617656818	0.2547782466	0.2470414433	0.2400910329	0.2337826491	0.2294321828	0.2223853991	0.2160207181	0.212860712	0.2083623879	0.2049880987	0.2019780533	0.1986582422	0.1956500743	0.1863419045	0.1852741169	0.1837526387	0.1807662356	0.1779256026	0.1756934193	0.1747538851	0.1730184871	0.1705419253	0.1678484478	0.1658368119	0.1642788361	0.1633865613	0.1616302833	0.1601972152	0.1604654648	0.1604997316	0.1571479211	0.1589596627	0.1575818879	0.1574007049	0.1547022859	0.1554407961	0.154321279	0.150794488	0.1538132525	0.1533412343	0.1525180994	0.1530223304	0.1504296291	0.151942197	0.1508248866	0.1536861479	0.1568495287	0.1609234947	0.1617407001	0.1680415887	0.166875184	0.1679489856	0.1726538304	0.1745564273	0.1705072423	0.1626427927	0.1592261584	0.1583428741	0.1549578387	0.1547597186	
791542	9.710054991	9.829309956	9.924528891	9.947965511	9.999734334	10.04782136	10.07650149	10.13559763	10.16623618	10.20617359	10.22390505	10.25867083	10.24594681	10.31538366	10.32180263	10.34507399	10.34640287	10.34980166	10.35243245	10.347194	10.37199461	10.34061155	10.3306251	10.32763357	10.33113184	10.30848724	10.28858496	10.26351278	10.30055622	10.29265514	10.26747575	10.2745584	10.255392	10.21643229	10.21974351	10.20475545	10.14429341	10.11894664	10.10511714	10.05711169	10.04168719	10.00517872	9.956359118	9.912455987	9.890631517	9.835329844	9.827788532	9.774529348	9.772818479	9.773090399	9.743924032	9.668882594	9.740971702	9.661291497	9.644855702	9.585626694	9.590324811	9.525301526	9.480149864	9.547767555	9.444254824	9.403396992	9.413960092	9.303484799	9.303915453	9.251236631	9.191583051	8.999252067	8.875293854	8.730077724	8.577219807	8.431793154	8.312950374	7.947697704	7.773160105	7.627340435	7.459634336	7.33166929	7.274067062	7.17173806	7.146974214	7.071248802	7.155249367	0.6055372036	0.5994313521	0.5711105239	0.5585030596	0.5289776206	0.5064214418	0.4709736343	0.4525966747	0.4263351048	0.4096020901	0.3888950928	0.373087617	0.3595080513	0.3424374981	0.3342883162	0.3232073949	0.3126301683	0.3049832147	0.2934487812	0.2858896572	0.2774365592	0.2685996624	0.2628278542	0.2545184796	0.2484551114	0.2415436409	0.2354593743	0.2293715601	0.2231576813	0.2176617322	0.2141117346	0.2086291894	0.2062382736	0.2021627927	0.1997018374	0.1965461958	0.1872013255	0.1848418395	0.1837530504	0.1806759639	0.1780569598	0.1759473366	0.1747543957	0.1731812194	0.1714545448	0.1688581072	0.1662985013	0.1649951985	0.1636108817	0.1620014327	0.1609384086	0.1609466402	0.161135577	0.1576685052	0.1594942696	0.1581954254	0.1580658169	0.1549780175	0.1563415307	0.1551567603	0.1513558257	0.1544365444	0.1544441513	0.1525190473	0.1532262988	0.1523017443	0.1526245208	0.1512584001	0.1539449849	0.1569857037	0.1622134775	0.1627931961	0.1680107214	0.1672812271	0.168372772	0.1736589712	0.1751182679	0.1700001284	0.1654613471	0.1606666356	0.1589357104	0.1541503176	0.1549673565	
791792	9.774573085	9.799532107	9.929330814	9.943852821	9.996185402	10.062775	10.07785001	10.13441157	10.15907967	10.21263219	10.22646082	10.25104442	10.26125375	10.29425815	10.32298506	10.3386418	10.34298947	10.34619902	10.34825509	10.35184276	10.37272886	10.34957818	10.33996751	10.33963342	10.34548373	10.32373066	10.30123734	10.27798174	10.32286335	10.3138306	10.28696838	10.29487751	10.28037907	10.2344469	10.24050619	10.22477232	10.15950808	10.13515424	10.11702407	10.06890151	10.05414068	10.015032	9.962824766	9.913880044	9.88922997	9.833369635	9.820239197	9.766979426	9.764322259	9.762168168	9.730711958	9.656733431	9.730000934	9.650383835	9.629957604	9.571860461	9.575052983	9.51248072	9.469091328	9.537761811	9.437488323	9.401408639	9.409719263	9.300373021	9.303915631	9.250025666	9.190090519	8.994457789	8.869274273	8.726186827	8.573087947	8.421328885	8.298534434	7.930835684	7.757515155	7.614093432	7.436325135	7.306949814	7.248343768	7.14155807	7.110260559	7.037684174	7.122295831	0.5953802384	0.5994375205	0.5718053024	0.5539989042	0.5212940931	0.4996942205	0.4739480562	0.4476253957	0.4284893997	0.4058307438	0.3872520307	0.3716857585	0.3554789609	0.3401029417	0.3310723309	0.3192198652	0.3119263843	0.3009838788	0.2927479265	0.2832545264	0.2748797538	0.2680621614	0.2614063078	0.2539925408	0.246614817	0.2398848591	0.2327296775	0.2283285566	0.2218545349	0.2154122954	0.2120651194	0.2076742134	0.203883662	0.2012721279	0.1981901059	0.1953253268	0.1863429375	0.1846957745	0.1822178813	0.1794174463	0.1769675739	0.1752713509	0.1739292958	0.172331066	0.169981648	0.1672972993	0.1646506277	0.164125666	0.1624544388	0.1608922981	0.1598323419	0.1599541521	0.159348717	0.156400106	0.1587800991	0.1568588909	0.1567071156	0.154471638	0.154760721	0.1538673945	0.150422309	0.1530319452	0.1524745011	0.1512712189	0.1521136756	0.1501098713	0.1503017337	0.1500999911	0.1522406751	0.1549541707	0.1609644286	0.161772365	0.1658274653	0.1660709186	0.1665915291	0.1721044924	0.1723179005	0.1692752267	0.1627750217	0.1572288642	0.1573990586	0.1555777065	0.1545565278	
792041	9.777989775	9.856429693	9.901474082	9.941796365	10.01686655	10.06431695	10.10138562	10.14602266	10.17869762	10.21263329	10.24238119	10.25181884	10.26125516	10.30897926	10.32765512	10.3391826	10.3331985	10.33717111	10.33948805	10.33988292	10.35441812	10.33098502	10.32162838	10.32824238	10.32374745	10.30875963	10.2888427	10.26473226	10.29907063	10.29579012	10.26273874	10.27514563	10.25805049	10.21824609	10.22513248	10.21274796	10.20916568	10.19171456	10.18143017	10.13730222	10.12841576	10.09333401	10.04517886	9.999093188	9.975503072	9.916249456	9.900921742	9.842162543	9.831790184	9.82434275	9.78644119	9.7037897	9.765646716	9.677779643	9.651623014	9.583211752	9.57781127	9.50659988	9.455959581	9.518772054	9.413456361	9.371333444	9.3789372	9.268767384	9.26837429	9.219100527	9.162985679	8.970004561	8.848219123	8.706788764	8.558383438	8.41412516	8.299763567	7.936955789	7.76723844	7.624539412	7.457454053	7.323061459	7.268717017	7.161805852	7.135589586	7.057600395	7.143061844	0.6292237133	0.5788026339	0.5704434304	0.538933613	0.5212996655	0.5028590781	0.4738813956	0.4427023024	0.4242010049	0.4058049195	0.3839242188	0.3673240906	0.3582096939	0.3389380238	0.3289782456	0.3211805007	0.3110786062	0.3019025298	0.2898723501	0.2834015614	0.2756100176	0.2681343077	0.2609118264	0.2526152331	0.2452688782	0.2390256962	0.2312435136	0.2272871135	0.2211449377	0.2151680848	0.2114984255	0.2071909155	0.2031893356	0.2005454658	0.1977460521	0.1946437822	0.1850328989	0.1834461043	0.1816609335	0.1790136093	0.1768385802	0.1742588829	0.1731058979	0.1713202356	0.1692249053	0.165850907	0.1643824427	0.1630330031	0.1617847201	0.1605636732	0.1588042034	0.1592587984	0.1588343872	0.1553841943	0.157424082	0.1564030031	0.1564822249	0.1532064215	0.1541144101	0.1535822181	0.1494453585	0.1524284656	0.152210063	0.1506960693	0.1522220237	0.1498452694	0.1496778572	0.1502606548	0.1516801553	0.1545845142	0.1600992184	0.1594320661	0.165481705	0.1652704616	0.1652603046	0.1720095528	0.172883452	0.1691718964	0.1614374187	0.1592343747	0.1543305556	0.1521146066	0.1552103891	
792291	9.807226327	9.826468235	9.885752097	9.947965932	10.0168653	10.04782171	10.07919749	10.13203839	10.13851407	10.1950153	10.21810136	10.22902715	10.2480735	10.28346025	10.30953252	10.32850146	10.33220339	10.32907977	10.34782935	10.34719427	10.36554108	10.34658664	10.33191484	10.33438835	10.34025286	10.32141164	10.30174973	10.28535552	10.31652741	10.30993475	10.2802719	10.28552258	10.26842551	10.23316231	10.23472508	10.21891946	10.16705752	10.14199068	10.12513019	10.07772378	10.06427267	10.0269316	9.97812595	9.928812341	9.905061684	9.84868197	9.835094867	9.78018884	9.772254943	9.769027927	9.735284934	9.658758759	9.728051547	9.645703398	9.624902615	9.561813862	9.562876267	9.495606195	9.446477772	9.513244629	9.409457401	9.373357097	9.383507442	9.276587855	9.276877069	9.227426581	9.171061655	8.98069821	8.858485385	8.718416062	8.569513345	8.427662826	8.311209552	7.946592765	7.775774071	7.63220691	7.465976865	7.331669678	7.277843254	7.169652675	7.14381818	7.067448833	7.15065038	0.6291908172	0.5763383226	0.5718053024	0.5396828509	0.5174460889	0.4928390346	0.4709740024	0.4500861771	0.4284836187	0.4077029648	0.3856089828	0.3731949077	0.3568429847	0.3425728399	0.3300239755	0.320090153	0.3128487872	0.3011304545	0.2934492502	0.2852492429	0.2761940302	0.2697462071	0.2625356133	0.2549122925	0.2474050732	0.2412090057	0.2339085973	0.2291463017	0.2221204609	0.2158339203	0.2135433793	0.2092169973	0.2044894014	0.202347567	0.1994791546	0.1959115969	0.1855796175	0.1841631651	0.1827273066	0.1793268203	0.1776647644	0.1750596118	0.1740921871	0.1724099013	0.1700964361	0.1672531064	0.1650322342	0.1640516625	0.1628646548	0.1612627885	0.1599796362	0.1607292284	0.1599836874	0.1565100229	0.1590521079	0.1576245731	0.1569352937	0.1551061306	0.1554542822	0.1544899429	0.150546966	0.1526179916	0.1540422684	0.1517477572	0.1529193565	0.151393637	0.1511037516	0.1506702998	0.1524596461	0.1557415059	0.1617960037	0.1620151541	0.166879177	0.1668803715	0.1670833124	0.1737104117	0.1735178924	0.1689843351	0.1651985932	0.1592288973	0.1562163264	0.1539184758	0.154968813	
792542	9.771159137	9.826469423	9.880953068	9.945912434	10.00150998	10.04936437	10.1172627	10.14602268	10.16729359	10.20428693	10.23569013	10.25026886	10.25501404	10.30897956	10.32298537	10.33810149	10.33809194	10.33809095	10.35158221	10.35452318	10.36876865	10.34830368	10.34341034	10.34812616	10.34796	10.33410873	10.31804051	10.29637445	10.32944195	10.32576197	10.29879274	10.30386439	10.28696213	10.24430872	10.24873202	10.23247294	10.14805278	10.12151775	10.10496993	10.05554774	10.04182979	10.00168141	9.950719602	9.902197006	9.877999471	9.823131289	9.812189271	9.758498548	9.756791928	9.756912562	9.725589242	9.653085641	9.72322009	9.642401182	9.623782931	9.56393488	9.566062603	9.501173804	9.454754214	9.522403947	9.418903838	9.37833934	9.385409741	9.276015377	9.27627532	9.224602739	9.166170483	8.96953989	8.849806066	8.709505785	8.559214258	8.419124185	8.302112414	7.939364044	7.768993939	7.622111571	7.457060796	7.321809168	7.274069541	7.162727655	7.136071887	7.060881365	7.146589101	0.6190749704	0.6059313492	0.5718310187	0.5585232692	0.5292221525	0.5064286724	0.4739502645	0.450139656	0.4263411442	0.4095800279	0.3905017854	0.3730924513	0.362179378	0.342373729	0.3342924302	0.3240115747	0.3154010765	0.3066007696	0.297032658	0.2878171166	0.2773691002	0.271503329	0.2649547371	0.2572817352	0.249547517	0.2434796346	0.2362073557	0.231296894	0.2257700046	0.2190146497	0.2150839555	0.2118296081	0.2069391	0.2044209476	0.2019387034	0.1980809832	0.1885773303	0.187302243	0.1853829905	0.1821204409	0.1804582335	0.1773884345	0.1770271603	0.1750928279	0.1729319865	0.1698850121	0.1678767269	0.166699909	0.1654086825	0.1641141058	0.1623789795	0.1627972127	0.1630853045	0.1587236172	0.161624921	0.1599685437	0.1599817782	0.1573010936	0.1579415004	0.156453708	0.1532149713	0.1559774676	0.155871175	0.1547523128	0.1557225205	0.1530587792	0.1539944635	0.1536033561	0.1555977953	0.1589368411	0.1641163481	0.165089104	0.1699169322	0.1697062943	0.1705875688	0.175575414	0.1756083997	0.1722617734	0.1660071978	0.1617988704	0.1597156117	0.1568200727	0.155625797	
792791	9.807229723	9.829311341	9.950119057	9.965665561	10.06870376	10.09131133	10.11591476	10.19280684	10.16834886	10.22100215	10.24323316	10.26021963	10.25430538	10.30833267	10.31071538	10.3343792	10.32293391	10.3286224	10.32743364	10.33524603	10.34652928	10.33029931	10.3185269	10.32240786	10.32866958	10.31311247	10.29663508	10.27774003	10.31779473	10.31155741	10.29083868	10.2996036	10.28348387	10.24742267	10.25312645	10.23700039	10.14132085	10.11486876	10.09911312	10.05059387	10.03575898	9.997632336	9.952037439	9.903350574	9.880137804	9.82632465	9.816437756	9.764955369	9.763247013	9.765533255	9.7366254	9.665506678	9.74097324	9.663912638	9.647249877	9.591601557	9.595426098	9.530624681	9.485470655	9.551746554	9.449246594	9.411627794	9.421221299	9.310988277	9.307424199	9.256779655	9.197174401	8.999486405	8.873697706	8.725545348	8.567729844	8.423833238	8.303541195	7.939364044	7.7611738	7.611302405	7.438494656	7.305281123	7.250784652	7.145463926	7.117482333	7.038706711	7.12580366	0.6134921083	0.5930072668	0.5711405266	0.5400819104	0.5330627673	0.5064286724	0.4768604138	0.4476758432	0.4327910321	0.4114540031	0.3872123115	0.3745493808	0.3594527248	0.3460791484	0.331983558	0.3238682852	0.3125604379	0.3049137177	0.294080862	0.2871040405	0.2772273286	0.2725109322	0.2631245124	0.2562288266	0.2499107058	0.2434161341	0.2373245181	0.2311142258	0.2252647401	0.2182881695	0.2149120981	0.2108119115	0.2073863829	0.2044209476	0.2019387034	0.1989282613	0.1889355722	0.1871629414	0.1853871923	0.1827073839	0.1803280656	0.1781924195	0.1771111845	0.175540599	0.173334375	0.1704003831	0.1680363786	0.1665891907	0.165260438	0.1639649503	0.1633387531	0.1631631216	0.1624035761	0.1593633656	0.1611214839	0.1601524426	0.1595458784	0.1574069367	0.1575181151	0.1571666675	0.1538075259	0.1555308147	0.1558218502	0.1547410808	0.1557690478	0.153005816	0.1538357217	0.153204803	0.1551922884	0.158802191	0.1646074151	0.1640082664	0.1694547884	0.1693059673	0.1710806337	0.175224412	0.1768096273	0.1730982923	0.1677609188	0.162274411	0.1600719331	0.1583998144	0.1573351987	
793040	9.73876973	9.832151044	9.880953066	9.926255953	9.999736222	10.04936402	10.07785293	10.12046102	10.14878498	10.16639027	10.18313425	10.22145807	10.21285388	10.25810432	10.27529078	10.29134156	10.29377194	10.3057283	10.30216292	10.31724515	10.32513849	10.30678661	10.30028752	10.30053306	10.30069915	10.28303639	10.26923969	10.24575782	10.28510567	10.28534549	10.2559502	10.26850325	10.25557977	10.21988133	10.22810024	10.21542237	10.17146855	10.14503488	10.12675606	10.07900759	10.06080682	10.02247277	9.971266577	9.921852851	9.897468508	9.839907211	9.82656279	9.773837832	9.76863395	9.766999226	9.734337546	9.661317234	9.733062355	9.654255672	9.636130146	9.577390879	9.584500823	9.522505199	9.478937904	9.550154536	9.449742304	9.413318636	9.424600071	9.316655642	9.321429093	9.270105789	9.212654722	9.016836009	8.894025481	8.74672221	8.589644409	8.443172845	8.319719034	7.953838935	7.773162753	7.625283329	7.45409191	7.319918429	7.257861636	7.147989144	7.122060583	7.041968294	7.126867773	0.6315567492	0.6007305704	0.5664539987	0.5495012128	0.537140926	0.5031313888	0.4825378323	0.4526272381	0.4263333405	0.4114791534	0.3905434572	0.3716353617	0.3606946258	0.3459458531	0.3319829703	0.3240109652	0.3144058705	0.3049132843	0.2939350151	0.287744866	0.2765695437	0.2719026569	0.2648187895	0.2557682319	0.2492488266	0.2431433839	0.2368272104	0.231052884	0.2257098157	0.2181576614	0.2147989168	0.2109205392	0.2077415256	0.2049434007	0.2009449278	0.1985040596	0.1884215246	0.1870157186	0.1855688984	0.1823891748	0.1800654293	0.1781067304	0.176655637	0.1753725907	0.1725742388	0.1695332667	0.1674946423	0.1669243605	0.1654821172	0.1640027908	0.1629335983	0.1623159461	0.1624102564	0.1591423327	0.1613219263	0.1620614401	0.1602610292	0.1570568783	0.1576588692	0.1564528294	0.1527465361	0.1557199846	0.153821349	0.1543650596	0.1548566433	0.1540730165	0.1537662724	0.1531174771	0.1557562617	0.1580128882	0.1640000212	0.1647859798	0.1706338888	0.1684975685	0.1692720649	0.1740680448	0.177128943	0.1728781151	0.1654697176	0.1625172493	0.1589447933	0.1576277578	0.156920517	
793290	9.777989209	9.850743638	9.908674802	9.950022167	10.03584401	10.04936331	10.08959713	10.13322519	10.14772946	10.17654033	10.22475766	10.22902686	10.22803974	10.28917817	10.29326065	10.32371236	10.31269186	10.32366483	10.33532337	10.33909322	10.36158621	10.34359863	10.33996827	10.35399891	10.36208186	10.3447817	10.32975581	10.30560074	10.34634203	10.34230743	10.31822821	10.32374481	10.31139417	10.27054337	10.27848214	10.25786672	10.1598227	10.12969421	10.11040542	10.05995508	10.04197059	10.00303134	9.950990996	9.902329999	9.874595999	9.820200512	9.80601852	9.751106545	9.747256831	9.746420401	9.714028868	9.640585436	9.713133837	9.633468728	9.618320993	9.56138944	9.564179342	9.501024505	9.459733333	9.528570295	9.428495545	9.393200941	9.404072151	9.300564627	9.301214894	9.250449354	9.191584009	8.997731655	8.871608374	8.724503558	8.575154646	8.429875702	8.312644906	7.942752442	7.768290861	7.618568972	7.451518909	7.316776703	7.257860928	7.145002587	7.118926729	7.045742647	7.125802811	0.6338756453	0.6019849368	0.571127669	0.5585146084	0.5253736676	0.5131540612	0.4767890611	0.4501129015	0.4284919881	0.4114520205	0.3872540135	0.3731436993	0.3607535061	0.3438088024	0.3311447763	0.322994389	0.3126319177	0.3035160237	0.2926764387	0.2872459232	0.2767815223	0.2720398403	0.2628299281	0.2543872461	0.2478994281	0.2423440285	0.2350890568	0.2302519915	0.2233660759	0.2169373734	0.2137727802	0.2093755583	0.2057933785	0.2028203882	0.1999272834	0.1973953657	0.1877642573	0.186342299	0.1851499053	0.1817586151	0.1796287418	0.1768372836	0.1753357034	0.1742010667	0.1717374145	0.1691809777	0.1668044446	0.1656798137	0.1642863982	0.1626688323	0.1613416207	0.1616482743	0.1612091325	0.1577816701	0.1605146831	0.1593121782	0.1588891198	0.156378018	0.1570389141	0.1558280823	0.1519982166	0.1548724074	0.1549002777	0.1536814756	0.1539376312	0.1528418016	0.1529238693	0.1523361806	0.1549312584	0.1580106483	0.1633915694	0.1637613948	0.1694513276	0.1684951386	0.1693162103	0.1738145791	0.175283214	0.1707322036	0.1653388441	0.162673103	0.1579368412	0.1567760063	0.1579789704	
793541	9.843566711	9.850744429	9.929330828	9.987573166	10.00151029	10.07778688	10.10273576	10.17053244	10.17975341	10.22005735	10.2247582	10.25867004	10.24665853	10.3032316	10.28686832	10.31730882	10.31855612	10.31917441	10.32700809	10.33909431	10.35083981	10.33029957	10.32195152	10.32149733	10.32809692	10.30333184	10.29318254	10.26628886	10.30514825	10.29697027	10.27346025	10.28108506	10.26595199	10.22625025	10.23561578	10.22444553	10.18536453	10.15951681	10.14405809	10.09385255	10.07916547	10.04187067	9.991508099	9.945102399	9.921617985	9.866686025	9.854229193	9.797268331	9.792553619	9.792335283	9.756659491	9.68284168	9.753358578	9.671122869	9.652613875	9.590752046	9.594847493	9.528409583	9.481210138	9.545065789	9.442506312	9.402750399	9.406714438	9.298411111	9.296967213	9.241653801	9.178113577	8.982213734	8.857387998	8.708985242	8.556880873	8.406202722	8.285091129	7.921561633	7.744527001	7.593845803	7.423740362	7.284250594	7.232248702	7.125306145	7.092750423	7.018881855	7.101634685	0.6213821073	0.5852988705	0.5704562877	0.5581231592	0.524917518	0.5029977016	0.4738144646	0.4500914544	0.4263420068	0.4096073774	0.3856136092	0.3716905926	0.3582120565	0.3424417248	0.3300990463	0.3221253916	0.3136290419	0.3011334879	0.293452533	0.2858941371	0.2774404377	0.2692122548	0.2624032321	0.254455756	0.2475388006	0.2402240726	0.2347811643	0.2298448991	0.223161908	0.2163297728	0.2130344162	0.2089543098	0.2052427344	0.2013567319	0.1983169459	0.1959641129	0.1873007786	0.1856109689	0.1832888339	0.1801846732	0.1782350105	0.175570501	0.174839865	0.1733079165	0.1710184767	0.1683544751	0.1657672979	0.1645833862	0.1633545888	0.1621919366	0.1609439492	0.1606960336	0.1604747511	0.1571549914	0.1594299537	0.1575896527	0.1580826375	0.1548373589	0.1557420644	0.1549199115	0.1513781065	0.1529432638	0.1539500347	0.152629042	0.1526241764	0.1514534108	0.1514438942	0.1514228696	0.1531800386	0.1570396684	0.1619583009	0.1617803572	0.1677012237	0.1668833626	0.1688055309	0.1720133044	0.1743295243	0.1704105779	0.1634565477	0.1583612563	0.1580008898	0.1537783221	0.1543606959	
793791	9.906817666	9.961095266	10.02530114	10.06797578	10.10363722	10.13993286	10.19591509	10.22825754	10.23295877	10.24063752	10.24152903	10.24498191	10.24043914	10.27011524	10.26951446	10.27552067	10.27444751	10.2656601	10.27422191	10.27796473	10.29752754	10.27753576	10.27534892	10.28726968	10.29882837	10.28816692	10.27648298	10.26677445	10.30997231	10.31339642	10.29879152	10.31471266	10.304956	10.27569338	10.28837425	10.27748515	10.1669009	10.1378879	10.11467256	10.06236422	10.04417529	10.00275422	9.95099081	9.900023645	9.876732179	9.822153355	9.81122392	9.757808344	9.756919699	9.756093749	9.726534517	9.654842401	9.73013533	9.653422646	9.641200294	9.584348327	9.590469992	9.526780826	9.484851673	9.551745929	9.450205703	9.412971504	9.421039099	9.310605376	9.308977187	9.255142577	9.195014301	8.994923404	8.864490562	8.715057374	8.563330115	8.411921178	8.286815271	7.920797013	7.744173841	7.593472822	7.427867269	7.291319464	7.23137041	7.128273459	7.103053868	7.026391062	7.114231878	0.6236503021	0.592982596	0.5650765186	0.5540046786	0.5330571952	0.5031282901	0.4796265789	0.4501366404	0.4306387764	0.4095506705	0.3872533526	0.3716332899	0.3607527185	0.3436071369	0.3321221366	0.3211069871	0.3109315228	0.3019016631	0.2925300994	0.285250363	0.277367161	0.2692092373	0.2613391892	0.2548467204	0.2474711787	0.2410190201	0.2342192922	0.2302515621	0.2238112631	0.2162689284	0.2128626039	0.2094843507	0.2048313031	0.2026355583	0.1999267333	0.1965478165	0.186546764	0.1857087243	0.1831955089	0.180317426	0.178232735	0.1754415031	0.1748779993	0.1727399362	0.1707417205	0.1679631416	0.1656480803	0.16446943	0.1630153606	0.1615955382	0.1604229372	0.1605067035	0.1600164766	0.1569213071	0.1590433864	0.1570029421	0.157559622	0.1545471204	0.1556504852	0.1542347502	0.1512804093	0.1534656117	0.153747685	0.1527149738	0.1518008981	0.151823574	0.151332829	0.1509668641	0.1523028141	0.1568990341	0.1622169267	0.1620761605	0.1676473278	0.1668800442	0.1679541388	0.1727589727	0.1723205839	0.1712393823	0.1650653589	0.1593896823	0.156574438	0.1559650771	0.1558263355	
794040	9.807225761	9.850742846	9.924528891	9.945909484	10.01863842	10.06123352	10.09094273	10.15885351	10.15907941	10.20239555	10.22475711	10.25259401	10.25288523	10.31473677	10.31655018	10.32904191	10.33759323	10.33312185	10.33991288	10.3464045	10.36158473	10.33659886	10.33405914	10.33146512	10.33721051	10.31365186	10.29560805	10.2756885	10.31434078	10.30766232	10.27924234	10.28676655	10.27517159	10.23316206	10.23927348	10.22477202	10.15165836	10.12544999	10.10776002	10.05853272	10.04182854	10.00368907	9.953218345	9.906811782	9.881271809	9.825605637	9.814634231	9.760647544	9.758122859	9.757298582	9.728131026	9.653631043	9.726541272	9.646804959	9.628128479	9.569452425	9.57519752	9.510126924	9.466672037	9.53649282	9.43524726	9.396869052	9.408487766	9.300755171	9.302564521	9.250448602	9.190311659	8.993992369	8.869519586	8.723340799	8.568959608	8.425157819	8.304152432	7.933566882	7.759767079	7.611300895	7.442237497	7.303400621	7.251658789	7.144540964	7.118925692	7.038703165	7.126866075	0.6291825926	0.5929640912	0.571801016	0.5535980928	0.5253680951	0.5029894382	0.4767174411	0.4476475895	0.4263351048	0.4058300828	0.385563962	0.3715773282	0.3567804685	0.34607545	0.3321907808	0.3202346129	0.3117800993	0.3026708531	0.2934487812	0.2851765811	0.2773657065	0.2698150984	0.2623310524	0.2549118116	0.2483901484	0.2406182505	0.2353970405	0.2289626248	0.2235435024	0.2173569587	0.2132020602	0.2091071364	0.2054355091	0.2028185201	0.1992053524	0.1961714818	0.1869985114	0.1852745839	0.1839849277	0.1808560346	0.1780569598	0.1764968861	0.1749602258	0.1736286582	0.1710973567	0.1684320076	0.1662985013	0.1649582295	0.1638725667	0.1619640689	0.1610479447	0.1613505313	0.1610257433	0.1572187554	0.1597964187	0.1579300241	0.1580658169	0.1549780175	0.1560599486	0.1553237017	0.1512776428	0.154165644	0.1540273872	0.1531495045	0.1531739386	0.1523017443	0.1516780027	0.1517952912	0.1531223078	0.1574508824	0.1621363986	0.1623743239	0.1683776097	0.1668777776	0.1697335999	0.173709161	0.175519192	0.1700001284	0.165197198	0.1593855741	0.1587002385	0.1557684406	0.1564702117	
