Compass Release Candidate 1
ACS Meter																																																																														
53000011		; Serial number																																																																												
1115025	2.559041105	2.649046607	2.735960666	2.807886085	2.880315606	2.947593493	3.006550325	3.055484733	3.087843166	3.12270587	3.159080146	3.18471476	3.199021273	3.251843592	3.272576299	3.297797038	3.312152952	3.325246774	3.341895642	3.361599918	3.384766333	3.38355539	3.392156766	3.402906909	3.418753651	3.42169605	3.435919486	3.440202964	3.46613737	3.494611753	3.49498238	3.511268147	3.526447497	3.527174054	3.535018581	3.553306212	3.447245163	3.447022114	3.435550737	3.41395544	3.408775342	3.390162407	3.356805343	3.338787188	3.324089438	3.304245221	3.308743095	3.294253237	3.304033987	3.308223417	3.31404601	3.273179129	3.313844037	3.296529581	3.274584094	3.249082044	3.251164473	3.227342597	3.200306139	3.235623294	3.203420856	3.167834006	3.15663639	3.105043625	3.0744559	3.01860596	2.950538499	2.832335198	2.708696363	2.573369479	2.4373854	2.260513387	2.118875903	1.845253321	1.636827265	1.484727483	1.332130509	1.194303328	1.14095086	1.054286158	1.044907141	0.9889170819	1.037767822	0.7058839082	0.6699581971	0.5790609201	0.5497950097	0.4891391813	0.4652780065	0.4316979626	0.3944146226	0.3745771458	0.3535279108	0.3346412459	0.3114612613	0.2978598518	0.2814345913	0.2698846641	0.2587550147	0.2465555837	0.2352712738	0.2272541611	0.2167032922	0.2081913174	0.1980586866	0.191251229	0.1815644976	0.1753436287	0.1680234687	0.1606999435	0.1558607447	0.1496997095	0.1426672345	0.1375184743	0.1330989485	0.1280217206	0.1254183112	0.1215220828	0.1188113612	0.1183788905	0.1111169154	0.1055777768	0.1002455729	0.09532113019	0.08962849764	0.08540048332	0.08225813298	0.08056054176	0.08191898755	0.08352907672	0.08388611051	0.08282710995	0.0808661058	0.07958038199	0.07783321362	0.07645078797	0.07273942013	0.06996611182	0.06767862391	0.06514953047	0.06476070167	0.06509135937	0.0648108478	0.06277020882	0.05861543534	0.05751585799	0.05110120095	0.04557705283	0.04075541199	0.03322870187	0.02565932221	0.01623174488	0.00705183728	0.001882809014	-0.007743670651	-0.01591955375	-0.02243310495	-0.02965988673	-0.0270585524	-0.01243467333	-0.002574874078	0.01430839452	0.02703047226	0.04029720293	0.04789888958	0.05489931244	
1115275	2.564926081	2.650347406	2.738560595	2.798560699	2.887219542	2.948182345	2.997984032	3.04709895	3.07706992	3.111060206	3.145588996	3.171674748	3.187353103	3.237910917	3.261493082	3.29108304	3.309669879	3.32348082	3.344722864	3.365787582	3.389959179	3.389342285	3.397477838	3.407603826	3.424868965	3.425568518	3.439507632	3.442049167	3.465393812	3.489232751	3.486285017	3.498585687	3.509097304	3.507122284	3.512092121	3.529611749	3.441936909	3.445308835	3.43792154	3.419938537	3.419264229	3.404030604	3.373134771	3.357238107	3.344155555	3.322934758	3.327241805	3.311271612	3.319910527	3.322810481	3.328298239	3.286344399	3.323261673	3.304428932	3.2806511	3.252811451	3.253473563	3.228021358	3.199014535	3.233805368	3.202097564	3.166671427	3.158591871	3.108243885	3.079797981	3.026976048	2.961803406	2.84458244	2.723033419	2.587799065	2.452205624	2.276588552	2.134847251	1.857650076	1.65048887	1.49725272	1.343217643	1.202208601	1.148077804	1.060416105	1.04721694	0.9861934291	1.031928105	0.6970967756	0.6509549801	0.5909174361	0.5493548892	0.4935426931	0.4651621598	0.4348181947	0.402393742	0.3769311583	0.3555075868	0.3327650015	0.3146746124	0.2951373128	0.2829215189	0.2697911737	0.2578622155	0.247621128	0.2364308437	0.2262608797	0.2165271984	0.2069799337	0.1993305486	0.1911694092	0.1814067243	0.1740298244	0.1675403532	0.1613867953	0.1555747191	0.1493660691	0.1422216695	0.1375813139	0.1329734849	0.1282744806	0.1250542859	0.121408217	0.1175208448	0.1184783874	0.1113105192	0.1062379426	0.1008353622	0.09536789896	0.08991890114	0.08547320767	0.08193400971	0.08071760418	0.08207326393	0.0829865247	0.08437525325	0.08255529707	0.08105113452	0.07906005887	0.07772755142	0.07573854168	0.07220875467	0.06985953487	0.06782569683	0.06543395779	0.06491273938	0.0651996627	0.06474287904	0.06221820737	0.05963547524	0.05708989876	0.0509682712	0.04599643713	0.03946504004	0.03383442708	0.02525340312	0.01605690783	0.006632601877	0.001693180678	-0.007125707268	-0.01623334224	-0.02279849563	-0.02883466734	-0.02750171624	-0.01296115223	-0.00158386193	0.01314321102	0.02744584265	0.04145188895	0.04745431549	0.05453217746	
1115525	2.555285292	2.653956999	2.73596066	2.802114675	2.882218966	2.939487052	2.994173809	3.038299883	3.072248111	3.107407389	3.139313267	3.165706197	3.183140789	3.235838556	3.254609335	3.282859656	3.298104812	3.313909648	3.332446148	3.354218632	3.380985326	3.383200454	3.395879129	3.409514429	3.428808358	3.435061818	3.450294155	3.453998971	3.479135537	3.504842135	3.502664998	3.514427292	3.5248067	3.522533948	3.527094455	3.543707919	3.441133777	3.442243782	3.432075711	3.413366221	3.410878231	3.394374421	3.362806854	3.345542922	3.331937285	3.312749352	3.317592781	3.303094783	3.312156742	3.31598195	3.322090944	3.279923731	3.318594098	3.300455294	3.275941477	3.248752619	3.248942156	3.224311899	3.195859779	3.229987527	3.197749109	3.163206544	3.153284811	3.102261353	3.073231906	3.018863069	2.951999351	2.835166442	2.713437867	2.578835553	2.44454219	2.269516252	2.128363483	1.854611332	1.647016592	1.492922357	1.338964179	1.198507758	1.143171978	1.055298677	1.043366714	0.9826130776	1.031408928	0.7290475718	0.6771273744	0.585776336	0.5444135667	0.4979552694	0.4579872699	0.4378963018	0.3970763512	0.3768954021	0.3495070123	0.3344999831	0.3130672183	0.2978574761	0.2826523239	0.2676041862	0.2577700129	0.2466458751	0.2353605028	0.2263497055	0.2166144161	0.2094849055	0.1986109978	0.1911694092	0.1813285329	0.1748288404	0.168836751	0.1609346391	0.1555046979	0.150098416	0.1427772786	0.137162485	0.1331828055	0.1284689939	0.1254746609	0.121408217	0.117949248	0.1190527406	0.1117005729	0.1060510311	0.1002439851	0.09549453284	0.09052058082	0.08539894332	0.08218289144	0.08087623677	0.08203178639	0.08348666082	0.08384377221	0.08282509244	0.08075853366	0.07928754234	0.07787250784	0.07626054679	0.07200065986	0.06971154841	0.06743766753	0.06549584444	0.06495854329	0.06538710913	0.06516353316	0.06226818653	0.05944855319	0.05701941108	0.05102340135	0.04549341902	0.03995994052	0.03383442708	0.02583206497	0.01653144551	0.007680819912	0.002027363393	-0.008015552009	-0.01616989413	-0.02204106332	-0.03049614192	-0.0270623248	-0.01358896135	-0.001502575992	0.01198226725	0.02936660637	0.04071975753	0.04745431549	0.0563468352	
1115776	2.557414341	2.647245428	2.727670502	2.795009878	2.869854195	2.925409124	2.987568695	3.030770694	3.062613854	3.101105825	3.138713332	3.16787078	3.184378221	3.238121009	3.258595446	3.293959014	3.309514584	3.328013452	3.349105495	3.37096966	3.396081426	3.398917566	3.410607938	3.422322979	3.440066171	3.442474627	3.454083705	3.45602637	3.480896622	3.503462851	3.499032596	3.508965795	3.516533011	3.510859147	3.511545359	3.525426116	3.460085009	3.463264172	3.453496603	3.434443332	3.431853817	3.414841421	3.382200655	3.36574628	3.352001391	3.330779059	3.334876571	3.318392066	3.325145578	3.325476601	3.32734904	3.281570867	3.316817406	3.294968564	3.267978539	3.238397371	3.237171903	3.211359917	3.183346647	3.217988604	3.186884945	3.152828118	3.144464203	3.095180557	3.065161102	3.011510126	2.945591948	2.829155276	2.708891307	2.576452689	2.442224101	2.268202208	2.12945278	1.857580635	1.650826894	1.500907864	1.346537006	1.209982362	1.156651379	1.066842535	1.054625222	0.9927567553	1.038968827	0.7086742077	0.6771273744	0.5909174361	0.5390480394	0.5023727187	0.4651621598	0.4348181947	0.3997244342	0.3722907865	0.3555075868	0.3328354191	0.3130672183	0.2964971633	0.2827421123	0.268789547	0.2587531763	0.2455785358	0.2346518799	0.2271641206	0.2165271984	0.2069799337	0.1998846804	0.1904985947	0.1825057764	0.174467198	0.1678740554	0.1614587265	0.1554346631	0.150762592	0.1414663825	0.1373884844	0.1331208476	0.1290974307	0.1254088483	0.1219726308	0.1180037405	0.119207036	0.1119470832	0.1066620897	0.1004246577	0.09531975732	0.08991890114	0.08548936937	0.08193400971	0.08035783641	0.08218770446	0.08294563607	0.08407496422	0.08248836474	0.0805307899	0.07976470785	0.07735462581	0.07626054679	0.07244247794	0.06981580442	0.06763168688	0.0657376899	0.06491273938	0.0653402539	0.06437054289	0.06206824119	0.05985732155	0.05763647797	0.051283557	0.04604482541	0.03926015875	0.03348307183	0.02513615164	0.01671992742	0.008042899746	0.002164251464	-0.006814967318	-0.01495998285	-0.02167919415	-0.03049124462	-0.02468968972	-0.01139365172	-0.0009236629003	0.01283482572	0.02839550141	0.04160457025	0.04839992995	0.05553009196	
1116025	2.581050364	2.673103835	2.755192644	2.819933772	2.89582583	2.952419429	3.012255122	3.052963472	3.083752502	3.122706145	3.159687712	3.181993572	3.195295498	3.24450917	3.261493288	3.288038594	3.301613001	3.31538346	3.331830827	3.351148133	3.374511178	3.372249809	3.384587078	3.396748052	3.41532742	3.420275497	3.436553842	3.441478179	3.469383379	3.498296592	3.498670763	3.513337911	3.526585686	3.525872395	3.532743654	3.551087492	3.458422198	3.460445505	3.449241733	3.427653454	3.421813106	3.401779922	3.36542218	3.344507752	3.32639417	3.302503108	3.303054349	3.285684194	3.292092677	3.293218146	3.29727457	3.25463482	3.293130587	3.275492556	3.254132543	3.229942714	3.23477194	3.214141824	3.189352358	3.227620609	3.19860143	3.166228401	3.158545871	3.108777997	3.081392895	3.028241707	2.962350362	2.84477728	2.723564977	2.588513057	2.453173679	2.274990122	2.133758781	1.85808878	1.647018367	1.493148918	1.336719646	1.195620374	1.139946583	1.053390935	1.041059398	0.9811931252	1.030211768	0.7407254884	0.6668597944	0.596856215	0.5444251782	0.4975175484	0.4723283572	0.4316983326	0.4023967742	0.379218385	0.3595300753	0.3292999524	0.3178902415	0.300582658	0.2840529236	0.2710702646	0.2600140489	0.2492998608	0.2373217719	0.2256259681	0.2187772732	0.20637706	0.2004413163	0.1916816659	0.1840000745	0.1749066727	0.1684315862	0.1613887372	0.1561459874	0.150100541	0.1425346575	0.1374546734	0.1332468312	0.1289799197	0.1251796821	0.1221449048	0.1180603991	0.1195228099	0.1118568703	0.1066134473	0.1007881442	0.09584593726	0.09009037373	0.08573039095	0.08230237927	0.08119560596	0.08238726667	0.08333564051	0.08414648395	0.08282778242	0.08072046522	0.07954003781	0.0773160431	0.07617889192	0.07235920318	0.07030660705	0.0677848378	0.06580285824	0.06502508134	0.06581751078	0.06528074993	0.06250478004	0.06020213828	0.05698787542	0.05165782527	0.04629997108	0.03999470481	0.0341953833	0.02600826562	0.01746126087	0.007468995102	0.003072995693	-0.007121115186	-0.01563968861	-0.02050409188	-0.02883129059	-0.02651795709	-0.01290294578	-0.0005020358383	0.01400182112	0.02758383965	0.04219024268	0.051008963	0.05553594945	
1116275	2.55365602	2.657062379	2.737510575	2.805673931	2.880316239	2.944890589	3.002737561	3.052126234	3.084124499	3.120714388	3.158186066	3.183904598	3.201507998	3.25689952	3.275967274	3.305317296	3.319559676	3.335802666	3.350612151	3.367764872	3.389581335	3.38707303	3.393754007	3.400468069	3.415240658	3.413651735	3.42464638	3.424936399	3.448263138	3.473588289	3.47039201	3.484377681	3.496380104	3.496009618	3.502850709	3.522607685	3.453844873	3.455237072	3.444841229	3.424212825	3.420561718	3.401780083	3.367257755	3.347482141	3.331358644	3.307863428	3.309908094	3.293271963	3.301302719	3.303258114	3.308934026	3.268605086	3.307770362	3.291451445	3.269656748	3.244106963	3.24667895	3.224072481	3.197740355	3.233806154	3.205332406	3.170670729	3.164373661	3.115071357	3.085221741	3.032397716	2.966037415	2.848556382	2.726549443	2.59216822	2.454902288	2.278213141	2.1367043	1.860308356	1.651449054	1.498427341	1.342699402	1.201656228	1.146677306	1.057327728	1.044907663	0.9827994154	1.026418201	0.7319714312	0.6540267049	0.59847669	0.5349401169	0.4935496965	0.46539302	0.4348633473	0.4023922272	0.3768639422	0.3514334371	0.3327683241	0.3098539631	0.2977758181	0.2814356537	0.2675147729	0.258664232	0.2457643886	0.2371420409	0.228529724	0.2172794282	0.2075022207	0.1997225258	0.1899105772	0.1823520931	0.175193175	0.1674694895	0.1616255977	0.1553667734	0.1503649479	0.1420909322	0.1368102683	0.1333947685	0.1287260364	0.1254192502	0.1216371054	0.1181661826	0.1192678613	0.1109743682	0.1060531003	0.1004766552	0.09571973042	0.09023117496	0.08523682293	0.08189262337	0.08047655009	0.08227335953	0.08372405538	0.08388731617	0.08230307019	0.08109515176	0.07954073414	0.07746173891	0.07622188182	0.07216947599	0.07005509796	0.0675473437	0.06549990325	0.06507175474	0.06561367953	0.06497463326	0.0626721415	0.05878779638	0.05718274062	0.05060266595	0.04616296182	0.04034748876	0.03348804586	0.02496907452	0.01581647765	0.00752421523	0.00240564654	-0.007246482927	-0.01554348951	-0.02205189186	-0.02965557765	-0.02563777201	-0.01347677114	-0.0009167688986	0.01378519543	0.02895437608	0.04249744555	0.04607603285	0.05472083722	
1116525	2.555288137	2.645449441	2.727670512	2.798562818	2.876033385	2.944890589	2.997986967	3.045005317	3.075956581	3.110065687	3.146192054	3.173841296	3.190572902	3.244301085	3.264630185	3.295877768	3.311636267	3.328349798	3.34985921	3.370561586	3.396083287	3.394828896	3.405974679	3.415511596	3.431117784	3.431853818	3.442389303	3.442827313	3.465495473	3.48856385	3.485351667	3.496468501	3.508309079	3.505774299	3.512268087	3.531169394	3.46121186	3.461961552	3.451266219	3.430160196	3.425460806	3.405116303	3.37051591	3.350549285	3.332826153	3.309956941	3.310296539	3.292889177	3.298912342	3.300179943	3.303186564	3.26010124	3.2965307	3.277226837	3.252331962	3.225638073	3.226323379	3.203227246	3.177880912	3.214119468	3.18656225	3.155042829	3.148739321	3.101057471	3.07541133	3.023420968	2.960018993	2.846187763	2.726256669	2.593037287	2.461822705	2.287190087	2.146537147	1.872686562	1.664258623	1.51135902	1.353919606	1.210388945	1.153417579	1.062328297	1.043200559	0.9790950669	1.022311094	0.7059004452	0.6596911059	0.5976673284	0.5440038761	0.4977403726	0.4760279628	0.4348633473	0.3997494304	0.3769354956	0.357548088	0.3311052639	0.3146780842	0.2992222111	0.2828345001	0.2700691244	0.2578652795	0.2493912824	0.2364330223	0.2271664783	0.2167044183	0.2077573336	0.1987795278	0.191762378	0.1831355515	0.174907186	0.1698757941	0.1618413278	0.1561464191	0.1501692857	0.1430908227	0.1374551488	0.1335186381	0.1283369851	0.1257161073	0.1220314633	0.1187580091	0.1192678613	0.1107278578	0.1070883006	0.1004273038	0.09519542676	0.09056992835	0.08556620369	0.08262555649	0.08099498573	0.08254373394	0.08329528441	0.08463808102	0.08297653995	0.08097302796	0.07920891858	0.07750325307	0.07628317792	0.07212624429	0.07005509796	0.06834017487	0.0654549091	0.06533529886	0.06547311299	0.06511962764	0.06235576817	0.05964022046	0.05746486149	0.05176897581	0.0459113974	0.0409622901	0.03317210515	0.02618147826	0.01666800148	0.007840433263	0.002219359415	-0.006540579811	-0.01485931949	-0.02168999009	-0.02965729636	-0.02561266263	-0.01295440744	-0.0003377720097	0.01378519543	0.02840238546	0.04103251237	0.04823872346	0.05635415697	
1116776	2.567070178	2.657062379	2.742712136	2.802116794	2.877221461	2.933494437	2.987997041	3.032466122	3.06373048	3.09945054	3.134233899	3.153263825	3.171777294	3.223309024	3.240871188	3.271788181	3.287602717	3.304072969	3.326895053	3.350329572	3.377524648	3.381890081	3.397245251	3.412622779	3.433132898	3.438984369	3.456714103	3.462786875	3.489492698	3.515528513	3.514830416	3.52641569	3.536718104	3.533700132	3.536423876	3.551984048	3.441083669	3.443598082	3.435148851	3.41552495	3.413181223	3.396109283	3.363817092	3.347304093	3.333756938	3.314934181	3.321010471	3.308445759	3.31944056	3.324703587	3.33166511	3.290204832	3.328826525	3.310690148	3.286639651	3.259317745	3.259230974	3.234080173	3.203409755	3.236445551	3.201980772	3.164517235	3.15253207	3.100038927	3.06936639	3.01197328	2.94370255	2.825148331	2.702243056	2.566804621	2.432225967	2.256675518	2.116622215	1.845444544	1.638323155	1.485986653	1.334855707	1.195723954	1.14414862	1.059969516	1.047988734	0.9887355616	1.036908084	0.7087155518	0.6437982055	0.5909389836	0.5394806468	0.4977403726	0.4688659197	0.4286567156	0.3970801414	0.3746159826	0.357548088	0.329372537	0.31146265	0.2965011226	0.2852727812	0.2687925016	0.2589401149	0.2456725828	0.2390103162	0.2254484905	0.2166172314	0.2088822449	0.199970272	0.1913325053	0.1834511452	0.1744697646	0.1679508663	0.1618413278	0.1553667734	0.1493004316	0.142535141	0.1375194253	0.1335805589	0.1285314907	0.1254192502	0.1211848725	0.1181661826	0.1191616116	0.1114673433	0.1062400118	0.1004766552	0.09527389894	0.09023117496	0.08561141205	0.08201018765	0.08072021057	0.08214894516	0.08294822257	0.08346541639	0.08241056896	0.08063968028	0.07924997307	0.07756519349	0.07651354392	0.07202218703	0.06967166238	0.06789106466	0.0654549091	0.06457916428	0.06531520682	0.06486095703	0.06262217355	0.05969156743	0.05716511921	0.05176897581	0.04571667913	0.04023151435	0.03317210515	0.02589211595	0.01715943216	0.007207972197	0.002170031283	-0.007204304034	-0.01629101333	-0.02167308604	-0.02965557765	-0.02561266263	-0.01190947536	-0.00191204136	0.01262415088	0.02826973765	0.04249744555	0.04668472189	0.05590062075	
1117025	2.553163642	2.644141839	2.72767051	2.796348168	2.876033068	2.936192226	2.996113952	3.042484032	3.075956314	3.110065412	3.147397741	3.172221306	3.189092984	3.24201457	3.259213271	3.288996563	3.304606149	3.319430815	3.34083477	3.360083703	3.383358488	3.383699911	3.393987148	3.405695125	3.423778347	3.425405855	3.44059266	3.444630548	3.47100725	3.498458104	3.497311683	3.511357509	3.525273566	3.524490449	3.530943744	3.547988208	3.45341675	3.45815844	3.45065701	3.432820301	3.430989973	3.413430301	3.379575263	3.359995643	3.344204358	3.322017681	3.325338576	3.30908787	3.317297011	3.320361786	3.324159467	3.280449324	3.317040333	3.29599536	3.27037622	3.241246816	3.239616222	3.214141824	3.184862373	3.219577584	3.188671152	3.155906201	3.148739116	3.098463393	3.071714722	3.018271687	2.951784185	2.835132646	2.713967582	2.579187626	2.444871232	2.270501078	2.130325515	1.856132007	1.648857214	1.495854272	1.341695545	1.204189216	1.148505373	1.060984806	1.049832258	0.9892284835	1.036907799	0.7262127818	0.6612212256	0.5917326992	0.5493665007	0.497738972	0.4579914243	0.4317391973	0.4023861571	0.3769346282	0.3555102449	0.3345723066	0.3084073545	0.2978606436	0.2826544488	0.2687919107	0.2577724642	0.2473486412	0.2355432036	0.2263515917	0.2179411717	0.2075867984	0.199721919	0.1894804018	0.1814086582	0.1762948414	0.1674688907	0.1618408423	0.1565008333	0.1492315943	0.1432898019	0.1370357609	0.132975562	0.1284711109	0.1258311028	0.1209582222	0.1180059132	0.1192142203	0.1111688922	0.1063402233	0.1006567985	0.09479730703	0.0903532785	0.08561089876	0.08250748118	0.08047602884	0.08207543661	0.08302947901	0.08331467188	0.0827872194	0.08072046522	0.07943570044	0.07812388688	0.07626342778	0.07254971112	0.07009804557	0.06784586627	0.06569595645	0.06471575914	0.06536116958	0.06432571428	0.06217193211	0.05957147554	0.05705837459	0.05139760101	0.04563480291	0.03982069039	0.03344622302	0.02531604446	0.01672413749	0.007893368451	0.002267524008	-0.007516216071	-0.01554464939	-0.02165740683	-0.02966030988	-0.02656796575	-0.01290294578	-0.0003391507384	0.01273157659	0.02882027537	0.04029872495	0.04729185205	0.05535444479	
1117275	2.576719239	2.657059195	2.744268014	2.814143352	2.892218133	2.946997701	3.003668544	3.050029057	3.077432614	3.112388793	3.143798577	3.165441987	3.18141465	3.23811939	3.255226193	3.286122478	3.301969545	3.318615584	3.339639346	3.361065564	3.386328364	3.386360393	3.397475058	3.407820499	3.425283913	3.427102012	3.43987624	3.443848538	3.467993359	3.494162416	3.491655099	3.504517911	3.51623358	3.514623868	3.519982022	3.537657292	3.446865631	3.447594564	3.437823032	3.417482763	3.413846235	3.396151624	3.362209469	3.34401013	3.329183412	3.308470344	3.311760873	3.297067153	3.304884534	3.307878058	3.313440776	3.272443091	3.310957742	3.293629205	3.271503602	3.245526602	3.247526101	3.223975939	3.196598413	3.233083971	3.202566892	3.168636969	3.160948087	3.111306056	3.083252864	3.028985535	2.962505914	2.84390162	2.723468463	2.588258593	2.451337765	2.273999043	2.131409471	1.853594552	1.644836024	1.48882011	1.332985363	1.189490692	1.13547104	1.047267649	1.033839088	0.9723651937	1.019736122	0.7201942703	0.6436989654	0.5908700218	0.5443816288	0.4977179585	0.4615648969	0.4286507937	0.3997231721	0.3792053709	0.3493825072	0.3327576901	0.3146669727	0.2977631464	0.2801176096	0.2675976848	0.2587464341	0.2476162903	0.2370449279	0.2248043129	0.2181066291	0.2074944203	0.1994065063	0.1912439298	0.1819509687	0.1748231927	0.1687564449	0.160549124	0.1557846958	0.1506885765	0.1432825487	0.1372215507	0.1331151343	0.1282686578	0.1257085934	0.1215721533	0.1180522504	0.1188927579	0.1111103406	0.1059961486	0.1002875218	0.09553763208	0.09017607784	0.08576789154	0.0822514189	0.08042568562	0.08226466767	0.08363406475	0.08311492901	0.08334304811	0.08062907812	0.07938420755	0.07711854435	0.07627165245	0.07245143038	0.06980733288	0.06747246734	0.0652900386	0.06465686734	0.06544133747	0.06473315976	0.06210803383	0.05955723766	0.05744977012	0.05095778576	0.0452320794	0.03992220026	0.0335307039	0.02495296433	0.0168968668	0.007876474021	0.00248577178	-0.006869738761	-0.01518834171	-0.02284595627	-0.02842974541	-0.02614743876	-0.01245356191	-0.001355108429	0.01301891247	0.02701119365	0.04174055557	0.04821525862	0.05633072396	
1117525	2.541885615	2.650346411	2.734413358	2.803455466	2.877933623	2.933490876	2.991799098	3.040821097	3.070016502	3.110393692	3.142303235	3.168416722	3.184134702	3.235161973	3.253373936	3.283987717	3.300216591	3.315380201	3.336637442	3.358110682	3.384494253	3.385009515	3.396910843	3.4085755	3.427591767	3.431375677	3.446168071	3.449985086	3.474830781	3.502205693	3.499850567	3.512100468	3.523441304	3.521413677	3.526569823	3.543948285	3.446171289	3.446971092	3.436713275	3.41635679	3.413082707	3.39493654	3.361889171	3.343153933	3.327943711	3.307163507	3.311718481	3.297923043	3.30822001	3.31379333	3.321185669	3.281051319	3.320370475	3.302417741	3.278563548	3.2516993	3.252243227	3.226766398	3.197300375	3.230042233	3.197381622	3.162276575	3.151841878	3.100709887	3.070808109	3.01644406	2.948969079	2.831655283	2.709128127	2.573672799	2.438138841	2.26251821	2.122106526	1.848090052	1.640828855	1.489271651	1.33819999	1.200737959	1.147374822	1.060698784	1.050600997	0.9906507343	1.040005961	0.7173951837	0.6770963623	0.5924944671	0.5394516165	0.5021389411	0.4651569662	0.4286530147	0.3997277216	0.3768910642	0.3555042637	0.3345663254	0.3083194267	0.2992993866	0.2827394558	0.2709735796	0.2576746985	0.245576337	0.2382068377	0.2255327665	0.2165243828	0.2082723636	0.1997990638	0.1900662465	0.1821910777	0.1744646311	0.168426196	0.1612404604	0.1554325041	0.1500275335	0.1428413842	0.1370957992	0.1329708881	0.128152092	0.1255300636	0.1219698648	0.1186436806	0.118789566	0.1111646659	0.1060992857	0.1004220111	0.09536561061	0.08996306608	0.08560627852	0.08213672435	0.08071499745	0.08214351316	0.08294304924	0.0843722386	0.08263308146	0.08077936825	0.07990660875	0.07726791223	0.07621467896	0.07243852805	0.0700036764	0.0681817906	0.06593047612	0.06466209746	0.06551093933	0.06499712314	0.06287926684	0.05956293348	0.05738488137	0.05149923155	0.04615404778	0.04007491153	0.03424496418	0.02472827936	0.01665747576	0.007775102268	0.00235573762	-0.006904996598	-0.01633435745	-0.02165150478	-0.03049772164	-0.02660427939	-0.01239258717	-0.002088300208	0.01261012321	0.02825596865	0.04086469355	0.04900128632	0.05425232298	
1117776	2.563314252	2.666903079	2.741666426	2.814151405	2.888418244	2.945355323	3.002739322	3.050865434	3.082266994	3.115720413	3.149791453	3.176556544	3.194055642	3.243625565	3.263823936	3.297233112	3.310757572	3.326584966	3.347160211	3.369163802	3.391531927	3.390094732	3.401305275	3.409957968	3.427005712	3.42900612	3.442313555	3.446406889	3.471245054	3.497081374	3.49561694	3.507622475	3.519755791	3.517124769	3.520412139	3.536465353	3.454601	3.455295099	3.443783396	3.422050536	3.416964809	3.398263465	3.364550088	3.345995472	3.331448762	3.310219854	3.314311435	3.299422048	3.307795995	3.311223285	3.316798652	3.275604433	3.312735971	3.293721753	3.269609722	3.242496837	3.243810465	3.219991215	3.193942823	3.229067703	3.198073214	3.163756903	3.154598189	3.104743006	3.074506616	3.019997251	2.954624767	2.835585702	2.713492213	2.579088962	2.444277883	2.268315631	2.127985798	1.852521808	1.645050242	1.492924092	1.337724013	1.198510878	1.143326728	1.056478903	1.045209914	0.9842239005	1.033129417	0.6999587934	0.6525219261	0.5984896171	0.5345357934	0.5019308645	0.468985189	0.4348644574	0.3944290155	0.3768665443	0.3534746862	0.3311072573	0.3146801671	0.2977781934	0.2827463619	0.2664232012	0.2577749152	0.2466493926	0.2380327309	0.224813273	0.2181173284	0.2062084858	0.1997243461	0.1905831298	0.1823535434	0.1743954776	0.1679526627	0.1621511352	0.1559328929	0.149233719	0.1427811463	0.1372305865	0.1325824082	0.1284732277	0.1260143508	0.1216387646	0.1183820421	0.1187963169	0.1112222718	0.1064281735	0.100839596	0.09532341806	0.09023273864	0.08561295185	0.08234805987	0.08072177425	0.08168282028	0.08329683615	0.08438007588	0.08215701333	0.08072311514	0.07939743984	0.07787838094	0.07622404231	0.07234473569	0.07005740766	0.06783263632	0.06519859464	0.06476505858	0.06545850163	0.06452266931	0.06217564041	0.05940479383	0.05709744307	0.05108614953	0.04575206647	0.03994057424	0.03356732934	0.02537867775	0.01703120535	0.007689828519	0.001850465423	-0.007737931071	-0.01588205117	-0.02315034451	-0.02840882935	-0.0266379071	-0.01300315845	-0.0009940026385	0.01293673175	0.02787617015	0.04088448074	0.04807464221	0.05536030167	
