Compass Release Candidate 1
ACS Meter																																																																														
53000011		; Serial number																																																																												
C739.1	A736.5	105	-0.753037	-0.608517		-0.007059	-0.006274	-0.005238	-0.004844	-0.004455	-0.004167	-0.003831	-0.003457	-0.003078	-0.002731	-0.002345	-0.001993	-0.001718	-0.001613	-0.001253	-0.001054	-0.000805	-0.000574	-0.000359	-0.000357	-0.00017	0.000121	0	0.000146	0.000345	0.000454	0.00065	0.000779	0.001076	0.001341	0.001404	0.001307	0.001509	0.001521	0.001462		-0.016483	-0.015362	-0.013976	-0.012867	-0.011976	-0.011064	-0.010265	-0.009668	-0.009005	-0.008126	-0.007478	-0.006604	-0.005886	-0.005211	-0.004628	-0.003886	-0.003191	-0.002599	-0.002045	-0.001544	-0.001183	-0.000409	0	0.000375	0.000827	0.001509	0.002202	0.002722	0.003394	0.00391	0.004477	0.004875	0.005349	0.005856	0.006226		"; C and A offset, and C and A temperature correction info"
C741.8	A739.2	106	-0.844528	-0.74105		-0.006965	-0.006217	-0.005182	-0.00478	-0.004347	-0.004016	-0.00379	-0.003388	-0.003007	-0.002738	-0.002215	-0.001937	-0.001662	-0.001541	-0.001217	-0.001088	-0.000859	-0.000615	-0.000385	-0.000345	-0.000095	0.00002	0	0.000017	0.00024	0.000357	0.000536	0.00068	0.000979	0.001172	0.001231	0.001193	0.001389	0.001527	0.001465		-0.016893	-0.015772	-0.014378	-0.013275	-0.012349	-0.011434	-0.010659	-0.009961	-0.009309	-0.008437	-0.007696	-0.006842	-0.006128	-0.005418	-0.004751	-0.004006	-0.003323	-0.002712	-0.0021	-0.001658	-0.001256	-0.000482	0	0.000335	0.000829	0.001526	0.002231	0.002771	0.003322	0.003953	0.004469	0.004896	0.005315	0.005887	0.006216		"; C and A offset, and C and A temperature correction info"
C744.6	A742.1	107	-0.903887	-0.834965		-0.007189	-0.006399	-0.005399	-0.004971	-0.004575	-0.004211	-0.003963	-0.003493	-0.0031	-0.002677	-0.002315	-0.00196	-0.001812	-0.00158	-0.001288	-0.001068	-0.000771	-0.000557	-0.000315	-0.000304	-0.000175	-0.000047	0	0.000042	0.000249	0.00047	0.000587	0.000745	0.001066	0.001296	0.001362	0.001239	0.001448	0.001571	0.001438		-0.017147	-0.016003	-0.014591	-0.013432	-0.012517	-0.011567	-0.010782	-0.010081	-0.00938	-0.008512	-0.007763	-0.006922	-0.00611	-0.005407	-0.004683	-0.004002	-0.003235	-0.002647	-0.001982	-0.00155	-0.001131	-0.000236	0	0.000459	0.000964	0.00169	0.002382	0.002926	0.003503	0.004099	0.004657	0.005073	0.005576	0.006004	0.006397		"; C and A offset, and C and A temperature correction info"
C747.2	A744.8	109	-0.942415	-0.895589		-0.007193	-0.00646	-0.005369	-0.005023	-0.004513	-0.004269	-0.003923	-0.003506	-0.003087	-0.00266	-0.002313	-0.001952	-0.001704	-0.001594	-0.001265	-0.001132	-0.000852	-0.000638	-0.00045	-0.000267	-0.000143	0.000066	0	0.00004	0.000252	0.000438	0.000569	0.000676	0.000989	0.001312	0.001389	0.001363	0.001509	0.001526	0.001565		-0.017496	-0.01633	-0.014891	-0.013774	-0.012804	-0.011834	-0.010963	-0.010321	-0.009601	-0.008733	-0.007915	-0.007029	-0.006247	-0.005538	-0.004823	-0.00404	-0.003336	-0.002718	-0.00209	-0.001575	-0.001223	-0.00037	0	0.000387	0.00088	0.001606	0.002371	0.002882	0.003518	0.004108	0.004631	0.005074	0.005509	0.006064	0.006346		"; C and A offset, and C and A temperature correction info"
C749.5	A747.3	110	-0.966056	-0.931293		-0.007314	-0.006457	-0.005348	-0.004869	-0.004466	-0.004133	-0.003771	-0.003296	-0.002992	-0.002607	-0.002165	-0.001811	-0.00159	-0.001463	-0.001182	-0.000998	-0.000778	-0.000436	-0.000332	-0.000154	-0.000089	0.000042	0	0.000085	0.000344	0.000403	0.000659	0.000731	0.001112	0.00132	0.001364	0.001341	0.001462	0.001704	0.001587		-0.017825	-0.016657	-0.015188	-0.013971	-0.013053	-0.012041	-0.011289	-0.010548	-0.009844	-0.008927	-0.008121	-0.007203	-0.006404	-0.005671	-0.004969	-0.004135	-0.003306	-0.002845	-0.002141	-0.001699	-0.001246	-0.000435	0	0.000531	0.000913	0.001732	0.002469	0.003033	0.003574	0.00421	0.004815	0.005178	0.005621	0.006133	0.006534		"; C and A offset, and C and A temperature correction info"
C752.0	A749.8	111	-0.982576	-0.952008		-0.007512	-0.006722	-0.005616	-0.005222	-0.004792	-0.004415	-0.004077	-0.003555	-0.003125	-0.002693	-0.002299	-0.001935	-0.001769	-0.001743	-0.001347	-0.001104	-0.000789	-0.000581	-0.000311	-0.000326	-0.000115	0.000046	0	0.000018	0.000355	0.000478	0.000621	0.00084	0.001129	0.001311	0.001407	0.001337	0.00154	0.001681	0.001718		-0.018062	-0.016926	-0.015438	-0.014263	-0.013282	-0.012216	-0.011483	-0.010666	-0.010017	-0.009094	-0.008256	-0.007357	-0.006534	-0.005751	-0.005063	-0.004221	-0.003411	-0.002848	-0.002163	-0.001776	-0.001293	-0.000323	0	0.000463	0.000919	0.001742	0.002478	0.003024	0.003614	0.004324	0.004787	0.005275	0.005751	0.006249	0.006623		"; C and A offset, and C and A temperature correction info"
1			; acquisition bin size
Time(ms)	C400.7	C405	C409.4	C413.9	C418.5	C423	C427.8	C432.5	C436.8	C441.4	C446.2	C450.9	C455.7	C460.4	C465.2	C470.1	C475	C479.9	C484.5	C489	C493.5	C498.2	C503.1	C507.6	C512.6	C518	C522.3	C527.2	C532	C537	C541.8	C546.4	C551	C555.5	C560.3	C564.7	C569.1	C573.5	C578	C582.4	C586.4	C591.3	C595.7	C600.4	C605.3	C609.8	C614.7	C619.4	C624	C628.7	C633.4	C638	C642.8	C647.1	C651.6	C656.2	C661.1	C665	C669.8	C673.9	C678.6	C682.5	C686.8	C690.8	C695	C698.9	C702.8	C706.5	C710	C713.6	C716.9	C720.3	C723.7	C726.8	C730.2	C733.1	C736.2	C739.1	C741.8	C744.6	C747.2	C749.5	C752	A399.8	A403.5	A408.4	A412.5	A416.9	A421.5	A426.3	A431.1	A435.6	A440	A444.6	A449.3	A453.8	A458.7	A463.4	A468	A473.1	A477.6	A482.2	A486.9	A491.6	A496.1	A500.8	A505.4	A510.2	A515.1	A520.3	A524.6	A529.4	A534.1	A538.9	A543.5	A548.1	A552.9	A557.7	A561.8	A565.9	A570	A574.2	A579	A583.2	A587.8	A592.2	A596.7	A601.4	A606.1	A610.5	A615.4	A619.9	A624.7	A629	A633.7	A638.8	A643.5	A648.1	A652.7	A657.5	A661.9	A666.2	A670.6	A674.7	A679.4	A683.7	A687.6	A691.8	A696	A699.9	A703.4	A707.3	A710.8	A714.2	A717.7	A720.9	A724.1	A727.5	A730.4	A733.5	A736.5	A739.2	A742.1	A744.8	A747.3	A749.8	
98837	-0.1169911356	-0.03877293006	0.02944804118	0.08629526467	0.1426016985	0.1803446593	0.218046671	0.24908947	0.2714163497	0.3005853587	0.323510069	0.3370956767	0.3610628862	0.3796813452	0.3963431283	0.4078772985	0.4165356907	0.4279034695	0.4378996368	0.4507402445	0.4519148931	0.454467299	0.4575271463	0.4644387559	0.462697405	0.4682446503	0.4695436637	0.4679738262	0.481896339	0.4756317827	0.4731793023	0.4786389909	0.4742804858	0.4742788198	0.4800033437	0.4745341642	0.4712828049	0.4601422214	0.4507349861	0.4399066938	0.4196984724	0.3888887759	0.3587116324	0.3303238887	0.3045235949	0.2934939708	0.285235025	0.276365486	0.272525731	0.2710015089	0.2497087949	0.2441411158	0.2555832697	0.225818073	0.2106652681	0.194778696	0.179892455	0.1569010238	0.1527475861	0.1612621356	0.1285647783	0.1070031997	0.08878199024	0.04950595872	0.009591245341	-0.04901440745	-0.1056214582	-0.2082682638	-0.3132858664	-0.4414524802	-0.5990946886	-0.7593231941	-0.9460666033	-1.195843425	-1.382395239	-1.568300502	-1.747068795	-1.861945701	-1.95063877	-2.006503152	-2.048320443	-2.073640697	-2.070523923	-0.1710885607	-0.1527877134	-0.133126778	-0.1233239242	-0.09006009169	-0.08758075252	-0.07561470651	-0.05962538778	-0.05862463278	-0.04892178311	-0.03699975323	-0.03053695711	-0.02627511169	-0.02015491271	-0.0144818999	-0.009558429247	-0.003322739816	-0.0009437566553	-0.0002091478535	0.005091773672	0.009674392389	0.01015592406	0.01357918385	0.01665685111	0.01774871589	0.01934316341	0.02125408953	0.02243902328	0.02403986517	0.02443834647	0.02705315454	0.0283330049	0.03053075811	0.03121974066	0.03263587088	0.03415499269	0.03439373944	0.03457698501	0.03575392812	0.0356087049	0.03673369713	0.03839916248	0.04005371998	0.04119932895	0.04085966733	0.03937211011	0.03846382428	0.03826152993	0.037555601	0.03735439851	0.03682518462	0.03758223451	0.03675583653	0.0368731265	0.03838637593	0.0388137663	0.03912540874	0.03852416419	0.03878963002	0.03851828116	0.03813002628	0.03953628007	0.04107304786	0.04042577287	0.04284738295	0.04434679018	0.04661602286	0.04842614904	0.05076286772	0.05773306959	0.06639634031	0.07083476664	0.08272612902	0.08896286342	0.09143143312	0.1050793333	0.1093559245	0.1066201965	0.09848661294	0.09321236754	0.08422883677	0.07860480927	0.07388174273	
99086	-0.1109289632	-0.04265200874	0.02427646415	0.08922061226	0.1359363689	0.1740086653	0.2105587796	0.2446241265	0.266407472	0.3002632486	0.3180821236	0.3361991834	0.3565476605	0.3760838448	0.3938153261	0.4074382341	0.4152413877	0.4264691549	0.4365217707	0.4487557731	0.4504732477	0.4536393533	0.4556265631	0.4635446213	0.4620308501	0.4666302272	0.4690884293	0.46661721	0.4812606083	0.475591883	0.4728927611	0.4778287321	0.4729626207	0.4737892186	0.4788932737	0.4740185138	0.4706058724	0.4599044911	0.4500101243	0.4392293048	0.4195605179	0.388996922	0.3586350292	0.3300902874	0.3040349181	0.2933671271	0.2847402532	0.2762404533	0.2722035496	0.2706504866	0.249384544	0.2441005676	0.2551901474	0.2256552384	0.2102169468	0.1942562706	0.1795339228	0.1568250319	0.1525608844	0.1602439971	0.1280346101	0.106962604	0.08900339178	0.04922374733	0.008656797382	-0.04984133851	-0.1061650717	-0.2097990101	-0.3140634493	-0.4423492707	-0.6001073811	-0.7600356486	-0.9467464513	-1.19695839	-1.383419941	-1.568299636	-1.748124895	-1.863879898	-1.952138151	-2.009317895	-2.049144257	-2.07389471	-2.073508202	-0.1710555294	-0.1591783382	-0.1274571255	-0.114629832	-0.0900544964	-0.08791309082	-0.08038670892	-0.06648062911	-0.05429684277	-0.04510415447	-0.04165719628	-0.03205019622	-0.02764110814	-0.0222935453	-0.01254857146	-0.00853700283	-0.005173692962	-0.001071807129	0.001470259811	0.004725873369	0.009676339612	0.01137823227	0.01367959821	0.01718700957	0.01694014732	0.0190522955	0.01994719965	0.02341897685	0.02295622118	0.0240757965	0.02699155611	0.02910148517	0.02998889549	0.03161337795	0.03318640115	0.03354524536	0.03408898099	0.03433842552	0.03503531477	0.0351905769	0.03632830902	0.03762957563	0.03978177584	0.04030111824	0.04076936323	0.03913028628	0.03820914701	0.03775974092	0.0371030777	0.03686595526	0.03619637446	0.0365241565	0.03606474021	0.03518227616	0.0377442164	0.03781887382	0.03752013456	0.03774165035	0.03773324798	0.03743336482	0.03684920614	0.03906578773	0.03941034845	0.03971491648	0.04243066488	0.04369142501	0.04585072938	0.04688863157	0.05012303084	0.05621174709	0.06574003007	0.0702272451	0.08133721319	0.08777044752	0.09095337888	0.1026089555	0.1091486024	0.1052067349	0.09757791211	0.09250745097	0.08449969273	0.07745895588	0.07136631902	
99336	-0.10888349	-0.03759261976	0.032388336	0.09124439171	0.1362533753	0.1755264039	0.2140708949	0.2438659846	0.2691589935	0.297634513	0.3201584278	0.3355705985	0.3583966035	0.3778830571	0.3940170772	0.4089409346	0.4148383041	0.4273733141	0.436103076	0.4492571534	0.4505379915	0.455082075	0.4561754195	0.4628133822	0.4623123916	0.4669955111	0.4695448718	0.4667657559	0.4808929274	0.4761002376	0.4727294258	0.478175473	0.472815651	0.4735082309	0.4787917704	0.4747937743	0.4708522082	0.4596940056	0.4503846953	0.4392549919	0.4199765129	0.3882952094	0.3587684225	0.3296692351	0.3048294522	0.2934399254	0.2852632955	0.2767177253	0.2725547281	0.2706785562	0.2496109085	0.244230706	0.2554528214	0.2259214259	0.2099868276	0.1947470076	0.1793589574	0.1571167046	0.1523660553	0.1607946261	0.1284033133	0.1068340424	0.08811550915	0.04922374733	0.009294584988	-0.0500482868	-0.1059418944	-0.2093441286	-0.3140634493	-0.4410105434	-0.5992301492	-0.7598257302	-0.9465193528	-1.197596348	-1.382735596	-1.568211381	-1.747552335	-1.862868821	-1.951917825	-2.008869188	-2.048561758	-2.074887142	-2.072077089	-0.1547967871	-0.152700604	-0.1429749425	-0.114629832	-0.08970452483	-0.08791309082	-0.07784783229	-0.06428704528	-0.05404619594	-0.04868868723	-0.03699709865	-0.03317706415	-0.02745942063	-0.02122331118	-0.01560297712	-0.009408367609	-0.005685282494	-0.00250575588	0.002002361547	0.006041553951	0.007366929249	0.01188459344	0.01321113185	0.0151673126	0.01761328028	0.01867352556	0.02098393204	0.02234588622	0.0230322756	0.0249504002	0.02692192174	0.02756882023	0.02981273541	0.03076848693	0.03232711007	0.03369186987	0.03291372022	0.03391139566	0.03475009065	0.03506760739	0.0366163415	0.03708982315	0.03874938456	0.03962644121	0.04013091028	0.0385028734	0.03780308751	0.03694135688	0.03600287772	0.03680627599	0.03580903114	0.03628045608	0.03581887103	0.03489052896	0.03686222014	0.03732591845	0.03730957385	0.03737237432	0.03751347271	0.0367330103	0.03673377613	0.03860476376	0.03934082159	0.04014821597	0.04092772272	0.04327358316	0.04551058061	0.04742097491	0.04894663024	0.05643126627	0.06377628462	0.06990276731	0.08095302264	0.08817385633	0.09142176679	0.1031454944	0.1076302957	0.1052067349	0.09795382194	0.09221407447	0.08271861663	0.07683952111	0.07304699131	
99587	-0.1142900327	-0.03479483584	0.02663982804	0.09124354529	0.1330775733	0.1770428555	0.2105576074	0.2424930057	0.2703788649	0.2977961825	0.3187738311	0.3329230765	0.3579418965	0.3789348409	0.3940169739	0.4072530686	0.4150096575	0.4269205368	0.4356097942	0.4496448643	0.4508333363	0.4544067906	0.4554830978	0.4637877537	0.4613424346	0.4678119246	0.4688359758	0.4669136973	0.480991078	0.4756728587	0.4727753222	0.4777540791	0.4738082092	0.4734018168	0.4797012201	0.4740502427	0.470882753	0.4593050958	0.4503278782	0.4394806474	0.4199189429	0.3886741019	0.3585292857	0.330062126	0.3048842832	0.2934394525	0.2850371876	0.2764646319	0.2724983538	0.2709033295	0.249099966	0.2441001702	0.2554228201	0.2258903904	0.2104253999	0.1948532992	0.1795335969	0.1571163788	0.1523730782	0.1610696228	0.1286429556	0.1071732558	0.08913752897	0.04912770125	0.009001762997	-0.04973607884	-0.1060539715	-0.2087782367	-0.3140640294	-0.4419033312	-0.5992308963	-0.7598193169	-0.9456215224	-1.197597143	-1.382820417	-1.568211814	-1.74755319	-1.862253172	-1.952138862	-2.008978006	-2.047381836	-2.073759757	-2.072077658	-0.1789693819	-0.1529006033	-0.1435839547	-0.1149934612	-0.1051215997	-0.09156481055	-0.07846398528	-0.0717074177	-0.05238789942	-0.05059795633	-0.04356549974	-0.03205158308	-0.03038241586	-0.02156366475	-0.01688661238	-0.01144780815	-0.006101247887	-0.001789716028	0.001224041457	0.003892778301	0.005937168525	0.01148052576	0.01104087839	0.01516634697	0.01725508961	0.01858671208	0.01932018403	0.0213665168	0.02249173954	0.02283590384	0.02623686048	0.02704538231	0.02902774244	0.03064460018	0.03128870207	0.03342945813	0.03330439828	0.03279115926	0.03397646542	0.03409307448	0.03516505004	0.03633708532	0.03904755703	0.03935546462	0.03880418949	0.0381545188	0.03697120553	0.03616367979	0.03544011792	0.03595998903	0.03510719305	0.03586345577	0.03500531015	0.03402583767	0.03628465923	0.03687690032	0.03671437797	0.03626783323	0.0363197094	0.03705642273	0.03607638365	0.0375883783	0.03834889109	0.03959951397	0.04055335673	0.04193229142	0.04456206451	0.04653253756	0.04933627582	0.05561427016	0.06368187063	0.06986346831	0.08018221406	0.08737112314	0.09228201682	0.1016995174	0.1076276015	0.1030629755	0.09770037619	0.09179441075	0.08271557666	0.0762170617	0.07071251153	
99837	-0.1230543117	-0.04716827156	0.02427644825	0.08591825705	0.1330756776	0.1782866332	0.2103191784	0.2434559774	0.267444168	0.2985626601	0.3172425402	0.3348088349	0.3571204948	0.3761934917	0.3956608756	0.407877068	0.4133691348	0.4268386492	0.4359533318	0.4486848027	0.4504702751	0.4537303511	0.4559415391	0.4634077773	0.4619770477	0.4665780815	0.4695424555	0.4671058046	0.4801689759	0.4757631514	0.4726490833	0.4775976556	0.4729245524	0.4737526348	0.4791269451	0.4744360086	0.4705733706	0.4597528474	0.4504426938	0.4393662045	0.4191144148	0.3886955517	0.358528165	0.3298541093	0.3045227046	0.293237442	0.2849643866	0.2765890524	0.2722013877	0.2706490718	0.249197423	0.2441699211	0.2549848412	0.2253154347	0.2101838766	0.1947781475	0.1794239399	0.1572958133	0.1522852089	0.1602427413	0.1284414442	0.1068740382	0.08837754563	0.04959663318	0.00884713226	-0.05015540973	-0.1062719288	-0.2091229246	-0.3139481314	-0.4415876129	-0.5993700694	-0.7598286711	-0.9465223255	-1.197360568	-1.383681692	-1.568027105	-1.74822942	-1.863685606	-1.9526712	-2.008762715	-2.047383398	-2.07538752	-2.072597598	-0.1637330032	-0.1527501535	-0.1331439949	-0.1097838426	-0.09741542962	-0.08758490172	-0.08038966568	-0.06840034957	-0.05405312682	-0.04678696445	-0.03954720085	-0.03469862494	-0.02472883321	-0.02212800405	-0.01529117459	-0.01058011556	-0.006615043168	-0.001792327098	0.0008119885305	0.004353522388	0.006703567121	0.01198318641	0.01254164647	0.01622011334	0.01720401311	0.01837564179	0.02054387205	0.02218469494	0.02271683195	0.02392645053	0.02575900443	0.02775336827	0.02950459021	0.03031165725	0.03161896352	0.03400616032	0.03276926907	0.03361741925	0.03395185166	0.03461247146	0.03553018315	0.03696980738	0.03851775933	0.03935259125	0.03966223226	0.03782233841	0.0368187711	0.03664269267	0.03637173868	0.03544059278	0.0351030201	0.03580168881	0.03504491544	0.03492879687	0.03613306468	0.03672261796	0.03699998888	0.0370694287	0.03688608462	0.03651336156	0.03600702156	0.03775392039	0.0389899509	0.03872709007	0.04120050212	0.04267121046	0.04483713031	0.04711747757	0.04961062108	0.0560464817	0.06410970519	0.06985658892	0.08135188486	0.08696695752	0.09053384027	0.1021869399	0.108584536	0.1046853518	0.09864298652	0.09234973897	0.08330023595	0.07682780538	0.07051454777	
100085	-0.1183165874	-0.04491037965	0.0219116951	0.08187016332	0.1327592935	0.1702725451	0.2070462449	0.2391930631	0.2674457656	0.2985643054	0.3193196671	0.3346741199	0.359093307	0.3771354903	0.3944978876	0.4083167569	0.4152409108	0.4268408191	0.4363732111	0.4496448643	0.4500468534	0.4544067906	0.4562600231	0.4625142198	0.4619260483	0.4667471036	0.4694970534	0.4670168863	0.4806793656	0.4767099342	0.4725730108	0.4779896791	0.4739909953	0.4737541489	0.4791971984	0.4744378209	0.4705739268	0.459932231	0.4502118975	0.4385727302	0.4195557377	0.3885890122	0.3585225451	0.3296611882	0.3049030302	0.2936400543	0.2853070547	0.2767048567	0.2723161334	0.2706644548	0.2492685689	0.2440113621	0.2553210454	0.2258597863	0.210362575	0.1948532992	0.1797178315	0.1572276212	0.1525605228	0.1602068647	0.1282021994	0.1068798933	0.08842723864	0.04936485053	0.009145547804	-0.04994733949	-0.1061130932	-0.2094645785	-0.3141275542	-0.4417737511	-0.6002450075	-0.7604634719	-0.9462929845	-1.196879571	-1.382394353	-1.567849348	-1.74755319	-1.863276414	-1.951388451	-2.008529299	-2.048093263	-2.07550474	-2.07220128	-0.1710720446	-0.1462975921	-0.1277454361	-0.1149934612	-0.101262458	-0.09122505364	-0.08354657808	-0.0711459489	-0.05646015336	-0.04915110378	-0.0448353848	-0.03449923689	-0.03038241586	-0.02336455416	-0.01672791069	-0.008685650608	-0.004386160807	-0.00335363515	-0.001517320732	0.001493617935	0.007696963545	0.01015713614	0.01264323745	0.01386221176	0.01720708916	0.01791489713	0.01959207536	0.02111406528	0.02233273739	0.02290898999	0.02541978357	0.0275010604	0.02848381462	0.029676855	0.03156289064	0.03293233702	0.03277238089	0.03271251223	0.033489053	0.03444144584	0.03487716974	0.0364529025	0.03769481577	0.03915316344	0.03915736181	0.03745996819	0.03667254205	0.03631059008	0.03529494053	0.03544456304	0.03519217217	0.03561980351	0.03510624711	0.03411506727	0.03618272059	0.03633831336	0.03671437797	0.03626783323	0.0367816635	0.03635607674	0.03574247989	0.0375883783	0.0381150345	0.03816800214	0.0408677882	0.04214120688	0.04462128225	0.04629564792	0.04914038206	0.05556214396	0.06343129003	0.06917747396	0.07979791277	0.08536700176	0.0910247531	0.1006685009	0.1081808901	0.1035734726	0.0967488185	0.09123075261	0.08271557666	0.0762170617	0.07239318382	
100335	-0.12844117	-0.04771228265	0.02810788008	0.08629653436	0.137365901	0.1742805243	0.2127433889	0.2446241146	0.27001535	0.2976342388	0.3193198042	0.3354367243	0.3564253165	0.3781878536	0.3940170255	0.4076000071	0.415155246	0.4268411808	0.4369886931	0.4489373797	0.4497511151	0.4544070509	0.4564613397	0.4633005382	0.461519737	0.4679299432	0.4690408866	0.4673473871	0.4801280233	0.4757645285	0.47330466	0.4777172723	0.4728907135	0.474104526	0.4788597026	0.4738243418	0.4705741215	0.4597827344	0.4508217944	0.4390286578	0.4193930399	0.38842493	0.3587615268	0.3300068712	0.3044689646	0.2935674825	0.2846575593	0.2765357704	0.272498624	0.270720774	0.2493675355	0.2441713121	0.2549863852	0.2259212094	0.2099136118	0.1948534363	0.1793587945	0.1567556629	0.1526401252	0.1606384111	0.1284811818	0.1070860429	0.08807225082	0.04908662037	0.009049874228	-0.04989218587	-0.1060537311	-0.2087779863	-0.3132849961	-0.4422198801	-0.5999041871	-0.7602530713	-0.9465197244	-1.197357786	-1.383252434	-1.567937353	-1.74774128	-1.862659597	-1.952241793	-2.010107209	-2.048902207	-2.074751927	-2.072471948	-0.1877652726	-0.1398241379	-0.1328269564	-0.1187928976	-0.09740563724	-0.08460697607	-0.07784820185	-0.06867376764	-0.0586220338	-0.04510481809	-0.03806079914	-0.03185653543	-0.02901152742	-0.02370446192	-0.01270676565	-0.01028015457	-0.00661196914	-0.002376142976	0.0008152851132	0.00472531108	0.008575742807	0.01148113178	0.01274219979	0.01482572577	0.01630800883	0.01951603084	0.01932066885	0.02259803287	0.02365421632	0.0236384022	0.02589523572	0.02750157899	0.02861226688	0.03070654751	0.03199304241	0.03380599569	0.03246596791	0.03247254595	0.03420953829	0.03397072205	0.03560271329	0.03594216121	0.03794824745	0.03931107612	0.03975289912	0.03778347865	0.03731247269	0.03658374862	0.03565060588	0.0361464768	0.03556430413	0.03613640768	0.03542746948	0.03468718943	0.03671447075	0.03687776663	0.03705196164	0.03671931724	0.03698928926	0.03678212901	0.03623200507	0.0376421248	0.03910609156	0.03960046572	0.0410667717	0.04273692716	0.04434124857	0.0474785118	0.04894557918	0.05588695864	0.06313582956	0.07018911889	0.08140785948	0.08696228789	0.09099645255	0.1021128034	0.10645208	0.1034756648	0.09649994023	0.09419657406	0.08044372349	0.07763479017	0.07350655242	
100586	-0.1243850939	-0.04210964346	0.02574311898	0.07895390432	0.1324417086	0.1715183608	0.2127445611	0.245382867	0.267629048	0.2991714757	0.3170970935	0.3327883634	0.3583969572	0.3772466163	0.3939162667	0.4069064829	0.4147525987	0.4267621699	0.4356845202	0.4488003291	0.4494557702	0.4537326938	0.4562607801	0.463301182	0.4616972728	0.4672805152	0.468380418	0.4670178281	0.4804402713	0.4761106286	0.4727297318	0.4772161574	0.4730740723	0.4737549059	0.4790283545	0.4741156773	0.4708827724	0.4600544461	0.4505039949	0.438715616	0.4197521959	0.3885103605	0.3582350092	0.3297173283	0.3044417583	0.2935679553	0.2846854534	0.276690329	0.2724712452	0.2709743323	0.249425736	0.2439114114	0.2552625764	0.2257273356	0.2100914742	0.1945760966	0.1795009467	0.1570056282	0.1521067521	0.160565112	0.1284424099	0.1073434556	0.08842785258	0.04871274089	0.008704923796	-0.05061831033	-0.1062697649	-0.2088890486	-0.3144208683	-0.4416436853	-0.5990262186	-0.7594612282	-0.9456204078	-1.197037617	-1.382735152	-1.568299419	-1.747450665	-1.86244915	-1.952667998	-2.008868955	-2.048319141	-2.075127079	-2.072076805	-0.1710472722	-0.1527567469	-0.1331052595	-0.127465274	-0.1008978159	-0.08757556661	-0.08100498027	-0.06675771254	-0.05645755452	-0.04701052308	-0.04631514984	-0.03620897134	-0.02900994588	-0.02336296267	-0.01576077292	-0.01129790914	-0.005823146495	-0.001528622289	-0.000615397089	0.002327634971	0.008467374782	0.009250243702	0.01237335536	0.01395740962	0.01581450478	0.0180023623	0.01869582692	0.02061065886	0.02241043173	0.02298351259	0.0258329978	0.02756933879	0.02867727272	0.03054241035	0.03103907179	0.03299133666	0.0323822981	0.0328464963	0.03385031262	0.03374631898	0.03516642099	0.03648286081	0.03751538801	0.03971662591	0.03858326346	0.03735198213	0.03690758019	0.03591358683	0.03556803291	0.03520117871	0.03462133613	0.03570795907	0.03513922083	0.03430788716	0.03627509957	0.03643226364	0.03696098361	0.03625754936	0.03667454998	0.03634621352	0.03589999487	0.03786802833	0.03851613524	0.0386609933	0.04084684739	0.0423800316	0.04423991555	0.04647450586	0.04849990649	0.05534609846	0.06323031675	0.06929208946	0.07992177784	0.08698454099	0.0905012691	0.1021153148	0.1063842715	0.1038895633	0.0965027417	0.09037833313	0.08239188307	0.07604441068	0.06949887307	
